model,date,n_universe,pool_up_count,pool_down_count,sel_up_count,sel_down_count,up_dir_acc_5d,sel_up_avg_ret_5d,down_dir_acc_5d,sel_down_avg_ret_5d,smcr_up_1pct_pool,smcr_up_1pct_sel,smcr_down_1pct_pool,smcr_down_1pct_sel,n_strong_up_1pct,n_strong_down_1pct,smcr_up_2pct_pool,smcr_up_2pct_sel,smcr_down_2pct_pool,smcr_down_2pct_sel,n_strong_up_2pct,n_strong_down_2pct,smcr_up_3pct_pool,smcr_up_3pct_sel,smcr_down_3pct_pool,smcr_down_3pct_sel,n_strong_up_3pct,n_strong_down_3pct,top1_up_capture,top3_up_capture,top5_up_capture,top1_down_capture,top3_down_capture,top5_down_capture,pool_precision_up,pool_precision_down,sel_precision_up,sel_precision_down,sel_lift_up,sel_up_avg_mfe,sel_up_avg_mae,sel_up_avg_ret_1d,sel_up_avg_ret_3d,regime,n_iios_signals
MODEL_C,2023-11-21,210,20,20,6,6,0.5,-1.0765166666666668,0.6666666666666666,-1.58815,0.09195402298850575,0.022988505747126436,0.12962962962962962,0.05555555555555555,87,54,0.08771929824561403,0.03508771929824561,0.1875,0.09375,57,32,0.07692307692307693,0.02564102564102564,0.2727272727272727,0.13636363636363635,39,22,0,0,0,0,0,1,0.25,0.3,0.3333333333333333,0.5,1.2280701754385965,2.3785833333333333,-3.754983333333333,-1.8219666666666667,-1.2209333333333332,SIDEWAYS,47
MODEL_A,2023-11-22,210,20,0,6,0,0.5,-0.5419166666666667,,,0.08928571428571429,0.026785714285714284,0.0,0.0,112,35,0.10975609756097561,0.036585365853658534,0.0,0.0,82,20,0.08333333333333333,0.05,0.0,0.0,60,10,0,0,0,0,0,0,0.45,0.0,0.5,0.0,1.2804878048780488,2.620233333333333,-3.5703833333333335,-1.3362333333333332,-1.2408666666666663,TRENDING_UP,34
MODEL_B,2023-11-22,210,20,20,6,6,0.5,-0.7774000000000001,0.5,0.1935333333333332,0.07142857142857142,0.026785714285714284,0.22857142857142856,0.08571428571428572,112,35,0.08536585365853659,0.036585365853658534,0.3,0.1,82,20,0.05,0.016666666666666666,0.2,0.1,60,10,0,0,0,1,1,1,0.35,0.3,0.5,0.3333333333333333,1.2804878048780488,2.447,-2.7661833333333337,-0.9575666666666668,-1.2571833333333338,TRENDING_UP,34
MODEL_C,2023-11-22,210,20,20,6,6,0.3333333333333333,-1.6757666666666668,0.5,-0.7717166666666667,0.08928571428571429,0.017857142857142856,0.17142857142857143,0.08571428571428572,112,35,0.12195121951219512,0.024390243902439025,0.3,0.15,82,20,0.11666666666666667,0.016666666666666666,0.2,0.1,60,10,0,0,0,1,1,1,0.5,0.3,0.3333333333333333,0.5,0.8536585365853658,2.297166666666667,-3.5207,-1.4670833333333333,-1.7657666666666667,TRENDING_UP,34
MODEL_A,2023-11-23,210,20,0,6,0,0.8333333333333334,1.8334333333333335,,,0.0859375,0.03125,0.0,0.0,128,27,0.07766990291262135,0.02912621359223301,0.0,0.0,103,16,0.09230769230769231,0.03076923076923077,0.0,0.0,65,9,0,0,0,0,0,0,0.4,0.0,0.5,0.0,1.0194174757281553,4.9469666666666665,-1.4205499999999998,0.30224999999999996,2.1993,TRENDING_UP,42
MODEL_B,2023-11-23,210,20,20,6,6,0.8333333333333334,1.9944666666666666,0.3333333333333333,1.1057,0.09375,0.015625,0.037037037037037035,0.037037037037037035,128,27,0.10679611650485436,0.019417475728155338,0.0625,0.0625,103,16,0.1076923076923077,0.03076923076923077,0.1111111111111111,0.1111111111111111,65,9,0,0,0,0,0,0,0.55,0.05,0.3333333333333333,0.16666666666666666,0.6796116504854369,4.351299999999999,-1.3077166666666669,-0.06579999999999998,1.54415,TRENDING_UP,42
MODEL_C,2023-11-23,210,20,20,6,6,0.8333333333333334,2.236266666666667,0.0,4.441949999999999,0.0859375,0.0234375,0.07407407407407407,0.0,128,27,0.06796116504854369,0.02912621359223301,0.125,0.0,103,16,0.06153846153846154,0.03076923076923077,0.2222222222222222,0.0,65,9,0,0,0,0,0,0,0.35,0.1,0.5,0.0,1.0194174757281553,4.655583333333333,-1.2140000000000002,-0.16239999999999996,1.9707166666666665,TRENDING_UP,42
MODEL_A,2023-11-24,210,20,0,6,0,0.6666666666666666,2.2235,,,0.08074534161490683,0.024844720496894408,0.0,0.0,161,20,0.08064516129032258,0.024193548387096774,0.0,0.0,124,10,0.1,0.03,0.0,0.0,100,7,0,0,0,0,0,0,0.5,0.0,0.5,0.0,0.8467741935483871,5.169416666666667,-2.3601666666666667,-0.5767166666666665,1.552433333333333,TRENDING_UP,45
MODEL_B,2023-11-24,210,20,20,6,6,1.0,4.363883333333334,0.16666666666666666,6.418516666666666,0.07453416149068323,0.037267080745341616,0.2,0.05,161,20,0.07258064516129033,0.024193548387096774,0.2,0.0,124,10,0.09,0.03,0.2857142857142857,0.0,100,7,0,0,0,0,0,0,0.45,0.1,0.5,0.0,0.8467741935483871,6.625883333333333,-1.2735166666666669,-0.1586,1.9225166666666669,TRENDING_UP,45
MODEL_C,2023-11-24,210,20,20,6,6,0.8333333333333334,4.542549999999999,0.3333333333333333,5.627283333333334,0.06832298136645963,0.031055900621118012,0.25,0.1,161,20,0.07258064516129033,0.03225806451612903,0.1,0.1,124,10,0.09,0.04,0.14285714285714285,0.14285714285714285,100,7,0,0,0,0,0,0,0.45,0.05,0.6666666666666666,0.16666666666666666,1.129032258064516,6.9100166666666665,-1.6512166666666666,-0.23668333333333336,2.25865,TRENDING_UP,45
MODEL_A,2023-11-28,210,20,0,6,0,1.0,15.259266666666667,,,0.11180124223602485,0.037267080745341616,0.0,0.0,161,13,0.12698412698412698,0.047619047619047616,0.0,0.0,126,8,0.15,0.06,0.0,0.0,100,4,1,2,2,0,0,0,0.8,0.0,1.0,0.0,1.6666666666666667,17.917550000000002,-1.7655666666666667,0.8077666666666667,2.8274833333333333,TRENDING_UP,71
MODEL_B,2023-11-28,210,20,20,6,6,0.8333333333333334,13.4106,0.0,16.323633333333333,0.10559006211180125,0.031055900621118012,0.0,0.0,161,13,0.09523809523809523,0.03968253968253968,0.0,0.0,126,8,0.11,0.04,0.0,0.0,100,4,1,2,3,0,0,0,0.6,0.0,0.8333333333333334,0.0,1.388888888888889,14.617849999999999,-2.1891333333333334,0.04186666666666667,-0.24098333333333333,TRENDING_UP,71
MODEL_C,2023-11-28,210,20,20,6,6,1.0,15.116383333333333,0.0,14.4165,0.11180124223602485,0.031055900621118012,0.07692307692307693,0.0,161,13,0.11904761904761904,0.03968253968253968,0.0,0.0,126,8,0.13,0.05,0.0,0.0,100,4,1,2,3,0,0,0,0.75,0.0,0.8333333333333334,0.0,1.388888888888889,16.0559,-2.10095,0.45125,0.8201833333333334,TRENDING_UP,71
MODEL_A,2023-11-29,210,20,0,6,0,1.0,16.63365,,,0.10526315789473684,0.03289473684210526,0.0,0.0,152,17,0.1015625,0.03125,0.0,0.0,128,11,0.12871287128712872,0.039603960396039604,0.0,0.0,101,5,1,2,2,0,0,0,0.65,0.0,0.6666666666666666,0.0,1.0937499999999998,20.865133333333336,-2.1835166666666663,1.4005666666666665,3.839233333333333,TRENDING_UP,67
MODEL_B,2023-11-29,210,20,20,6,6,1.0,2.8762166666666666,0.16666666666666666,0.8585666666666668,0.10526315789473684,0.03289473684210526,0.0,0.0,152,17,0.09375,0.015625,0.0,0.0,128,11,0.10891089108910891,0.019801980198019802,0.0,0.0,101,5,0,0,0,0,0,0,0.6,0.0,0.3333333333333333,0.0,0.5468749999999999,5.796666666666666,-1.6592333333333336,1.4379,3.1644,TRENDING_UP,67
MODEL_C,2023-11-29,210,20,20,6,6,1.0,3.5908666666666664,0.16666666666666666,6.975016666666665,0.1118421052631579,0.03289473684210526,0.0,0.0,152,17,0.109375,0.0234375,0.0,0.0,128,11,0.12871287128712872,0.0297029702970297,0.0,0.0,101,5,0,0,0,0,0,0,0.7,0.0,0.5,0.0,0.8203124999999999,6.797083333333333,-1.5080166666666666,1.7496,4.121300000000001,TRENDING_UP,67
MODEL_A,2023-11-30,210,20,0,6,0,0.6666666666666666,5.102383333333333,,,0.07692307692307693,0.027972027972027972,0.0,0.0,143,30,0.08620689655172414,0.034482758620689655,0.0,0.0,116,16,0.10204081632653061,0.04081632653061224,0.0,0.0,98,6,0,0,0,0,0,0,0.5,0.0,0.6666666666666666,0.0,1.2068965517241377,8.282266666666667,-1.9264666666666663,-0.10293333333333339,1.3267333333333335,TRENDING_UP,93
MODEL_B,2023-11-30,210,20,20,6,6,0.8333333333333334,3.6093499999999996,0.5,2.2078166666666665,0.0979020979020979,0.03496503496503497,0.26666666666666666,0.1,143,30,0.10344827586206896,0.02586206896551724,0.1875,0.125,116,16,0.10204081632653061,0.030612244897959183,0.0,0.0,98,6,0,0,0,0,0,0,0.6,0.15,0.5,0.3333333333333333,0.9051724137931034,5.790166666666667,-0.9945166666666666,0.41258333333333336,1.4146,TRENDING_UP,93
MODEL_C,2023-11-30,210,20,20,6,6,0.6666666666666666,3.351266666666667,0.5,4.23955,0.09090909090909091,0.027972027972027972,0.26666666666666666,0.1,143,30,0.08620689655172414,0.034482758620689655,0.1875,0.125,116,16,0.10204081632653061,0.04081632653061224,0.16666666666666666,0.0,98,6,0,0,0,0,0,0,0.5,0.15,0.6666666666666666,0.3333333333333333,1.2068965517241377,6.1256666666666675,-2.097316666666667,0.008349999999999932,0.8116833333333333,TRENDING_UP,93
MODEL_A,2023-12-01,210,20,0,6,0,0.8333333333333334,7.975816666666667,,,0.13934426229508196,0.040983606557377046,0.0,0.0,122,37,0.1326530612244898,0.05102040816326531,0.0,0.0,98,23,0.1527777777777778,0.06944444444444445,0.0,0.0,72,15,0,0,1,0,0,0,0.65,0.0,0.8333333333333334,0.0,1.7857142857142858,12.030866666666668,-0.7057333333333332,2.79035,6.600366666666667,TRENDING_UP,98
MODEL_B,2023-12-01,210,20,20,6,6,0.8333333333333334,2.229083333333333,0.3333333333333333,3.4407333333333336,0.09836065573770492,0.02459016393442623,0.10810810810810811,0.05405405405405406,122,37,0.11224489795918367,0.02040816326530612,0.13043478260869565,0.043478260869565216,98,23,0.125,0.027777777777777776,0.13333333333333333,0.06666666666666667,72,15,0,0,0,0,1,1,0.55,0.15,0.3333333333333333,0.16666666666666666,0.7142857142857142,5.217300000000001,0.08153333333333335,1.8805666666666667,2.6106333333333334,TRENDING_UP,98
MODEL_C,2023-12-01,210,20,20,6,6,1.0,7.223266666666667,0.16666666666666666,4.1470666666666665,0.10655737704918032,0.040983606557377046,0.05405405405405406,0.02702702702702703,122,37,0.12244897959183673,0.05102040816326531,0.08695652173913043,0.043478260869565216,98,23,0.1527777777777778,0.06944444444444445,0.06666666666666667,0.06666666666666667,72,15,0,0,1,0,1,1,0.6,0.1,0.8333333333333334,0.16666666666666666,1.7857142857142858,10.7438,0.16111666666666666,2.4479,4.539066666666667,TRENDING_UP,98
MODEL_A,2023-12-04,210,20,0,6,0,0.6666666666666666,10.682283333333332,,,0.1188118811881188,0.0297029702970297,0.0,0.0,101,49,0.14634146341463414,0.036585365853658534,0.0,0.0,82,33,0.18333333333333332,0.05,0.0,0.0,60,15,1,2,2,0,0,0,0.6,0.0,0.5,0.0,1.2804878048780488,16.9502,-3.405283333333333,6.091083333333334,12.808300000000001,TRENDING_UP,93
MODEL_B,2023-12-04,210,20,20,6,6,0.8333333333333334,1.5922333333333334,0.3333333333333333,2.3504166666666664,0.13861386138613863,0.04950495049504951,0.02040816326530612,0.02040816326530612,101,49,0.14634146341463414,0.04878048780487805,0.030303030303030304,0.030303030303030304,82,33,0.13333333333333333,0.016666666666666666,0.06666666666666667,0.06666666666666667,60,15,0,0,0,0,0,0,0.6,0.05,0.6666666666666666,0.16666666666666666,1.7073170731707317,3.66915,-1.4436333333333333,0.3420000000000001,0.17328333333333334,TRENDING_UP,93
MODEL_C,2023-12-04,210,20,20,6,6,0.5,5.7945166666666665,0.3333333333333333,2.3504166666666664,0.1188118811881188,0.0297029702970297,0.04081632653061224,0.02040816326530612,101,49,0.14634146341463414,0.036585365853658534,0.06060606060606061,0.030303030303030304,82,33,0.16666666666666666,0.03333333333333333,0.06666666666666667,0.06666666666666667,60,15,1,1,1,0,0,0,0.6,0.1,0.5,0.16666666666666666,1.2804878048780488,10.833016666666667,-2.64865,2.9211499999999995,6.596666666666667,TRENDING_UP,93
MODEL_A,2023-12-05,210,20,0,6,0,0.8333333333333334,1.696316666666667,,,0.08695652173913043,0.03260869565217391,0.0,0.0,92,62,0.07462686567164178,0.04477611940298507,0.0,0.0,67,40,0.057692307692307696,0.057692307692307696,0.0,0.0,52,21,0,0,0,0,0,0,0.25,0.0,0.5,0.0,1.5671641791044777,8.533183333333332,-0.7516833333333333,3.7928499999999996,2.440916666666667,TRENDING_UP,90
MODEL_B,2023-12-05,210,20,20,6,6,0.8333333333333334,2.824300000000001,0.16666666666666666,1.8332666666666668,0.09782608695652174,0.043478260869565216,0.06451612903225806,0.016129032258064516,92,62,0.08955223880597014,0.04477611940298507,0.075,0.025,67,40,0.07692307692307693,0.038461538461538464,0.14285714285714285,0.047619047619047616,52,21,0,0,0,0,0,1,0.3,0.15,0.5,0.16666666666666666,1.5671641791044777,9.706133333333332,0.5109666666666667,4.320200000000001,3.8531833333333334,TRENDING_UP,90
MODEL_C,2023-12-05,210,20,20,6,6,0.8333333333333334,2.1339333333333337,0.16666666666666666,1.8332666666666668,0.07608695652173914,0.043478260869565216,0.04838709677419355,0.016129032258064516,92,62,0.07462686567164178,0.05970149253731343,0.075,0.025,67,40,0.07692307692307693,0.057692307692307696,0.14285714285714285,0.047619047619047616,52,21,0,0,0,0,0,1,0.25,0.15,0.6666666666666666,0.16666666666666666,2.08955223880597,9.550733333333332,-0.6777999999999998,4.040383333333333,2.645716666666667,TRENDING_UP,90
MODEL_A,2023-12-06,210,20,0,6,0,0.6666666666666666,-0.8793666666666665,,,0.10588235294117647,0.047058823529411764,0.0,0.0,85,61,0.06153846153846154,0.046153846153846156,0.0,0.0,65,36,0.0851063829787234,0.06382978723404255,0.0,0.0,47,18,0,0,0,0,0,0,0.2,0.0,0.5,0.0,1.6153846153846154,5.675349999999999,-5.484633333333334,2.09355,-0.22325000000000003,TRENDING_UP,96
MODEL_B,2023-12-06,210,20,20,6,6,0.16666666666666666,-0.6450166666666668,0.5,-2.4287499999999995,0.058823529411764705,0.011764705882352941,0.09836065573770492,0.03278688524590164,85,61,0.06153846153846154,0.015384615384615385,0.1388888888888889,0.05555555555555555,65,36,0.0851063829787234,0.02127659574468085,0.2222222222222222,0.1111111111111111,47,18,0,0,0,1,2,2,0.2,0.25,0.16666666666666666,0.3333333333333333,0.5384615384615384,2.670833333333333,-2.945233333333333,0.14333333333333334,-0.8001333333333335,TRENDING_UP,96
MODEL_C,2023-12-06,210,20,20,6,6,0.5,-2.1830333333333334,0.3333333333333333,-1.6133,0.09411764705882353,0.023529411764705882,0.09836065573770492,0.03278688524590164,85,61,0.09230769230769231,0.03076923076923077,0.1111111111111111,0.05555555555555555,65,36,0.1276595744680851,0.0425531914893617,0.2222222222222222,0.1111111111111111,47,18,0,0,0,1,2,2,0.3,0.2,0.3333333333333333,0.3333333333333333,1.0769230769230769,5.020316666666667,-6.350750000000001,0.9876666666666667,-0.5572166666666666,TRENDING_UP,96
MODEL_A,2023-12-07,210,20,0,6,0,0.5,-3.201316666666667,,,0.09345794392523364,0.018691588785046728,0.0,0.0,107,50,0.10588235294117647,0.023529411764705882,0.0,0.0,85,22,0.13559322033898305,0.01694915254237288,0.0,0.0,59,17,0,0,0,0,0,0,0.45,0.0,0.3333333333333333,0.0,0.8235294117647058,2.81765,-7.9757,-2.81115,-4.0727166666666665,TRENDING_UP,86
MODEL_B,2023-12-07,210,20,20,6,6,0.6666666666666666,0.6326166666666667,0.16666666666666666,1.1648,0.07476635514018691,0.018691588785046728,0.14,0.02,107,50,0.07058823529411765,0.023529411764705882,0.22727272727272727,0.045454545454545456,85,22,0.03389830508474576,0.0,0.29411764705882354,0.058823529411764705,59,17,0,0,0,0,0,1,0.3,0.25,0.3333333333333333,0.16666666666666666,0.8235294117647058,3.5784333333333334,-2.9089666666666667,-1.3243166666666666,-0.6380500000000001,TRENDING_UP,86
MODEL_C,2023-12-07,210,20,20,6,6,0.5,-1.8596833333333336,0.5,-3.652266666666667,0.08411214953271028,0.009345794392523364,0.14,0.06,107,50,0.08235294117647059,0.011764705882352941,0.2727272727272727,0.13636363636363635,85,22,0.06779661016949153,0.01694915254237288,0.35294117647058826,0.17647058823529413,59,17,0,0,0,1,2,3,0.35,0.3,0.16666666666666666,0.5,0.4117647058823529,2.9896666666666665,-5.982133333333333,-2.2228999999999997,-3.173466666666666,TRENDING_UP,86
MODEL_A,2023-12-08,210,20,0,6,0,0.5,0.03298333333333329,,,0.10294117647058823,0.022058823529411766,0.0,0.0,136,31,0.11403508771929824,0.017543859649122806,0.0,0.0,114,15,0.11627906976744186,0.011627906976744186,0.0,0.0,86,11,0,0,0,0,0,0,0.65,0.0,0.3333333333333333,0.0,0.6140350877192983,4.0333499999999995,-3.614166666666667,1.4322333333333332,-0.91195,TRENDING_UP,88
MODEL_B,2023-12-08,210,20,20,6,6,0.8333333333333334,4.686599999999999,0.3333333333333333,0.9522833333333333,0.08823529411764706,0.03676470588235294,0.12903225806451613,0.06451612903225806,136,31,0.09649122807017543,0.03508771929824561,0.2,0.06666666666666667,114,15,0.11627906976744186,0.03488372093023256,0.2727272727272727,0.09090909090909091,86,11,0,0,0,0,1,1,0.55,0.15,0.6666666666666666,0.16666666666666666,1.2280701754385965,6.5289,-1.7308500000000002,1.9835666666666671,0.19793333333333332,TRENDING_UP,88
MODEL_C,2023-12-08,210,20,20,6,6,0.8333333333333334,4.445216666666666,0.3333333333333333,1.9401833333333336,0.10294117647058823,0.03676470588235294,0.16129032258064516,0.06451612903225806,136,31,0.11403508771929824,0.03508771929824561,0.2,0.06666666666666667,114,15,0.12790697674418605,0.03488372093023256,0.2727272727272727,0.09090909090909091,86,11,0,0,0,0,1,1,0.65,0.15,0.6666666666666666,0.16666666666666666,1.2280701754385965,6.471666666666667,-1.8042333333333334,2.3066166666666668,0.7568000000000001,TRENDING_UP,88
MODEL_A,2023-12-11,210,20,0,6,0,0.5,0.20763333333333356,,,0.1076923076923077,0.023076923076923078,0.0,0.0,130,33,0.12612612612612611,0.02702702702702703,0.0,0.0,111,20,0.08333333333333333,0.03571428571428571,0.0,0.0,84,14,0,0,0,0,0,0,0.7,0.0,0.5,0.0,0.9459459459459459,3.7475500000000004,-4.4023666666666665,-1.6523,-0.6367833333333333,TRENDING_UP,64
MODEL_B,2023-12-11,210,20,20,6,6,0.8333333333333334,4.2411666666666665,0.5,2.2472166666666666,0.08461538461538462,0.038461538461538464,0.12121212121212122,0.06060606060606061,130,33,0.09009009009009009,0.036036036036036036,0.1,0.05,111,20,0.05952380952380952,0.023809523809523808,0.14285714285714285,0.07142857142857142,84,14,0,0,1,0,0,1,0.5,0.1,0.6666666666666666,0.16666666666666666,1.2612612612612613,7.475716666666667,-1.9149,-0.022049999999999875,3.5380000000000003,TRENDING_UP,64
MODEL_C,2023-12-11,210,20,20,6,6,0.6666666666666666,2.213666666666667,0.3333333333333333,2.80775,0.1076923076923077,0.03076923076923077,0.18181818181818182,0.06060606060606061,130,33,0.11711711711711711,0.02702702702702703,0.2,0.05,111,20,0.10714285714285714,0.011904761904761904,0.2857142857142857,0.07142857142857142,84,14,0,0,1,0,0,0,0.65,0.2,0.5,0.16666666666666666,0.9459459459459459,6.661483333333334,-3.055,-0.16470000000000004,1.9879833333333332,TRENDING_UP,64
MODEL_A,2023-12-12,210,20,0,6,0,0.6666666666666666,2.4361500000000005,,,0.10967741935483871,0.025806451612903226,0.0,0.0,155,23,0.12213740458015267,0.022900763358778626,0.0,0.0,131,17,0.13,0.02,0.0,0.0,100,8,0,0,0,0,0,0,0.8,0.0,0.5,0.0,0.8015267175572519,7.485333333333333,-3.1227,0.9197333333333333,-0.43691666666666656,TRENDING_UP,53
MODEL_B,2023-12-12,210,20,20,6,6,0.6666666666666666,0.529,0.3333333333333333,3.5774333333333335,0.1032258064516129,0.025806451612903226,0.13043478260869565,0.08695652173913043,155,23,0.09923664122137404,0.022900763358778626,0.11764705882352941,0.11764705882352941,131,17,0.11,0.02,0.125,0.125,100,8,0,0,0,0,1,1,0.65,0.1,0.5,0.3333333333333333,0.8015267175572519,4.387033333333332,-2.5494499999999998,0.5835833333333333,-0.3482,TRENDING_UP,53
MODEL_C,2023-12-12,210,20,20,6,6,0.6666666666666666,3.3014500000000004,0.3333333333333333,7.001366666666667,0.10967741935483871,0.025806451612903226,0.17391304347826086,0.08695652173913043,155,23,0.11450381679389313,0.022900763358778626,0.17647058823529413,0.11764705882352941,131,17,0.12,0.02,0.125,0.125,100,8,1,1,1,0,1,1,0.75,0.15,0.5,0.3333333333333333,0.8015267175572519,7.052416666666666,-2.422833333333333,0.13784999999999997,1.7423,TRENDING_UP,53
MODEL_A,2023-12-13,210,20,0,6,0,0.16666666666666666,-5.3033166666666665,,,0.06779661016949153,0.01694915254237288,0.0,0.0,59,98,0.04878048780487805,0.0,0.0,0.0,41,71,0.07142857142857142,0.0,0.0,0.0,28,47,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,3.529233333333334,-7.188416666666666,0.3376666666666666,-0.2796,TRENDING_UP,57
MODEL_B,2023-12-13,210,20,20,6,6,0.16666666666666666,-4.232433333333333,0.6666666666666666,-3.978716666666666,0.06779661016949153,0.01694915254237288,0.12244897959183673,0.04081632653061224,59,98,0.024390243902439025,0.0,0.16901408450704225,0.056338028169014086,41,71,0.03571428571428571,0.0,0.23404255319148937,0.0851063829787234,28,47,0,0,0,0,1,2,0.05,0.6,0.0,0.6666666666666666,0.0,3.0188833333333336,-5.297316666666666,0.17351666666666668,0.21068333333333325,TRENDING_UP,57
MODEL_C,2023-12-13,210,20,20,6,6,0.16666666666666666,-4.232433333333333,0.6666666666666666,-3.3955499999999996,0.05084745762711865,0.01694915254237288,0.1326530612244898,0.030612244897959183,59,98,0.024390243902439025,0.0,0.15492957746478872,0.04225352112676056,41,71,0.03571428571428571,0.0,0.2127659574468085,0.06382978723404255,28,47,0,0,0,0,1,2,0.05,0.55,0.0,0.5,0.0,3.0188833333333336,-5.297316666666666,0.17351666666666668,0.21068333333333325,TRENDING_UP,57
MODEL_A,2023-12-14,210,20,0,6,0,0.5,1.5927,,,0.06557377049180328,0.04918032786885246,0.0,0.0,61,95,0.06818181818181818,0.045454545454545456,0.0,0.0,44,67,0.06896551724137931,0.06896551724137931,0.0,0.0,29,42,0,0,0,0,0,0,0.15,0.0,0.3333333333333333,0.0,1.5909090909090908,6.275483333333334,-5.292633333333334,2.5083,2.8076333333333334,TRENDING_UP,74
MODEL_B,2023-12-14,210,20,20,6,6,0.6666666666666666,0.9443999999999999,0.5,1.67215,0.11475409836065574,0.04918032786885246,0.08421052631578947,0.021052631578947368,61,95,0.11363636363636363,0.06818181818181818,0.08955223880597014,0.014925373134328358,44,67,0.13793103448275862,0.06896551724137931,0.09523809523809523,0.023809523809523808,29,42,0,0,0,0,0,0,0.25,0.3,0.5,0.16666666666666666,2.3863636363636362,6.180116666666666,-4.174883333333334,1.9229,2.2241166666666667,TRENDING_UP,74
MODEL_C,2023-12-14,210,20,20,6,6,0.6666666666666666,2.352933333333333,0.5,1.67215,0.11475409836065574,0.06557377049180328,0.09473684210526316,0.021052631578947368,61,95,0.11363636363636363,0.06818181818181818,0.1044776119402985,0.014925373134328358,44,67,0.13793103448275862,0.06896551724137931,0.07142857142857142,0.023809523809523808,29,42,0,0,0,0,0,0,0.25,0.35,0.5,0.16666666666666666,2.3863636363636362,6.620316666666667,-4.054683333333334,2.22245,3.29265,TRENDING_UP,74
MODEL_A,2023-12-15,210,20,0,6,0,0.6666666666666666,1.8689333333333333,,,0.14754098360655737,0.06557377049180328,0.0,0.0,61,82,0.15217391304347827,0.08695652173913043,0.0,0.0,46,58,0.14705882352941177,0.11764705882352941,0.0,0.0,34,37,0,0,0,0,0,0,0.35,0.0,0.6666666666666666,0.0,3.043478260869565,5.463966666666667,-7.176733333333334,1.3110166666666665,-3.85545,TRENDING_UP,85
MODEL_B,2023-12-15,210,20,20,6,6,0.3333333333333333,1.4427333333333336,0.6666666666666666,0.3747833333333333,0.13114754098360656,0.03278688524590164,0.08536585365853659,0.024390243902439025,61,82,0.17391304347826086,0.043478260869565216,0.06896551724137931,0.017241379310344827,46,58,0.14705882352941177,0.058823529411764705,0.0,0.0,34,37,0,0,0,0,0,0,0.4,0.2,0.3333333333333333,0.16666666666666666,1.5217391304347825,4.163633333333333,-4.756849999999999,1.3025333333333335,-2.21995,TRENDING_UP,85
MODEL_C,2023-12-15,210,20,20,6,6,0.5,1.3629833333333334,0.3333333333333333,2.0634333333333332,0.13114754098360656,0.04918032786885246,0.08536585365853659,0.012195121951219513,61,82,0.17391304347826086,0.06521739130434782,0.06896551724137931,0.0,46,58,0.17647058823529413,0.08823529411764706,0.0,0.0,34,37,0,0,0,0,0,0,0.4,0.2,0.5,0.0,2.282608695652174,4.11685,-5.90005,1.1981833333333334,-3.434016666666666,TRENDING_UP,85
MODEL_A,2023-12-18,210,20,0,6,0,0.5,2.507233333333333,,,0.08536585365853659,0.036585365853658534,0.0,0.0,82,84,0.08620689655172414,0.034482758620689655,0.0,0.0,58,49,0.11363636363636363,0.045454545454545456,0.0,0.0,44,32,0,0,0,0,0,0,0.25,0.0,0.3333333333333333,0.0,1.2068965517241377,5.679850000000001,-9.359166666666667,-0.03894999999999988,-1.9294,TRENDING_UP,66
MODEL_B,2023-12-18,210,20,20,6,6,0.5,0.11251666666666678,0.6666666666666666,2.65335,0.0975609756097561,0.024390243902439025,0.10714285714285714,0.03571428571428571,82,84,0.10344827586206896,0.017241379310344827,0.12244897959183673,0.0,58,49,0.11363636363636363,0.022727272727272728,0.09375,0.0,44,32,0,0,0,0,0,0,0.3,0.3,0.16666666666666666,0.0,0.6034482758620688,4.850533333333334,-6.59845,0.11318333333333336,-2.698,TRENDING_UP,66
MODEL_C,2023-12-18,210,20,20,6,6,0.3333333333333333,0.6867833333333334,0.5,2.8212166666666665,0.10975609756097561,0.024390243902439025,0.08333333333333333,0.023809523809523808,82,84,0.1206896551724138,0.017241379310344827,0.061224489795918366,0.02040816326530612,58,49,0.1590909090909091,0.022727272727272728,0.0625,0.03125,44,32,0,0,0,0,0,0,0.35,0.15,0.16666666666666666,0.16666666666666666,0.6034482758620688,4.552666666666666,-9.660616666666668,-0.61255,-1.9653166666666666,TRENDING_UP,66
MODEL_A,2023-12-19,210,20,0,6,0,0.6666666666666666,1.2140833333333334,,,0.08045977011494253,0.034482758620689655,0.0,0.0,87,63,0.109375,0.046875,0.0,0.0,64,40,0.1276595744680851,0.06382978723404255,0.0,0.0,47,28,0,0,0,0,0,0,0.35,0.0,0.5,0.0,1.6406249999999998,4.156383333333333,-6.8631833333333345,-5.2662,-0.6476166666666666,TRENDING_UP,70
MODEL_B,2023-12-19,210,20,20,6,6,0.8333333333333334,5.4587666666666665,0.5,1.4592166666666664,0.09195402298850575,0.04597701149425287,0.1111111111111111,0.047619047619047616,87,63,0.125,0.0625,0.1,0.05,64,40,0.1702127659574468,0.0851063829787234,0.10714285714285714,0.07142857142857142,47,28,0,0,1,0,0,1,0.4,0.2,0.6666666666666666,0.3333333333333333,2.1874999999999996,7.974916666666666,-2.5481666666666665,-0.5917499999999999,3.0197333333333334,TRENDING_UP,70
