split,direction,n_rejected,n_with_outcomes,dir_acc_rejected,ge2_rate_rejected,avg_ret_rejected,interpretation,sample
VAL,UP,95,95,0.5684,0.3263,0.6202,FALSE_REJECTION,MODERATE_SAMPLE
