date,symbol,direction,actual_move,v3_score,c2_score,c2_rank,selected_top5,regime,miss_type,miss_reason
2026-05-15,POLICYBZR.NS,UP,3.5539,0.8088,0.3732,2,True,RANGE,CORRECTLY_RANKED,NA
2026-05-18,GNFC.NS,UP,5.1724,0.8309,2.6584,1,True,RANGE,CORRECTLY_RANKED,NA
2026-05-20,MOTHERSON.NS,UP,3.6544,0.8035,2.9129,2,True,RANGE,CORRECTLY_RANKED,NA
2026-05-21,RATEGAIN.NS,UP,9.5026,0.7827,2.0768,2,True,RANGE,CORRECTLY_RANKED,NA
2026-05-21,PAGEIND.NS,UP,2.8009,0.7759,2.7097,1,True,RANGE,CORRECTLY_RANKED,NA
2026-05-22,PARAS.NS,UP,5.3879,0.9397,1.4778,2,True,RANGE,CORRECTLY_RANKED,NA
2026-05-22,ENDURANCE.NS,UP,2.9172,0.8675,1.2565,4,True,RANGE,CORRECTLY_RANKED,NA
2026-05-22,DATAPATTNS.NS,UP,3.1816,0.7919,1.2671,3,True,RANGE,CORRECTLY_RANKED,NA
2026-05-25,RAJESHEXPO.NS,UP,4.9996,0.8792,4.2904,2,True,RANGE,CORRECTLY_RANKED,NA
2026-05-25,TEJASNET.NS,UP,5.7918,0.8181,0.844,3,True,RANGE,CORRECTLY_RANKED,NA
2026-05-26,ADANIENSOL.NS,UP,5.2484,0.929,1.4829,3,True,RANGE,CORRECTLY_RANKED,NA
2026-05-26,RAJESHEXPO.NS,UP,3.0984,0.9088,3.3263,2,True,RANGE,CORRECTLY_RANKED,NA
2026-05-26,FINPIPE.NS,UP,7.7411,0.8312,5.8718,1,True,RANGE,CORRECTLY_RANKED,NA
2026-05-26,JSWENERGY.NS,UP,4.5226,0.8046,1.0417,4,True,RANGE,CORRECTLY_RANKED,NA
2026-05-26,ADANIGREEN.NS,UP,2.23,0.7973,1.0018,5,True,RANGE,CORRECTLY_RANKED,NA
2026-05-29,OFSS.NS,UP,2.2782,0.7597,1.0538,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-01,COFORGE.NS,UP,3.9899,0.8483,0.7528,4,True,RANGE,CORRECTLY_RANKED,NA
2026-06-01,INTELLECT.NS,UP,2.493,0.7923,0.7739,3,True,RANGE,CORRECTLY_RANKED,NA
2026-06-02,STLTECH.NS,UP,4.9996,0.9405,3.2062,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-02,OLECTRA.NS,UP,2.8011,0.9044,1.0037,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-03,STLTECH.NS,UP,4.9952,0.8207,4.5762,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-04,PARAS.NS,UP,7.4234,0.9206,1.5887,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-04,KALYANKJIL.NS,UP,2.6926,0.7796,1.3532,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-08,ADANIGREEN.NS,UP,2.952,0.7791,1.8987,3,True,RANGE,CORRECTLY_RANKED,NA
2026-06-09,JINDALPOLY.NS,UP,4.5529,0.8873,0.7613,5,True,RANGE,CORRECTLY_RANKED,NA
2026-06-10,AJANTPHARM.NS,UP,2.2277,0.8623,0.0163,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-10,TATACHEM.NS,UP,2.8873,0.7758,0.0,5,True,RANGE,CORRECTLY_RANKED,NA
2026-06-11,JINDALPOLY.NS,UP,2.7605,0.9769,1.5716,5,True,RANGE,CORRECTLY_RANKED,NA
2026-06-11,PARAS.NS,UP,10.9241,0.9318,1.9108,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-11,DATAPATTNS.NS,UP,8.1023,0.7835,2.0214,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-11,ADANIGREEN.NS,UP,2.1451,0.7772,1.7532,4,True,RANGE,CORRECTLY_RANKED,NA
2026-06-12,ASHOKLEY.NS,UP,3.4438,0.9317,4.2965,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-12,CHOLAFIN.NS,UP,5.4525,0.8954,2.672,4,True,RANGE,CORRECTLY_RANKED,NA
2026-06-12,BSE.NS,UP,2.1009,0.8281,2.6923,3,True,RANGE,CORRECTLY_RANKED,NA
2026-06-12,SHRIRAMFIN.NS,UP,4.7856,0.7892,5.2411,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-16,SUZLON.NS,UP,2.3308,0.8159,0.7942,4,True,RANGE,CORRECTLY_RANKED,NA
2026-06-17,RAJESHEXPO.NS,UP,4.9972,0.8462,4.9972,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-17,HFCL.NS,UP,4.9966,0.84,3.6817,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-18,RAJESHEXPO.NS,UP,4.9962,0.9791,4.9962,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-18,HFCL.NS,UP,4.9992,0.832,3.6868,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-19,BDL.NS,UP,2.4246,0.855,0.8228,5,True,RANGE,CORRECTLY_RANKED,NA
2026-06-19,RAJESHEXPO.NS,UP,4.9944,0.8141,4.9944,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-22,RAJESHEXPO.NS,UP,4.9912,0.8795,4.9912,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-24,SUNDRMFAST.NS,UP,3.0333,0.7345,0.9261,3,True,RANGE,CORRECTLY_RANKED,NA
2026-06-30,GODREJPROP.NS,UP,4.9823,0.7873,0.9804,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-30,PRESTIGE.NS,UP,3.8796,0.7495,0.9779,3,True,RANGE,CORRECTLY_RANKED,NA
2026-07-01,PRESTIGE.NS,UP,3.0025,0.8807,1.1198,2,True,RANGE,CORRECTLY_RANKED,NA
2026-07-02,ONMOBILE.NS,UP,3.0252,0.9893,6.8486,1,True,RANGE,CORRECTLY_RANKED,NA
2026-07-02,ZENSARTECH.NS,UP,10.4312,0.9238,2.3858,2,True,RANGE,CORRECTLY_RANKED,NA
2026-07-03,GRANULES.NS,UP,2.4466,0.8614,0.6836,4,True,RANGE,CORRECTLY_RANKED,NA
2026-07-03,PRESTIGE.NS,UP,2.1283,0.8082,0.8993,3,True,RANGE,CORRECTLY_RANKED,NA
2026-07-03,GODREJPROP.NS,UP,2.5045,0.7763,0.9818,1,True,RANGE,CORRECTLY_RANKED,NA
2026-07-06,PERSISTENT.NS,UP,3.5837,0.8483,0.3011,5,True,RANGE,CORRECTLY_RANKED,NA
2026-07-08,JINDALPOLY.NS,UP,4.9958,0.9056,2.8317,1,True,RANGE,CORRECTLY_RANKED,NA
2026-07-08,LTTS.NS,UP,2.4355,0.8155,0.312,5,True,RANGE,CORRECTLY_RANKED,NA
2026-07-08,SUDARSCHEM.NS,UP,3.0073,0.8107,0.6233,3,True,RANGE,CORRECTLY_RANKED,NA
2026-07-09,KALYANKJIL.NS,UP,7.4831,0.9824,1.8284,4,True,RANGE,CORRECTLY_RANKED,NA
2026-07-09,PERSISTENT.NS,UP,4.6378,0.7778,1.998,2,True,RANGE,CORRECTLY_RANKED,NA
2026-07-13,KALYANKJIL.NS,UP,3.7403,0.9942,0.9596,4,True,RANGE,CORRECTLY_RANKED,NA
2026-07-14,KALYANKJIL.NS,UP,3.4639,0.9909,0.8023,2,True,RANGE,CORRECTLY_RANKED,NA
2026-07-14,LTTS.NS,UP,6.5349,0.7825,1.7339,1,True,RANGE,CORRECTLY_RANKED,NA
2026-07-15,MRPL.NS,UP,10.0718,0.8683,3.9881,1,True,RANGE,CORRECTLY_RANKED,NA
2026-07-15,ZENSARTECH.NS,UP,3.5763,0.7912,1.3448,3,True,RANGE,CORRECTLY_RANKED,NA
2026-07-16,TECHM.NS,UP,4.1449,0.8417,1.9665,1,True,RANGE,CORRECTLY_RANKED,NA
2026-07-16,TCS.NS,UP,3.0895,0.8412,1.0813,3,True,RANGE,CORRECTLY_RANKED,NA
2026-07-20,MANAPPURAM.NS,UP,4.3459,0.8273,0.5636,4,True,RANGE,CORRECTLY_RANKED,NA
2026-07-20,BASF.NS,UP,3.9873,0.7612,0.8761,2,True,RANGE,CORRECTLY_RANKED,NA
2026-07-21,M&MFIN.NS,UP,8.0892,0.9677,3.5444,1,True,RANGE,CORRECTLY_RANKED,NA
2026-07-21,TVSMOTOR.NS,UP,3.0485,0.8475,1.548,3,True,RANGE,CORRECTLY_RANKED,NA
2026-07-23,ICICIGI.NS,UP,2.6436,0.7383,-0.2903,5,True,RANGE,CORRECTLY_RANKED,NA
2026-07-23,ATUL.NS,UP,4.5269,0.7102,0.0979,3,True,RANGE,CORRECTLY_RANKED,NA
2026-07-24,ATUL.NS,UP,5.9618,0.8882,2.8482,2,True,RANGE,CORRECTLY_RANKED,NA
2026-07-24,LAURUSLABS.NS,UP,7.0072,0.807,1.4739,4,True,RANGE,CORRECTLY_RANKED,NA
2026-07-27,COFORGE.NS,UP,10.3114,0.8221,2.7218,1,True,RANGE,CORRECTLY_RANKED,NA
2026-07-28,TCS.NS,UP,2.0267,0.8602,1.7515,4,True,RANGE,CORRECTLY_RANKED,NA
2026-07-28,INFY.NS,UP,4.513,0.8524,3.7352,1,True,RANGE,CORRECTLY_RANKED,NA
2026-05-14,COCHINSHIP.NS,DOWN,-3.0817,0.7401,0.0061,5,True,RANGE,CORRECTLY_RANKED,NA
2026-05-15,RATNAMANI.NS,DOWN,-8.428,0.7797,4.9528,1,True,RANGE,CORRECTLY_RANKED,NA
2026-05-15,MGL.NS,DOWN,-2.6572,0.724,1.4619,4,True,RANGE,CORRECTLY_RANKED,NA
2026-05-21,BASF.NS,DOWN,-2.6149,0.8366,0.0028,3,True,RANGE,CORRECTLY_RANKED,NA
2026-05-21,WELCORP.NS,DOWN,-3.9618,0.7263,3.631,1,True,RANGE,CORRECTLY_RANKED,NA
2026-05-22,OIL.NS,DOWN,-3.4417,0.746,1.4507,1,True,RANGE,CORRECTLY_RANKED,NA
2026-05-29,NATCOPHARM.NS,DOWN,-8.1307,0.7976,0.5808,1,True,RANGE,CORRECTLY_RANKED,NA
2026-05-29,PAGEIND.NS,DOWN,-2.5396,0.774,0.2487,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-01,BSE.NS,DOWN,-3.3124,0.7452,1.1459,3,True,RANGE,CORRECTLY_RANKED,NA
2026-06-02,ASHOKLEY.NS,DOWN,-2.1536,0.7649,1.2479,3,True,RANGE,CORRECTLY_RANKED,NA
2026-06-03,RAJESHEXPO.NS,DOWN,-4.9918,0.7744,4.9918,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-04,RAJESHEXPO.NS,DOWN,-4.9942,0.8595,4.9942,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-04,NATIONALUM.NS,DOWN,-4.4203,0.743,0.3623,4,True,RANGE,CORRECTLY_RANKED,NA
2026-06-05,RAJESHEXPO.NS,DOWN,-4.9934,0.8813,4.9934,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-05,NATIONALUM.NS,DOWN,-4.4225,0.8476,2.5777,3,True,RANGE,CORRECTLY_RANKED,NA
2026-06-05,ASHOKLEY.NS,DOWN,-2.9389,0.7752,3.1592,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-05,WIPRO.NS,DOWN,-8.3732,0.7114,2.5105,4,True,RANGE,CORRECTLY_RANKED,NA
2026-06-08,RAJESHEXPO.NS,DOWN,-5.0,0.8908,5.0,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-09,HFCL.NS,DOWN,-4.9997,0.9123,1.0842,3,True,RANGE,CORRECTLY_RANKED,NA
2026-06-09,RAJESHEXPO.NS,DOWN,-4.9938,0.8664,4.9938,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-09,KPITTECH.NS,DOWN,-3.0682,0.7973,0.615,5,True,RANGE,CORRECTLY_RANKED,NA
2026-06-09,INFY.NS,DOWN,-2.9653,0.7885,1.7114,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-09,HINDALCO.NS,DOWN,-3.4736,0.7341,0.9102,4,True,RANGE,CORRECTLY_RANKED,NA
2026-06-10,STLTECH.NS,DOWN,-2.3955,0.9248,4.997,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-10,HFCL.NS,DOWN,-3.2109,0.9119,4.9967,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-10,RAJESHEXPO.NS,DOWN,-4.9965,0.8879,4.9965,3,True,RANGE,CORRECTLY_RANKED,NA
2026-06-11,RAJESHEXPO.NS,DOWN,-4.9981,0.8779,4.9981,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-11,OIL.NS,DOWN,-2.6901,0.8415,0.5823,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-15,JPPOWER.NS,DOWN,-2.7071,0.7113,1.3535,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-18,TECHM.NS,DOWN,-2.6318,0.8142,6.7486,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-18,PERSISTENT.NS,DOWN,-2.2569,0.7084,4.8679,4,True,RANGE,CORRECTLY_RANKED,NA
2026-06-18,MPHASIS.NS,DOWN,-2.9573,0.6813,6.9289,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-18,INFY.NS,DOWN,-6.7494,0.6577,5.7827,3,True,RANGE,CORRECTLY_RANKED,NA
2026-06-19,SAIL.NS,DOWN,-2.8881,0.6785,-0.0278,5,True,RANGE,CORRECTLY_RANKED,NA
2026-06-22,SAIL.NS,DOWN,-3.2428,0.7879,0.2574,5,True,RANGE,CORRECTLY_RANKED,NA
2026-06-22,INFY.NS,DOWN,-3.3884,0.7606,1.0888,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-22,NATIONALUM.NS,DOWN,-5.9664,0.7114,1.5743,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-23,STLTECH.NS,DOWN,-3.812,0.8323,1.3667,3,True,RANGE,CORRECTLY_RANKED,NA
2026-06-24,HINDZINC.NS,DOWN,-4.41,0.8179,2.574,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-24,VEDL.NS,DOWN,-3.2207,0.8027,1.2564,4,True,RANGE,CORRECTLY_RANKED,NA
2026-06-24,MUTHOOTFIN.NS,DOWN,-3.3324,0.77,0.377,5,True,RANGE,CORRECTLY_RANKED,NA
2026-06-24,NATIONALUM.NS,DOWN,-4.7052,0.7411,2.453,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-29,NATIONALUM.NS,DOWN,-2.2453,0.7428,1.5544,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-30,RAJESHEXPO.NS,DOWN,-4.9009,0.8978,4.9989,2,True,RANGE,CORRECTLY_RANKED,NA
2026-06-30,KPITTECH.NS,DOWN,-16.9757,0.7495,9.9993,1,True,RANGE,CORRECTLY_RANKED,NA
2026-06-30,MUTHOOTFIN.NS,DOWN,-2.7491,0.7123,0.2969,3,True,RANGE,CORRECTLY_RANKED,NA
2026-07-06,STLTECH.NS,DOWN,-4.9987,0.7987,1.9055,1,True,RANGE,CORRECTLY_RANKED,NA
2026-07-06,SAIL.NS,DOWN,-2.1096,0.7461,0.4432,3,True,RANGE,CORRECTLY_RANKED,NA
2026-07-07,STLTECH.NS,DOWN,-4.9919,0.8486,3.0221,1,True,BULL,CORRECTLY_RANKED,NA
2026-07-07,COCHINSHIP.NS,DOWN,-2.8775,0.7604,1.8469,2,True,BULL,CORRECTLY_RANKED,NA
2026-07-07,SAIL.NS,DOWN,-2.1973,0.737,1.0322,4,True,BULL,CORRECTLY_RANKED,NA
2026-07-07,BANKBARODA.NS,DOWN,-2.9857,0.7188,1.1701,3,True,BULL,CORRECTLY_RANKED,NA
2026-07-07,GNFC.NS,DOWN,-3.0675,0.7143,0.9641,5,True,BULL,CORRECTLY_RANKED,NA
2026-07-09,PAGEIND.NS,DOWN,-3.0038,0.8177,0.0246,3,True,RANGE,CORRECTLY_RANKED,NA
2026-07-13,ASHOKLEY.NS,DOWN,-2.5311,0.8074,1.7083,4,True,RANGE,CORRECTLY_RANKED,NA
2026-07-14,RAJESHEXPO.NS,DOWN,-2.4111,0.8951,-0.0,5,True,RANGE,CORRECTLY_RANKED,NA
2026-07-16,STLTECH.NS,DOWN,-3.87,0.7605,2.2444,1,True,RANGE,CORRECTLY_RANKED,NA
2026-07-20,MAPMYINDIA.NS,DOWN,-2.4385,0.9362,0.1823,3,True,RANGE,CORRECTLY_RANKED,NA
2026-07-21,ICICIGI.NS,DOWN,-2.4938,0.8631,0.4926,5,True,RANGE,CORRECTLY_RANKED,NA
2026-07-21,RATEGAIN.NS,DOWN,-3.2383,0.7615,0.6908,4,True,RANGE,CORRECTLY_RANKED,NA
2026-07-22,ADANIGREEN.NS,DOWN,-6.2759,0.8027,0.2921,4,True,RANGE,CORRECTLY_RANKED,NA
2026-07-23,HFCL.NS,DOWN,-4.908,0.8486,2.4202,1,True,RANGE,CORRECTLY_RANKED,NA
2026-07-27,HFCL.NS,DOWN,-2.1554,0.7765,2.8773,1,True,RANGE,CORRECTLY_RANKED,NA
2026-07-29,HFCL.NS,DOWN,-4.5826,0.833,0.2893,4,True,RANGE,CORRECTLY_RANKED,NA
