date,close,high,low,open,volume,vix,atr,ema_fast,ema_slow,trend_strength,ret_1d,ret_5d,ret_10d,ret_21d,abs_move_5d,abs_move_10d,regime,vix_bucket,direction
2026-03-19,23002.150390625,23378.69921875,22930.349609375,23197.75,550100,22.799999237060547,,23002.150390625,23002.150390625,,0.4884308965338757,-0.7936248487637187,0.5282114843033092,5.090395335830089,0.7936248487637187,0.5282114843033092,HIGH_VOL,HIGH,NEUTRAL
2026-03-20,23114.5,23345.150390625,23067.599609375,23110.150390625,663300,22.809999465942383,,23012.85035342262,23006.556257659315,,-2.6037751600726855,-3.3879149857232504,3.819462282874375,3.389427496809372,3.3879149857232504,3.819462282874375,HIGH_VOL,HIGH,NEUTRAL
2026-03-23,22512.650390625,22851.69921875,22471.25,22824.349609375,550300,26.729999542236328,,22965.212261727607,22987.187400128558,,1.7756683156527453,0.7406946632522615,5.60773252746698,7.018493161440387,0.7406946632522615,5.60773252746698,HIGH_VOL,HIGH,NEUTRAL
2026-03-24,22912.400390625,23057.30078125,22624.19921875,22878.44921875,538100,24.739999771118164,,22960.182559717836,22984.25457622646,,1.719805962740728,-0.8698380695701724,4.967612294413781,4.7280023465732235,0.8698380695701724,4.967612294413781,HIGH_VOL,HIGH,NEUTRAL
2026-03-25,23306.44921875,23465.349609375,23063.19921875,23064.400390625,505400,24.639999389648438,,22993.160336768517,22996.88966024699,,-2.088905112938999,-1.4510971430084618,2.300655783479999,3.7380261733482856,1.4510971430084618,2.300655783479999,HIGH_VOL,HIGH,NEUTRAL
2026-03-27,22819.599609375,23186.099609375,22804.55078125,23173.55078125,612600,26.799999237060547,,22976.630743683418,22989.9371092324,,-2.139385559374285,1.3324106752735876,6.186353818824375,5.162015074931725,1.3324106752735876,6.186353818824375,HIGH_VOL,HIGH,NEUTRAL
2026-03-30,22331.400390625,22714.099609375,22283.849609375,22549.650390625,698600,27.889999389648438,,22915.18023386833,22964.112139875248,,1.5583438293735208,7.460119784737662,8.353034636189216,8.006217072600519,7.460119784737662,8.353034636189216,HIGH_VOL,HIGH,NEUTRAL
2026-04-01,22679.400390625,22941.30078125,22618.599609375,22899.0,518000,25.010000228881836,,22892.7250107023,22952.946973237984,,0.14858954897207788,4.831253030847016,7.381810637802588,5.9675316247975285,4.831253030847016,7.381810637802588,HIGH_VOL,HIGH,NEUTRAL
2026-04-02,22713.099609375,22782.30078125,22182.55078125,22383.400390625,495100,25.520000457763672,,22875.61782962351,22943.541194262965,,1.123362266767347,5.888672277243634,7.272235090794155,7.122980294187675,5.888672277243634,7.272235090794155,HIGH_VOL,HIGH,NEUTRAL
2026-04-06,22968.25,22998.349609375,22542.94921875,22780.30078125,426400,25.469999313354492,,22884.439941087938,22944.51016703697,,0.6765878576948658,3.8069961386914652,7.00249087054956,5.91425289530112,3.8069961386914652,7.00249087054956,HIGH_VOL,HIGH,NEUTRAL
