date,close,high,low,open,volume,vix,atr,ema_fast,ema_slow,trend_strength,ret_1d,ret_5d,ret_10d,ret_21d,abs_move_5d,abs_move_10d,regime,vix_bucket,direction
2026-03-19,53451.0,54150.30078125,53240.6015625,53474.55078125,395300,22.799999237060547,,53451.0,53451.0,,-0.0448059320686256,-2.200891353763257,-1.3746234869319585,5.339469794765295,2.200891353763257,1.3746234869319585,HIGH_VOL,HIGH,NEUTRAL
2026-03-20,53427.05078125,54382.44921875,53297.55078125,53548.19921875,403500,22.809999465942383,,53448.71912202381,53450.06081495098,,-3.7233962050327807,-5.899070176368548,4.261600861279535,4.983803484965077,5.899070176368548,4.261600861279535,HIGH_VOL,HIGH,NEUTRAL
2026-03-23,51437.75,52665.30078125,51323.6015625,52576.1015625,397300,26.729999542236328,,53257.19825325964,53371.146665345055,,2.2705084057914604,0.021187624847507358,6.578727138628726,9.383285196669755,0.021187624847507358,6.578727138628726,HIGH_VOL,HIGH,NEUTRAL
2026-03-24,52605.6484375,52949.1484375,51827.5,52384.80078125,340600,24.739999771118164,,53195.14588985396,53341.12712699819,,2.0956934430906404,-2.009096872469285,6.286590244066881,5.312553324611802,2.009096872469285,6.286590244066881,HIGH_VOL,HIGH,NEUTRAL
2026-03-25,53708.1015625,54146.1484375,53024.75,53024.75,348600,24.639999389648438,,53243.998811058336,53355.51828133159,,-2.6690572898612652,-2.046246223618786,3.5319610329970885,3.1568794105055975,2.046246223618786,3.5319610329970885,HIGH_VOL,HIGH,NEUTRAL
2026-03-27,52274.6015625,53292.5,52211.19921875,53244.25,653000,26.799999237060547,,53151.67526357659,53313.12939039702,,-3.8245150421848284,0.8448623696767132,7.704214926315345,4.952213737879707,0.8448623696767132,7.704214926315345,HIGH_VOL,HIGH,NEUTRAL
2026-03-30,50275.3515625,51624.5,50105.25,51527.8984375,564900,27.889999389648438,,52877.739672997865,53194.000848126554,,2.3337417611916766,10.797630859431152,11.558441053914814,9.155875184239303,10.797630859431152,11.558441053914814,HIGH_VOL,HIGH,BEAR
2026-04-01,51448.6484375,52025.8515625,51133.55078125,51433.8984375,370100,25.010000228881836,,52741.635745807595,53125.55565555296,,0.19456597119671404,6.556150421225526,9.945938205677486,6.0223201927528835,6.556150421225526,9.945938205677486,HIGH_VOL,HIGH,BEAR
2026-04-02,51548.75,51731.94921875,49954.8515625,50625.6484375,339200,25.520000457763672,,52628.027579540205,53063.720139648925,,2.056987924052467,8.465772690899387,9.764740294381525,8.598270144765884,8.465772690899387,9.764740294381525,HIGH_VOL,HIGH,BEAR
2026-04-06,52609.1015625,52704.55078125,51111.1015625,51747.6015625,355000,25.469999313354492,,52626.22510172685,53045.89196015289,,0.20366901223869416,5.694735568123677,9.052326526793642,6.535555204103383,5.694735568123677,9.052326526793642,HIGH_VOL,HIGH,BEAR
2026-04-07,52716.25,52778.19921875,51868.44921875,52258.69921875,279700,24.700000762939453,,52634.79890156239,53032.96482446062,,5.667414578047558,6.80188598155218,8.362125945510158,4.921254416332732,6.80188598155218,8.362125945510158,HIGH_VOL,HIGH,BEAR
2026-04-08,55703.8984375,55778.25,54797.5,54904.44921875,443600,19.700000762939453,,52927.09409546121,53137.70731908961,,-1.5837297630790226,0.6866664824709989,1.0791014262214293,-2.2691410035120096,0.6866664824709989,1.0791014262214293,RANGING,MEDIUM,NEUTRAL
2026-04-09,54821.69921875,55583.1015625,54626.8515625,55505.94921875,298800,20.43000030517578,,53107.53267863157,53203.74621711551,,1.9901805248620175,3.1812220796751944,2.3130453804253825,-2.310216607745774,3.1812220796751944,2.3130453804253825,RANGING,MEDIUM,NEUTRAL
2026-04-10,55912.75,55978.5,55145.25,55182.25,281000,18.850000381469727,1581.6316964285713,53374.69623304761,53309.98165958157,,-0.5503203093212172,1.197582952904308,0.6287488654197926,-4.3936339430630795,1.197582952904308,0.6287488654197926,RANGING,MEDIUM,NEUTRAL
