trading_date,symbol,direction,split,regime,v3_score,knowledge_score,knowledge_confidence,conflict_type,inv_knowledge_score,t1_ret_pct,kn_group,v3_favorable
2025-09-16,COCHINSHIP.NS,UP,TRAIN,RANGE,0.9621,1.0,HIGH,ALIGNED,0.0,3.7824,HIGH_KN,True
2025-09-16,PARAS.NS,UP,TRAIN,RANGE,0.9621,0.875,HIGH,ALIGNED,0.125,1.2387,HIGH_KN,True
2025-09-16,MIDHANI.NS,UP,TRAIN,RANGE,0.9434,1.0,HIGH,ALIGNED,0.0,0.3893,HIGH_KN,True
2025-09-16,HFCL.NS,UP,TRAIN,RANGE,0.9141,1.0,HIGH,ALIGNED,0.0,-1.7526,HIGH_KN,False
2025-09-16,MOTHERSON.NS,UP,TRAIN,RANGE,0.9085,0.75,HIGH,ALIGNED,0.25,-0.5005,HIGH_KN,False
2025-09-16,BDL.NS,UP,TRAIN,RANGE,0.8932,0.75,HIGH,ALIGNED,0.25,1.2212,HIGH_KN,True
2025-09-16,RADICO.NS,UP,TRAIN,RANGE,0.8917,0.875,HIGH,ALIGNED,0.125,0.551,HIGH_KN,True
2025-09-16,IRCON.NS,UP,TRAIN,RANGE,0.8862,1.0,HIGH,ALIGNED,0.0,0.9773,HIGH_KN,True
2025-09-16,DATAPATTNS.NS,UP,TRAIN,RANGE,0.8735,0.875,HIGH,ALIGNED,0.125,3.9137,HIGH_KN,True
2025-09-16,PERSISTENT.NS,UP,TRAIN,RANGE,0.859,1.0,HIGH,ALIGNED,0.0,0.8196,HIGH_KN,True
2025-09-16,RVNL.NS,UP,TRAIN,RANGE,0.858,1.0,HIGH,ALIGNED,0.0,1.6624,HIGH_KN,True
2025-09-16,RAILTEL.NS,UP,TRAIN,RANGE,0.8529,0.75,HIGH,ALIGNED,0.25,0.9951,HIGH_KN,True
2025-09-16,SOBHA.NS,UP,TRAIN,RANGE,0.85,0.75,HIGH,ALIGNED,0.25,1.1451,HIGH_KN,True
2025-09-16,TIINDIA.NS,UP,TRAIN,RANGE,0.8444,0.75,HIGH,ALIGNED,0.25,-0.5111,HIGH_KN,False
2025-09-16,MGL.NS,UP,TRAIN,RANGE,0.8434,1.0,HIGH,ALIGNED,0.0,-0.1174,HIGH_KN,False
2025-09-16,GRSE.NS,UP,TRAIN,RANGE,0.8342,0.75,HIGH,ALIGNED,0.25,6.6918,HIGH_KN,True
2025-09-16,JSWENERGY.NS,UP,TRAIN,RANGE,0.8248,1.0,HIGH,ALIGNED,0.0,-0.9351,HIGH_KN,False
2025-09-16,NHPC.NS,UP,TRAIN,RANGE,0.8248,1.0,HIGH,ALIGNED,0.0,-1.58,HIGH_KN,False
2025-09-16,IDEA.NS,UP,TRAIN,RANGE,0.8233,0.75,HIGH,ALIGNED,0.25,-2.1411,HIGH_KN,False
2025-09-16,NCC.NS,UP,TRAIN,RANGE,0.8192,1.0,HIGH,ALIGNED,0.0,-0.1758,HIGH_KN,False
2025-09-16,M&M.NS,DOWN,TRAIN,RANGE,0.8993,0.5,MEDIUM,ALIGNED,0.5,0.6984,HIGH_KN,False
2025-09-16,TVSMOTOR.NS,DOWN,TRAIN,RANGE,0.8613,0.75,HIGH,ALIGNED,0.25,0.0057,HIGH_KN,False
2025-09-16,EICHERMOT.NS,DOWN,TRAIN,RANGE,0.8311,0.375,MEDIUM,CONFLICT,0.625,-0.5341,LOW_KN,True
2025-09-16,JPPOWER.NS,DOWN,TRAIN,RANGE,0.8235,0.625,HIGH,ALIGNED,0.375,-0.1572,HIGH_KN,True
2025-09-16,ENDURANCE.NS,DOWN,TRAIN,RANGE,0.8112,0.75,HIGH,ALIGNED,0.25,-1.427,HIGH_KN,True
2025-09-16,BAJAJ-AUTO.NS,DOWN,TRAIN,RANGE,0.7981,0.75,HIGH,ALIGNED,0.25,0.1268,HIGH_KN,False
2025-09-16,WHIRLPOOL.NS,DOWN,TRAIN,RANGE,0.7872,0.5,MEDIUM,ALIGNED,0.5,-1.4761,HIGH_KN,True
2025-09-16,RBLBANK.NS,DOWN,TRAIN,RANGE,0.787,0.625,HIGH,ALIGNED,0.375,-1.0849,HIGH_KN,True
2025-09-16,ASHOKLEY.NS,DOWN,TRAIN,RANGE,0.7846,0.625,HIGH,ALIGNED,0.375,1.6575,HIGH_KN,False
2025-09-16,CENTUM.NS,DOWN,TRAIN,RANGE,0.7838,0.75,HIGH,ALIGNED,0.25,0.1225,HIGH_KN,False
2025-09-16,GLENMARK.NS,DOWN,TRAIN,RANGE,0.78,0.75,HIGH,ALIGNED,0.25,-1.6659,HIGH_KN,True
2025-09-16,BSE.NS,DOWN,TRAIN,RANGE,0.7711,0.625,HIGH,ALIGNED,0.375,0.4774,HIGH_KN,False
2025-09-16,MANAPPURAM.NS,DOWN,TRAIN,RANGE,0.7635,0.375,MEDIUM,CONFLICT,0.625,-1.0976,LOW_KN,True
2025-09-16,MOIL.NS,DOWN,TRAIN,RANGE,0.7616,0.5,MEDIUM,ALIGNED,0.5,-0.408,HIGH_KN,True
2025-09-16,MUTHOOTFIN.NS,DOWN,TRAIN,RANGE,0.7577,0.25,LOW,CONFLICT,0.75,-1.5493,LOW_KN,True
2025-09-16,BOSCHLTD.NS,DOWN,TRAIN,RANGE,0.756,0.75,HIGH,ALIGNED,0.25,-0.3632,HIGH_KN,True
2025-09-16,HEROMOTOCO.NS,DOWN,TRAIN,RANGE,0.7454,0.625,HIGH,ALIGNED,0.375,0.6396,HIGH_KN,False
2025-09-16,EXIDEIND.NS,DOWN,TRAIN,RANGE,0.7133,0.75,HIGH,ALIGNED,0.25,0.1435,HIGH_KN,False
2025-09-16,RATEGAIN.NS,DOWN,TRAIN,RANGE,0.7104,0.375,MEDIUM,CONFLICT,0.625,-0.21,LOW_KN,True
2025-09-16,ZYDUSWELL.NS,DOWN,TRAIN,RANGE,0.7085,0.375,MEDIUM,CONFLICT,0.625,-1.6442,LOW_KN,True
2025-09-17,ONMOBILE.NS,UP,TRAIN,RANGE,0.992,0.75,HIGH,ALIGNED,0.25,0.6871,HIGH_KN,True
2025-09-17,COCHINSHIP.NS,UP,TRAIN,RANGE,0.9833,0.875,HIGH,ALIGNED,0.125,0.8939,HIGH_KN,True
2025-09-17,DATAPATTNS.NS,UP,TRAIN,RANGE,0.9773,0.875,HIGH,ALIGNED,0.125,-1.2682,HIGH_KN,False
2025-09-17,GRSE.NS,UP,TRAIN,RANGE,0.9655,1.0,HIGH,ALIGNED,0.0,0.8757,HIGH_KN,True
2025-09-17,PARAS.NS,UP,TRAIN,RANGE,0.9543,0.75,HIGH,ALIGNED,0.25,-1.0162,HIGH_KN,False
2025-09-17,IDEAFORGE.NS,UP,TRAIN,RANGE,0.9452,1.0,HIGH,ALIGNED,0.0,-0.2055,HIGH_KN,False
2025-09-17,IRCON.NS,UP,TRAIN,RANGE,0.9292,1.0,HIGH,ALIGNED,0.0,-0.5989,HIGH_KN,False
2025-09-17,RVNL.NS,UP,TRAIN,RANGE,0.9116,1.0,HIGH,ALIGNED,0.0,0.4712,HIGH_KN,True
2025-09-17,RAILTEL.NS,UP,TRAIN,RANGE,0.9092,0.875,HIGH,ALIGNED,0.125,-0.8231,HIGH_KN,False
2025-09-17,BEML.NS,UP,TRAIN,RANGE,0.9063,0.875,HIGH,ALIGNED,0.125,-1.1014,HIGH_KN,False
2025-09-17,MIDHANI.NS,UP,TRAIN,RANGE,0.8932,1.0,HIGH,ALIGNED,0.0,-1.6362,HIGH_KN,False
2025-09-17,BDL.NS,UP,TRAIN,RANGE,0.8659,1.0,HIGH,ALIGNED,0.0,-0.8864,HIGH_KN,False
2025-09-17,HFCL.NS,UP,TRAIN,RANGE,0.8638,0.875,HIGH,ALIGNED,0.125,3.3546,HIGH_KN,True
2025-09-17,MAZDOCK.NS,UP,TRAIN,RANGE,0.8384,1.0,HIGH,ALIGNED,0.0,-0.4137,HIGH_KN,False
2025-09-17,VEDL.NS,UP,TRAIN,RANGE,0.8343,0.875,HIGH,ALIGNED,0.125,-0.1096,HIGH_KN,False
2025-09-17,PRESTIGE.NS,UP,TRAIN,RANGE,0.8292,1.0,HIGH,ALIGNED,0.0,-1.5293,HIGH_KN,False
2025-09-17,MOTHERSON.NS,UP,TRAIN,RANGE,0.8208,0.5,MEDIUM,ALIGNED,0.5,-0.3292,HIGH_KN,False
2025-09-17,COROMANDEL.NS,UP,TRAIN,RANGE,0.807,0.75,HIGH,ALIGNED,0.25,-0.9753,HIGH_KN,False
2025-09-17,TATACHEM.NS,UP,TRAIN,RANGE,0.7993,1.0,HIGH,ALIGNED,0.0,-1.5819,HIGH_KN,False
2025-09-17,AMBER.NS,UP,TRAIN,RANGE,0.7971,0.875,HIGH,ALIGNED,0.125,-0.3198,HIGH_KN,False
2025-09-17,OFSS.NS,DOWN,TRAIN,RANGE,0.8835,0.625,HIGH,ALIGNED,0.375,0.5479,HIGH_KN,False
2025-09-17,SAPPHIRE.NS,DOWN,TRAIN,RANGE,0.858,0.875,HIGH,ALIGNED,0.125,0.5446,HIGH_KN,False
2025-09-17,RATEGAIN.NS,DOWN,TRAIN,RANGE,0.8543,0.5,MEDIUM,ALIGNED,0.5,-0.5456,HIGH_KN,True
2025-09-17,GLENMARK.NS,DOWN,TRAIN,RANGE,0.8391,0.625,HIGH,ALIGNED,0.375,3.2315,HIGH_KN,False
2025-09-17,JPPOWER.NS,DOWN,TRAIN,RANGE,0.8167,0.625,HIGH,ALIGNED,0.375,-1.1549,HIGH_KN,True
2025-09-17,M&M.NS,DOWN,TRAIN,RANGE,0.8146,0.375,MEDIUM,CONFLICT,0.625,0.2477,LOW_KN,False
2025-09-17,ENDURANCE.NS,DOWN,TRAIN,RANGE,0.8125,0.75,HIGH,ALIGNED,0.25,1.0866,HIGH_KN,False
2025-09-17,WHIRLPOOL.NS,DOWN,TRAIN,RANGE,0.7987,0.625,HIGH,ALIGNED,0.375,-0.4621,HIGH_KN,True
2025-09-17,BAJAJ-AUTO.NS,DOWN,TRAIN,RANGE,0.7795,0.625,HIGH,ALIGNED,0.375,-0.0991,HIGH_KN,True
2025-09-17,EICHERMOT.NS,DOWN,TRAIN,RANGE,0.7788,0.5,MEDIUM,ALIGNED,0.5,0.4934,HIGH_KN,False
2025-09-17,GALAXYSURF.NS,DOWN,TRAIN,RANGE,0.7495,0.625,HIGH,ALIGNED,0.375,0.1691,HIGH_KN,False
2025-09-17,INFY.NS,DOWN,TRAIN,RANGE,0.746,0.625,HIGH,ALIGNED,0.375,1.1955,HIGH_KN,False
2025-09-17,BSE.NS,DOWN,TRAIN,RANGE,0.7442,0.5,MEDIUM,ALIGNED,0.5,-0.5204,HIGH_KN,True
2025-09-17,ZYDUSWELL.NS,DOWN,TRAIN,RANGE,0.7437,0.5,MEDIUM,ALIGNED,0.5,1.0201,HIGH_KN,False
2025-09-17,BRITANNIA.NS,DOWN,TRAIN,RANGE,0.7418,0.875,HIGH,ALIGNED,0.125,0.0492,HIGH_KN,False
2025-09-17,COLPAL.NS,DOWN,TRAIN,RANGE,0.7361,0.625,HIGH,ALIGNED,0.375,0.7582,HIGH_KN,False
2025-09-17,WELCORP.NS,DOWN,TRAIN,RANGE,0.732,0.375,MEDIUM,CONFLICT,0.625,0.5502,LOW_KN,False
2025-09-17,BATAINDIA.NS,DOWN,TRAIN,RANGE,0.7276,0.625,HIGH,ALIGNED,0.375,-1.0563,HIGH_KN,True
2025-09-17,POLICYBZR.NS,DOWN,TRAIN,RANGE,0.7275,0.875,HIGH,ALIGNED,0.125,-0.3008,HIGH_KN,True
2025-09-17,NOCIL.NS,DOWN,TRAIN,RANGE,0.7255,0.75,HIGH,ALIGNED,0.25,-0.5105,HIGH_KN,True
2025-09-18,GRSE.NS,UP,TRAIN,RANGE,0.9846,1.0,HIGH,ALIGNED,0.0,-0.8034,HIGH_KN,False
2025-09-18,COCHINSHIP.NS,UP,TRAIN,RANGE,0.9802,0.75,HIGH,ALIGNED,0.25,-0.346,HIGH_KN,False
2025-09-18,ONMOBILE.NS,UP,TRAIN,RANGE,0.978,0.75,HIGH,ALIGNED,0.25,-1.3966,HIGH_KN,False
2025-09-18,HFCL.NS,UP,TRAIN,RANGE,0.9473,1.0,HIGH,ALIGNED,0.0,-1.5714,HIGH_KN,False
2025-09-18,DATAPATTNS.NS,UP,TRAIN,RANGE,0.9234,0.75,HIGH,ALIGNED,0.25,0.9316,HIGH_KN,True
2025-09-18,PARAS.NS,UP,TRAIN,RANGE,0.9,0.5,MEDIUM,ALIGNED,0.5,1.0537,HIGH_KN,True
2025-09-18,IRCON.NS,UP,TRAIN,RANGE,0.8517,0.75,HIGH,ALIGNED,0.25,-0.3819,HIGH_KN,False
2025-09-18,RVNL.NS,UP,TRAIN,RANGE,0.8473,0.875,HIGH,ALIGNED,0.125,0.2621,HIGH_KN,True
2025-09-18,RADICO.NS,UP,TRAIN,RANGE,0.8212,0.875,HIGH,ALIGNED,0.125,1.3951,HIGH_KN,True
2025-09-18,PRESTIGE.NS,UP,TRAIN,RANGE,0.8168,0.875,HIGH,ALIGNED,0.125,-0.6323,HIGH_KN,False
2025-09-18,NATCOPHARM.NS,UP,TRAIN,RANGE,0.8051,1.0,HIGH,ALIGNED,0.0,-0.0057,HIGH_KN,False
2025-09-18,IDEAFORGE.NS,UP,TRAIN,RANGE,0.7993,0.75,HIGH,ALIGNED,0.25,0.1965,HIGH_KN,True
2025-09-18,BDL.NS,UP,TRAIN,RANGE,0.7934,0.75,HIGH,ALIGNED,0.25,1.329,HIGH_KN,True
2025-09-18,AMBER.NS,UP,TRAIN,RANGE,0.7834,0.75,HIGH,ALIGNED,0.25,0.3087,HIGH_KN,True
2025-09-18,M&MFIN.NS,UP,TRAIN,RANGE,0.7817,0.75,HIGH,ALIGNED,0.25,1.259,HIGH_KN,True
2025-09-18,BEML.NS,UP,TRAIN,RANGE,0.781,0.625,HIGH,ALIGNED,0.375,0.0299,HIGH_KN,True
2025-09-18,RAILTEL.NS,UP,TRAIN,RANGE,0.7715,0.5,MEDIUM,ALIGNED,0.5,-0.9557,HIGH_KN,False
2025-09-18,MAZDOCK.NS,UP,TRAIN,RANGE,0.7522,0.5,MEDIUM,ALIGNED,0.5,0.0134,HIGH_KN,True
2025-09-18,RATNAMANI.NS,UP,TRAIN,RANGE,0.75,1.0,HIGH,ALIGNED,0.0,-2.6973,HIGH_KN,False
2025-09-18,SOBHA.NS,UP,TRAIN,RANGE,0.7483,0.875,HIGH,ALIGNED,0.125,-2.0929,HIGH_KN,False
2025-09-18,RATEGAIN.NS,DOWN,TRAIN,RANGE,0.8779,0.5,MEDIUM,ALIGNED,0.5,0.1881,HIGH_KN,False
2025-09-18,OFSS.NS,DOWN,TRAIN,RANGE,0.8569,0.375,MEDIUM,CONFLICT,0.625,-1.7112,LOW_KN,True
2025-09-18,NATIONALUM.NS,DOWN,TRAIN,RANGE,0.8549,0.625,HIGH,ALIGNED,0.375,-1.029,HIGH_KN,True
2025-09-18,GLENMARK.NS,DOWN,TRAIN,RANGE,0.8464,0.625,HIGH,ALIGNED,0.375,-1.1004,HIGH_KN,True
2025-09-18,SAPPHIRE.NS,DOWN,TRAIN,RANGE,0.8454,0.625,HIGH,ALIGNED,0.375,-1.4856,HIGH_KN,True
2025-09-18,NOCIL.NS,DOWN,TRAIN,RANGE,0.8038,0.75,HIGH,ALIGNED,0.25,-0.0331,HIGH_KN,True
2025-09-18,ZYDUSWELL.NS,DOWN,TRAIN,RANGE,0.8005,0.375,MEDIUM,CONFLICT,0.625,-0.9599,LOW_KN,True
2025-09-18,RAJESHEXPO.NS,DOWN,TRAIN,RANGE,0.7755,0.5,MEDIUM,ALIGNED,0.5,-1.1856,HIGH_KN,True
2025-09-18,EXIDEIND.NS,DOWN,TRAIN,RANGE,0.7603,0.375,MEDIUM,CONFLICT,0.625,-2.505,LOW_KN,True
2025-09-18,BRITANNIA.NS,DOWN,TRAIN,RANGE,0.757,0.75,HIGH,ALIGNED,0.25,-0.5082,HIGH_KN,True
2025-09-18,GLAXO.NS,DOWN,TRAIN,RANGE,0.7505,0.5,MEDIUM,ALIGNED,0.5,-0.519,HIGH_KN,True
2025-09-18,M&M.NS,DOWN,TRAIN,RANGE,0.7505,0.375,MEDIUM,CONFLICT,0.625,-1.3755,LOW_KN,True
2025-09-18,SAIL.NS,DOWN,TRAIN,RANGE,0.7486,0.375,MEDIUM,CONFLICT,0.625,2.2676,LOW_KN,False
2025-09-18,JPPOWER.NS,DOWN,TRAIN,RANGE,0.741,0.75,HIGH,ALIGNED,0.25,-0.7966,HIGH_KN,True
2025-09-18,GALAXYSURF.NS,DOWN,TRAIN,RANGE,0.73,0.5,MEDIUM,ALIGNED,0.5,1.515,HIGH_KN,False
2025-09-18,SRF.NS,DOWN,TRAIN,RANGE,0.7175,0.75,HIGH,ALIGNED,0.25,-0.0102,HIGH_KN,True
2025-09-18,MASTEK.NS,DOWN,TRAIN,RANGE,0.7134,0.5,MEDIUM,ALIGNED,0.5,-1.7773,HIGH_KN,True
2025-09-18,BAJAJ-AUTO.NS,DOWN,TRAIN,RANGE,0.7113,0.625,HIGH,ALIGNED,0.375,-1.1405,HIGH_KN,True
2025-09-18,GODREJCP.NS,DOWN,TRAIN,RANGE,0.7098,0.875,HIGH,ALIGNED,0.125,0.0404,HIGH_KN,False
2025-09-18,AUROPHARMA.NS,DOWN,TRAIN,RANGE,0.7074,0.375,MEDIUM,CONFLICT,0.625,-0.8592,LOW_KN,True
2025-09-19,SUDARSCHEM.NS,UP,TRAIN,RANGE,0.9265,1.0,HIGH,ALIGNED,0.0,2.6587,HIGH_KN,True
2025-09-19,CENTUM.NS,UP,TRAIN,RANGE,0.9226,0.875,HIGH,ALIGNED,0.125,-0.7698,HIGH_KN,False
2025-09-19,RADICO.NS,UP,TRAIN,RANGE,0.8823,1.0,HIGH,ALIGNED,0.0,-0.8157,HIGH_KN,False
2025-09-19,ONMOBILE.NS,UP,TRAIN,RANGE,0.86,0.5,MEDIUM,ALIGNED,0.5,4.8286,HIGH_KN,True
2025-09-19,ASHOKLEY.NS,UP,TRAIN,RANGE,0.858,0.75,HIGH,ALIGNED,0.25,-1.0434,HIGH_KN,False
2025-09-19,COCHINSHIP.NS,UP,TRAIN,RANGE,0.8556,0.5,MEDIUM,ALIGNED,0.5,1.1627,HIGH_KN,True
2025-09-19,GODREJPROP.NS,UP,TRAIN,RANGE,0.8148,1.0,HIGH,ALIGNED,0.0,-1.9346,HIGH_KN,False
2025-09-19,CANBK.NS,UP,TRAIN,RANGE,0.8041,1.0,HIGH,ALIGNED,0.0,0.9426,HIGH_KN,True
2025-09-19,M&MFIN.NS,UP,TRAIN,RANGE,0.8017,0.75,HIGH,ALIGNED,0.25,0.2418,HIGH_KN,True
2025-09-19,CHOLAFIN.NS,UP,TRAIN,RANGE,0.7983,1.0,HIGH,ALIGNED,0.0,2.4577,HIGH_KN,True
2025-09-19,RVNL.NS,UP,TRAIN,RANGE,0.7971,0.875,HIGH,ALIGNED,0.125,-1.2519,HIGH_KN,False
2025-09-19,PARAS.NS,UP,TRAIN,RANGE,0.7964,0.75,HIGH,ALIGNED,0.25,-1.8448,HIGH_KN,False
2025-09-19,ADANIGREEN.NS,UP,TRAIN,RANGE,0.7874,0.625,HIGH,ALIGNED,0.375,11.7833,HIGH_KN,True
2025-09-19,PRESTIGE.NS,UP,TRAIN,RANGE,0.7801,0.75,HIGH,ALIGNED,0.25,-0.0803,HIGH_KN,False
2025-09-19,IRCON.NS,UP,TRAIN,RANGE,0.7782,0.625,HIGH,ALIGNED,0.375,-1.6956,HIGH_KN,False
2025-09-19,LAURUSLABS.NS,UP,TRAIN,RANGE,0.7689,0.75,HIGH,ALIGNED,0.25,-3.0362,HIGH_KN,False
2025-09-19,PGHH.NS,UP,TRAIN,RANGE,0.7684,1.0,HIGH,ALIGNED,0.0,-1.7709,HIGH_KN,False
2025-09-19,ADANIENSOL.NS,UP,TRAIN,RANGE,0.7672,0.625,HIGH,ALIGNED,0.375,6.8688,HIGH_KN,True
2025-09-19,BANKBARODA.NS,UP,TRAIN,RANGE,0.766,1.0,HIGH,ALIGNED,0.0,-0.3729,HIGH_KN,False
2025-09-19,CESC.NS,UP,TRAIN,RANGE,0.7604,1.0,HIGH,ALIGNED,0.0,-0.7494,HIGH_KN,False
2025-09-19,NATIONALUM.NS,DOWN,TRAIN,RANGE,0.8881,0.75,HIGH,ALIGNED,0.25,-0.3119,HIGH_KN,True
2025-09-19,BEML.NS,DOWN,TRAIN,RANGE,0.8832,0.625,HIGH,ALIGNED,0.375,-0.6474,HIGH_KN,True
2025-09-19,SAPPHIRE.NS,DOWN,TRAIN,RANGE,0.8566,0.75,HIGH,ALIGNED,0.25,-1.7593,HIGH_KN,True
2025-09-19,GLENMARK.NS,DOWN,TRAIN,RANGE,0.8452,0.5,MEDIUM,ALIGNED,0.5,-3.2323,HIGH_KN,True
2025-09-19,OFSS.NS,DOWN,TRAIN,RANGE,0.8076,0.625,HIGH,ALIGNED,0.375,0.4269,HIGH_KN,False
2025-09-19,BAJFINANCE.NS,DOWN,TRAIN,RANGE,0.7996,0.75,HIGH,ALIGNED,0.25,1.4157,HIGH_KN,False
2025-09-19,BATAINDIA.NS,DOWN,TRAIN,RANGE,0.7713,0.625,HIGH,ALIGNED,0.375,-0.8483,HIGH_KN,True
2025-09-19,ZYDUSWELL.NS,DOWN,TRAIN,RANGE,0.7587,0.75,HIGH,ALIGNED,0.25,-3.5472,HIGH_KN,True
2025-09-19,NOCIL.NS,DOWN,TRAIN,RANGE,0.7547,0.75,HIGH,ALIGNED,0.25,0.0166,HIGH_KN,False
2025-09-19,BRITANNIA.NS,DOWN,TRAIN,RANGE,0.7469,0.75,HIGH,ALIGNED,0.25,-0.2142,HIGH_KN,True
2025-09-19,RAJESHEXPO.NS,DOWN,TRAIN,RANGE,0.7312,0.75,HIGH,ALIGNED,0.25,-4.0389,HIGH_KN,True
2025-09-19,METROBRAND.NS,DOWN,TRAIN,RANGE,0.7271,0.375,MEDIUM,CONFLICT,0.625,-2.2882,LOW_KN,True
2025-09-19,WHIRLPOOL.NS,DOWN,TRAIN,RANGE,0.7269,0.75,HIGH,ALIGNED,0.25,-0.6428,HIGH_KN,True
2025-09-19,M&M.NS,DOWN,TRAIN,RANGE,0.7168,0.75,HIGH,ALIGNED,0.25,-0.2032,HIGH_KN,True
2025-09-19,MOIL.NS,DOWN,TRAIN,RANGE,0.7163,0.5,MEDIUM,ALIGNED,0.5,-0.3656,HIGH_KN,True
2025-09-19,HINDZINC.NS,DOWN,TRAIN,RANGE,0.7161,0.75,HIGH,ALIGNED,0.25,1.3685,HIGH_KN,False
2025-09-19,MUTHOOTFIN.NS,DOWN,TRAIN,RANGE,0.7106,0.625,HIGH,ALIGNED,0.375,3.84,HIGH_KN,False
2025-09-19,INFY.NS,DOWN,TRAIN,RANGE,0.7086,0.625,HIGH,ALIGNED,0.375,-2.6425,HIGH_KN,True
2025-09-19,ROUTE.NS,DOWN,TRAIN,RANGE,0.7049,0.875,HIGH,ALIGNED,0.125,-1.6947,HIGH_KN,True
2025-09-19,GRSE.NS,DOWN,TRAIN,RANGE,0.6976,0.5,MEDIUM,ALIGNED,0.5,2.422,HIGH_KN,False
2025-09-22,ONMOBILE.NS,UP,TRAIN,RANGE,0.9668,0.75,HIGH,ALIGNED,0.25,3.5928,HIGH_KN,True
2025-09-22,ADANIGREEN.NS,UP,TRAIN,RANGE,0.9582,0.75,HIGH,ALIGNED,0.25,-1.7966,HIGH_KN,False
2025-09-22,GRSE.NS,UP,TRAIN,RANGE,0.9452,1.0,HIGH,ALIGNED,0.0,0.4647,HIGH_KN,True
2025-09-22,ADANIENSOL.NS,UP,TRAIN,RANGE,0.9404,0.75,HIGH,ALIGNED,0.25,-1.3121,HIGH_KN,False
2025-09-22,SUDARSCHEM.NS,UP,TRAIN,RANGE,0.8921,0.875,HIGH,ALIGNED,0.125,0.6739,HIGH_KN,True
2025-09-22,RATEGAIN.NS,UP,TRAIN,RANGE,0.8892,0.75,HIGH,ALIGNED,0.25,1.1476,HIGH_KN,True
2025-09-22,NAUKRI.NS,UP,TRAIN,RANGE,0.851,1.0,HIGH,ALIGNED,0.0,-1.6788,HIGH_KN,False
2025-09-22,CHOLAFIN.NS,UP,TRAIN,RANGE,0.8471,0.75,HIGH,ALIGNED,0.25,-0.3804,HIGH_KN,False
2025-09-22,COCHINSHIP.NS,UP,TRAIN,RANGE,0.8442,0.625,HIGH,ALIGNED,0.375,-1.9502,HIGH_KN,False
2025-09-22,CENTUM.NS,UP,TRAIN,RANGE,0.8416,0.625,HIGH,ALIGNED,0.375,-0.5516,HIGH_KN,False
2025-09-22,BLUESTARCO.NS,UP,TRAIN,RANGE,0.8385,0.75,HIGH,ALIGNED,0.25,-1.6426,HIGH_KN,False
2025-09-22,MUTHOOTFIN.NS,UP,TRAIN,RANGE,0.8075,0.75,HIGH,ALIGNED,0.25,0.4331,HIGH_KN,True
2025-09-22,M&MFIN.NS,UP,TRAIN,RANGE,0.8038,0.625,HIGH,ALIGNED,0.375,-2.5668,HIGH_KN,False
2025-09-22,ASHOKLEY.NS,UP,TRAIN,RANGE,0.8017,0.625,HIGH,ALIGNED,0.375,3.3137,HIGH_KN,True
2025-09-22,CANBK.NS,UP,TRAIN,RANGE,0.7959,1.0,HIGH,ALIGNED,0.0,2.549,HIGH_KN,True
2025-09-22,INTELLECT.NS,UP,TRAIN,RANGE,0.7952,0.875,HIGH,ALIGNED,0.125,-0.8907,HIGH_KN,False
2025-09-22,IDEA.NS,UP,TRAIN,RANGE,0.7692,0.75,HIGH,ALIGNED,0.25,3.9333,HIGH_KN,True
2025-09-22,POLYCAB.NS,UP,TRAIN,RANGE,0.7687,0.75,HIGH,ALIGNED,0.25,-0.4832,HIGH_KN,False
2025-09-22,MRPL.NS,UP,TRAIN,RANGE,0.7389,0.75,HIGH,ALIGNED,0.25,-0.5929,HIGH_KN,False
2025-09-22,TORNTPHARM.NS,UP,TRAIN,RANGE,0.7385,1.0,HIGH,ALIGNED,0.0,-0.1204,HIGH_KN,False
2025-09-22,ZYDUSWELL.NS,DOWN,TRAIN,RANGE,0.881,0.75,HIGH,ALIGNED,0.25,-4.783,HIGH_KN,True
2025-09-22,RAILTEL.NS,DOWN,TRAIN,RANGE,0.876,0.75,HIGH,ALIGNED,0.25,-1.2905,HIGH_KN,True
2025-09-22,RAJESHEXPO.NS,DOWN,TRAIN,RANGE,0.8682,0.625,HIGH,ALIGNED,0.375,-0.9159,HIGH_KN,True
2025-09-22,GLENMARK.NS,DOWN,TRAIN,RANGE,0.8339,0.625,HIGH,ALIGNED,0.375,-0.0496,HIGH_KN,True
2025-09-22,MPHASIS.NS,DOWN,TRAIN,RANGE,0.8269,0.875,HIGH,ALIGNED,0.125,-3.008,HIGH_KN,True
2025-09-22,PERSISTENT.NS,DOWN,TRAIN,RANGE,0.8255,0.875,HIGH,ALIGNED,0.125,-0.5786,HIGH_KN,True
2025-09-22,COFORGE.NS,DOWN,TRAIN,RANGE,0.8133,0.875,HIGH,ALIGNED,0.125,-2.854,HIGH_KN,True
2025-09-22,BEML.NS,DOWN,TRAIN,RANGE,0.8021,0.875,HIGH,ALIGNED,0.125,0.1571,HIGH_KN,False
2025-09-22,NATIONALUM.NS,DOWN,TRAIN,RANGE,0.7866,0.625,HIGH,ALIGNED,0.375,-0.9955,HIGH_KN,True
2025-09-22,TATACOMM.NS,DOWN,TRAIN,RANGE,0.7725,0.625,HIGH,ALIGNED,0.375,0.1452,HIGH_KN,False
2025-09-22,SAPPHIRE.NS,DOWN,TRAIN,RANGE,0.7647,0.625,HIGH,ALIGNED,0.375,-2.1426,HIGH_KN,True
