trading_date,symbol,direction,split,regime,v3_score,knowledge_score,knowledge_confidence,conflict_type,inv_knowledge_score,t1_ret_pct,kn_group,v3_favorable
2025-11-21,GLAXO.NS,UP,TRAIN,RANGE,0.7289,0.625,HIGH,ALIGNED,0.375,-0.8367,HIGH_KN,False
2025-11-21,BLUESTARCO.NS,UP,TRAIN,RANGE,0.7251,0.375,MEDIUM,CONFLICT,0.625,0.5067,LOW_KN,True
2025-11-21,M&M.NS,UP,TRAIN,RANGE,0.7232,1.0,HIGH,ALIGNED,0.0,-1.5682,HIGH_KN,False
2025-11-21,BDL.NS,DOWN,TRAIN,RANGE,0.8646,0.625,HIGH,ALIGNED,0.375,-2.36,HIGH_KN,True
2025-11-21,NATIONALUM.NS,DOWN,TRAIN,RANGE,0.8588,0.75,HIGH,ALIGNED,0.25,0.1516,HIGH_KN,False
2025-11-21,PARAS.NS,DOWN,TRAIN,RANGE,0.8555,0.625,HIGH,ALIGNED,0.375,-1.7327,HIGH_KN,True
2025-11-21,DATAPATTNS.NS,DOWN,TRAIN,RANGE,0.8314,0.75,HIGH,ALIGNED,0.25,-2.8794,HIGH_KN,True
2025-11-21,GRSE.NS,DOWN,TRAIN,RANGE,0.821,0.75,HIGH,ALIGNED,0.25,-3.7275,HIGH_KN,True
2025-11-21,BIOCON.NS,DOWN,TRAIN,RANGE,0.803,0.625,HIGH,ALIGNED,0.375,-0.4032,HIGH_KN,True
2025-11-21,MUTHOOTFIN.NS,DOWN,TRAIN,RANGE,0.7833,0.75,HIGH,ALIGNED,0.25,-0.5941,HIGH_KN,True
2025-11-21,MOIL.NS,DOWN,TRAIN,RANGE,0.7766,0.625,HIGH,ALIGNED,0.375,-2.7475,HIGH_KN,True
2025-11-21,ONMOBILE.NS,DOWN,TRAIN,RANGE,0.767,0.625,HIGH,ALIGNED,0.375,-2.7255,HIGH_KN,True
2025-11-21,HFCL.NS,DOWN,TRAIN,RANGE,0.7541,0.625,HIGH,ALIGNED,0.375,-0.6839,HIGH_KN,True
2025-11-21,STLTECH.NS,DOWN,TRAIN,RANGE,0.7481,0.75,HIGH,ALIGNED,0.25,1.4426,HIGH_KN,False
2025-11-21,ASIANPAINT.NS,DOWN,TRAIN,RANGE,0.7476,0.625,HIGH,ALIGNED,0.375,0.0904,HIGH_KN,False
2025-11-21,HINDZINC.NS,DOWN,TRAIN,RANGE,0.7421,0.625,HIGH,ALIGNED,0.375,-0.9383,HIGH_KN,True
2025-11-21,RATEGAIN.NS,DOWN,TRAIN,RANGE,0.7396,0.625,HIGH,ALIGNED,0.375,0.8113,HIGH_KN,False
2025-11-21,IDEA.NS,DOWN,TRAIN,RANGE,0.7315,0.75,HIGH,ALIGNED,0.25,0.1003,HIGH_KN,False
2025-11-21,IGL.NS,DOWN,TRAIN,RANGE,0.7285,0.625,HIGH,ALIGNED,0.375,-1.1966,HIGH_KN,True
2025-11-21,TEJASNET.NS,DOWN,TRAIN,RANGE,0.7275,0.75,HIGH,ALIGNED,0.25,-3.806,HIGH_KN,True
2025-11-21,ZENSARTECH.NS,DOWN,TRAIN,RANGE,0.7256,0.625,HIGH,ALIGNED,0.375,1.0503,HIGH_KN,False
2025-11-21,AMBER.NS,DOWN,TRAIN,RANGE,0.7196,0.625,HIGH,ALIGNED,0.375,-2.1192,HIGH_KN,True
2025-11-21,TORNTPHARM.NS,DOWN,TRAIN,RANGE,0.7194,0.625,HIGH,ALIGNED,0.375,0.8653,HIGH_KN,False
2025-11-24,M&MFIN.NS,UP,TRAIN,RANGE,0.9122,0.75,HIGH,ALIGNED,0.25,0.7831,HIGH_KN,True
2025-11-24,JPPOWER.NS,UP,TRAIN,RANGE,0.8849,0.5,MEDIUM,ALIGNED,0.5,1.4979,HIGH_KN,True
2025-11-24,CLEAN.NS,UP,TRAIN,RANGE,0.8624,0.75,HIGH,ALIGNED,0.25,-2.9652,HIGH_KN,False
2025-11-24,APOLLOTYRE.NS,UP,TRAIN,RANGE,0.8289,1.0,HIGH,ALIGNED,0.0,-1.155,HIGH_KN,False
2025-11-24,NOCIL.NS,UP,TRAIN,RANGE,0.8234,0.75,HIGH,ALIGNED,0.25,-0.4231,HIGH_KN,False
2025-11-24,METROBRAND.NS,UP,TRAIN,RANGE,0.8151,0.75,HIGH,ALIGNED,0.25,0.3825,HIGH_KN,True
2025-11-24,ERIS.NS,UP,TRAIN,RANGE,0.8091,0.875,HIGH,ALIGNED,0.125,-1.8943,HIGH_KN,False
2025-11-24,MPHASIS.NS,UP,TRAIN,RANGE,0.8024,0.875,HIGH,ALIGNED,0.125,1.1536,HIGH_KN,True
2025-11-24,EICHERMOT.NS,UP,TRAIN,RANGE,0.7902,1.0,HIGH,ALIGNED,0.0,-0.5511,HIGH_KN,False
2025-11-24,BHARATFORG.NS,UP,TRAIN,RANGE,0.7823,0.75,HIGH,ALIGNED,0.25,-0.177,HIGH_KN,False
2025-11-24,PERSISTENT.NS,UP,TRAIN,RANGE,0.7799,0.625,HIGH,ALIGNED,0.375,-0.0628,HIGH_KN,False
2025-11-24,NAUKRI.NS,UP,TRAIN,RANGE,0.7797,0.75,HIGH,ALIGNED,0.25,-1.0622,HIGH_KN,False
2025-11-24,NATCOPHARM.NS,UP,TRAIN,RANGE,0.7536,0.5,MEDIUM,ALIGNED,0.5,-0.8618,HIGH_KN,False
2025-11-24,COROMANDEL.NS,UP,TRAIN,RANGE,0.7522,1.0,HIGH,ALIGNED,0.0,0.1347,HIGH_KN,True
2025-11-24,INFY.NS,UP,TRAIN,RANGE,0.7486,1.0,HIGH,ALIGNED,0.0,-1.124,HIGH_KN,False
2025-11-24,SAPPHIRE.NS,UP,TRAIN,RANGE,0.7457,0.5,MEDIUM,ALIGNED,0.5,1.9643,HIGH_KN,True
2025-11-24,SUNDRMFAST.NS,UP,TRAIN,RANGE,0.7411,0.875,HIGH,ALIGNED,0.125,-2.2838,HIGH_KN,False
2025-11-24,TECHM.NS,UP,TRAIN,RANGE,0.7364,0.875,HIGH,ALIGNED,0.125,0.0,HIGH_KN,False
2025-11-24,VOLTAS.NS,UP,TRAIN,RANGE,0.7227,0.375,MEDIUM,CONFLICT,0.625,0.1255,LOW_KN,True
2025-11-24,BRITANNIA.NS,UP,TRAIN,RANGE,0.7175,0.625,HIGH,ALIGNED,0.375,0.8856,HIGH_KN,True
2025-11-24,IDEAFORGE.NS,DOWN,TRAIN,RANGE,0.8608,0.75,HIGH,ALIGNED,0.25,0.5074,HIGH_KN,False
2025-11-24,BDL.NS,DOWN,TRAIN,RANGE,0.8464,0.75,HIGH,ALIGNED,0.25,-0.9885,HIGH_KN,True
2025-11-24,TEJASNET.NS,DOWN,TRAIN,RANGE,0.8397,0.625,HIGH,ALIGNED,0.375,-1.5083,HIGH_KN,True
2025-11-24,GRSE.NS,DOWN,TRAIN,RANGE,0.8375,0.75,HIGH,ALIGNED,0.25,-0.0664,HIGH_KN,True
2025-11-24,PARAS.NS,DOWN,TRAIN,RANGE,0.8333,0.75,HIGH,ALIGNED,0.25,0.2186,HIGH_KN,False
2025-11-24,DATAPATTNS.NS,DOWN,TRAIN,RANGE,0.8272,0.625,HIGH,ALIGNED,0.375,0.1768,HIGH_KN,False
2025-11-24,ONMOBILE.NS,DOWN,TRAIN,RANGE,0.8203,0.625,HIGH,ALIGNED,0.375,2.0039,HIGH_KN,False
2025-11-24,BIOCON.NS,DOWN,TRAIN,RANGE,0.8163,0.625,HIGH,ALIGNED,0.375,-0.506,HIGH_KN,True
2025-11-24,AMBER.NS,DOWN,TRAIN,RANGE,0.8081,0.75,HIGH,ALIGNED,0.25,1.3417,HIGH_KN,False
2025-11-24,MOIL.NS,DOWN,TRAIN,RANGE,0.7787,0.625,HIGH,ALIGNED,0.375,1.7361,HIGH_KN,False
2025-11-24,HAL.NS,DOWN,TRAIN,RANGE,0.772,0.75,HIGH,ALIGNED,0.25,-0.0787,HIGH_KN,True
2025-11-24,MUTHOOTFIN.NS,DOWN,TRAIN,RANGE,0.7715,0.625,HIGH,ALIGNED,0.375,1.8537,HIGH_KN,False
2025-11-24,MIDHANI.NS,DOWN,TRAIN,RANGE,0.7641,0.75,HIGH,ALIGNED,0.25,0.7491,HIGH_KN,False
2025-11-24,BEML.NS,DOWN,TRAIN,RANGE,0.7567,0.625,HIGH,ALIGNED,0.375,0.9651,HIGH_KN,False
2025-11-24,ROUTE.NS,DOWN,TRAIN,RANGE,0.7567,0.75,HIGH,ALIGNED,0.25,4.0732,HIGH_KN,False
2025-11-24,MRPL.NS,DOWN,TRAIN,RANGE,0.7522,0.625,HIGH,ALIGNED,0.375,-0.6174,HIGH_KN,True
2025-11-24,PRESTIGE.NS,DOWN,TRAIN,RANGE,0.7459,0.75,HIGH,ALIGNED,0.25,1.508,HIGH_KN,False
2025-11-24,CENTUM.NS,DOWN,TRAIN,RANGE,0.7266,0.75,HIGH,ALIGNED,0.25,0.8235,HIGH_KN,False
2025-11-24,DEEPAKFERT.NS,DOWN,TRAIN,RANGE,0.7254,0.75,HIGH,ALIGNED,0.25,0.9603,HIGH_KN,False
2025-11-24,MASTEK.NS,DOWN,TRAIN,RANGE,0.7195,0.75,HIGH,ALIGNED,0.25,-0.8805,HIGH_KN,True
2025-11-25,JPPOWER.NS,UP,TRAIN,RANGE,0.9801,0.75,HIGH,ALIGNED,0.25,-2.1883,HIGH_KN,False
2025-11-25,CRAFTSMAN.NS,UP,TRAIN,RANGE,0.9598,1.0,HIGH,ALIGNED,0.0,1.1394,HIGH_KN,True
2025-11-25,ERIS.NS,UP,TRAIN,RANGE,0.9167,0.75,HIGH,ALIGNED,0.25,-2.1488,HIGH_KN,False
2025-11-25,M&MFIN.NS,UP,TRAIN,RANGE,0.8846,0.625,HIGH,ALIGNED,0.375,-2.9138,HIGH_KN,False
2025-11-25,NOCIL.NS,UP,TRAIN,RANGE,0.8282,0.5,MEDIUM,ALIGNED,0.5,0.7809,HIGH_KN,True
2025-11-25,COFORGE.NS,UP,TRAIN,RANGE,0.8032,0.75,HIGH,ALIGNED,0.25,2.151,HIGH_KN,True
2025-11-25,GLENMARK.NS,UP,TRAIN,RANGE,0.8012,0.875,HIGH,ALIGNED,0.125,2.1153,HIGH_KN,True
2025-11-25,RVNL.NS,UP,TRAIN,RANGE,0.7875,0.625,HIGH,ALIGNED,0.375,0.2168,HIGH_KN,True
2025-11-25,EICHERMOT.NS,UP,TRAIN,RANGE,0.7762,0.75,HIGH,ALIGNED,0.25,-0.2771,HIGH_KN,False
2025-11-25,MPHASIS.NS,UP,TRAIN,RANGE,0.7728,0.75,HIGH,ALIGNED,0.25,0.1073,HIGH_KN,True
2025-11-25,ENDURANCE.NS,UP,TRAIN,RANGE,0.7608,0.5,MEDIUM,ALIGNED,0.5,-0.4378,HIGH_KN,False
2025-11-25,METROBRAND.NS,UP,TRAIN,RANGE,0.7532,0.875,HIGH,ALIGNED,0.125,1.7665,HIGH_KN,True
2025-11-25,FEDERALBNK.NS,UP,TRAIN,RANGE,0.7507,0.75,HIGH,ALIGNED,0.25,0.1484,HIGH_KN,True
2025-11-25,INFY.NS,UP,TRAIN,RANGE,0.7343,0.625,HIGH,ALIGNED,0.375,1.7836,HIGH_KN,True
2025-11-25,ZENSARTECH.NS,UP,TRAIN,RANGE,0.7301,0.375,MEDIUM,CONFLICT,0.625,2.674,LOW_KN,True
2025-11-25,ABBOTINDIA.NS,UP,TRAIN,RANGE,0.7199,0.875,HIGH,ALIGNED,0.125,-0.5959,HIGH_KN,False
2025-11-25,LTTS.NS,UP,TRAIN,RANGE,0.7191,0.5,MEDIUM,ALIGNED,0.5,0.3073,HIGH_KN,True
2025-11-25,AJANTPHARM.NS,UP,TRAIN,RANGE,0.7135,0.5,MEDIUM,ALIGNED,0.5,1.0322,HIGH_KN,True
2025-11-25,FINPIPE.NS,UP,TRAIN,RANGE,0.7083,0.625,HIGH,ALIGNED,0.375,-0.3295,HIGH_KN,False
2025-11-25,EMAMILTD.NS,UP,TRAIN,RANGE,0.7032,0.375,MEDIUM,CONFLICT,0.625,-0.291,LOW_KN,False
2025-11-25,DATAPATTNS.NS,DOWN,TRAIN,RANGE,0.8863,0.625,HIGH,ALIGNED,0.375,-0.1561,HIGH_KN,True
2025-11-25,TEJASNET.NS,DOWN,TRAIN,RANGE,0.8382,0.625,HIGH,ALIGNED,0.375,0.9964,HIGH_KN,False
2025-11-25,GRSE.NS,DOWN,TRAIN,RANGE,0.836,0.75,HIGH,ALIGNED,0.25,1.7601,HIGH_KN,False
2025-11-25,BIOCON.NS,DOWN,TRAIN,RANGE,0.8319,0.75,HIGH,ALIGNED,0.25,1.3223,HIGH_KN,False
2025-11-25,BDL.NS,DOWN,TRAIN,RANGE,0.8262,0.75,HIGH,ALIGNED,0.25,1.7232,HIGH_KN,False
2025-11-25,ONMOBILE.NS,DOWN,TRAIN,RANGE,0.8216,0.75,HIGH,ALIGNED,0.25,0.9214,HIGH_KN,False
2025-11-25,FINEORG.NS,DOWN,TRAIN,RANGE,0.8132,0.75,HIGH,ALIGNED,0.25,1.2268,HIGH_KN,False
2025-11-25,HAL.NS,DOWN,TRAIN,RANGE,0.7939,0.75,HIGH,ALIGNED,0.25,1.7156,HIGH_KN,False
2025-11-25,PARAS.NS,DOWN,TRAIN,RANGE,0.7828,0.625,HIGH,ALIGNED,0.375,1.1472,HIGH_KN,False
2025-11-25,IGL.NS,DOWN,TRAIN,RANGE,0.7703,0.75,HIGH,ALIGNED,0.25,2.2479,HIGH_KN,False
2025-11-25,RATEGAIN.NS,DOWN,TRAIN,RANGE,0.7617,0.75,HIGH,ALIGNED,0.25,4.9927,HIGH_KN,False
2025-11-25,STLTECH.NS,DOWN,TRAIN,RANGE,0.7505,0.75,HIGH,ALIGNED,0.25,2.8022,HIGH_KN,False
2025-11-25,ASIANPAINT.NS,DOWN,TRAIN,RANGE,0.7419,0.625,HIGH,ALIGNED,0.375,-0.0626,HIGH_KN,True
2025-11-25,JINDALPOLY.NS,DOWN,TRAIN,RANGE,0.7414,0.625,HIGH,ALIGNED,0.375,0.8805,HIGH_KN,False
2025-11-25,AMBER.NS,DOWN,TRAIN,RANGE,0.7316,0.625,HIGH,ALIGNED,0.375,2.2976,HIGH_KN,False
2025-11-25,IRCON.NS,DOWN,TRAIN,RANGE,0.7167,0.625,HIGH,ALIGNED,0.375,0.6093,HIGH_KN,False
2025-11-25,MRPL.NS,DOWN,TRAIN,RANGE,0.7037,0.625,HIGH,ALIGNED,0.375,-3.1184,HIGH_KN,True
2025-11-25,CENTUM.NS,DOWN,TRAIN,RANGE,0.7022,0.625,HIGH,ALIGNED,0.375,0.5626,HIGH_KN,False
2025-11-25,IDEA.NS,DOWN,TRAIN,RANGE,0.7015,0.75,HIGH,ALIGNED,0.25,0.2985,HIGH_KN,False
2025-11-25,OLECTRA.NS,DOWN,TRAIN,RANGE,0.6988,0.75,HIGH,ALIGNED,0.25,1.1426,HIGH_KN,False
2025-11-26,NATCOPHARM.NS,UP,TRAIN,RANGE,0.965,0.875,HIGH,ALIGNED,0.125,-4.8145,HIGH_KN,False
2025-11-26,GODREJAGRO.NS,UP,TRAIN,RANGE,0.9382,0.875,HIGH,ALIGNED,0.125,0.6715,HIGH_KN,True
2025-11-26,CRAFTSMAN.NS,UP,TRAIN,RANGE,0.9365,0.875,HIGH,ALIGNED,0.125,-0.7182,HIGH_KN,False
2025-11-26,ZENSARTECH.NS,UP,TRAIN,RANGE,0.8848,0.875,HIGH,ALIGNED,0.125,1.598,HIGH_KN,True
2025-11-26,METROBRAND.NS,UP,TRAIN,RANGE,0.8717,0.875,HIGH,ALIGNED,0.125,-0.7743,HIGH_KN,False
2025-11-26,GLENMARK.NS,UP,TRAIN,RANGE,0.8232,0.875,HIGH,ALIGNED,0.125,1.1815,HIGH_KN,True
2025-11-26,SHRIRAMFIN.NS,UP,TRAIN,RANGE,0.7918,0.625,HIGH,ALIGNED,0.375,1.29,HIGH_KN,True
2025-11-26,RATEGAIN.NS,UP,TRAIN,RANGE,0.7903,0.875,HIGH,ALIGNED,0.125,-1.7097,HIGH_KN,False
2025-11-26,M&MFIN.NS,UP,TRAIN,RANGE,0.7857,0.5,MEDIUM,ALIGNED,0.5,3.9445,HIGH_KN,True
2025-11-26,ASHOKLEY.NS,UP,TRAIN,RANGE,0.7848,0.875,HIGH,ALIGNED,0.125,7.2508,HIGH_KN,True
2025-11-26,MPHASIS.NS,UP,TRAIN,RANGE,0.7826,0.625,HIGH,ALIGNED,0.375,-0.3107,HIGH_KN,False
2025-11-26,NOCIL.NS,UP,TRAIN,RANGE,0.7756,0.625,HIGH,ALIGNED,0.375,-2.0569,HIGH_KN,False
2025-11-26,EMAMILTD.NS,UP,TRAIN,RANGE,0.7469,0.625,HIGH,ALIGNED,0.375,2.6748,HIGH_KN,True
2025-11-26,RBLBANK.NS,UP,TRAIN,RANGE,0.7449,0.75,HIGH,ALIGNED,0.25,-1.811,HIGH_KN,False
2025-11-26,INDUSINDBK.NS,UP,TRAIN,RANGE,0.7432,0.875,HIGH,ALIGNED,0.125,0.7935,HIGH_KN,True
2025-11-26,FINPIPE.NS,UP,TRAIN,RANGE,0.743,0.5,MEDIUM,ALIGNED,0.5,-2.0595,HIGH_KN,False
2025-11-26,HDFCLIFE.NS,UP,TRAIN,RANGE,0.7401,1.0,HIGH,ALIGNED,0.0,-1.238,HIGH_KN,False
2025-11-26,RVNL.NS,UP,TRAIN,RANGE,0.7353,0.5,MEDIUM,ALIGNED,0.5,0.2936,HIGH_KN,True
2025-11-26,RADICO.NS,UP,TRAIN,RANGE,0.7345,0.625,HIGH,ALIGNED,0.375,-4.0619,HIGH_KN,False
2025-11-26,VBL.NS,UP,TRAIN,RANGE,0.728,0.75,HIGH,ALIGNED,0.25,0.3867,HIGH_KN,True
2025-11-26,JPPOWER.NS,DOWN,TRAIN,RANGE,0.9031,0.75,HIGH,ALIGNED,0.25,-2.9657,HIGH_KN,True
2025-11-26,DATAPATTNS.NS,DOWN,TRAIN,RANGE,0.881,0.625,HIGH,ALIGNED,0.375,0.809,HIGH_KN,False
2025-11-26,FINEORG.NS,DOWN,TRAIN,RANGE,0.8302,0.5,MEDIUM,ALIGNED,0.5,-0.224,HIGH_KN,True
2025-11-26,LTTS.NS,DOWN,TRAIN,RANGE,0.8181,0.5,MEDIUM,ALIGNED,0.5,2.5562,HIGH_KN,False
2025-11-26,HAL.NS,DOWN,TRAIN,RANGE,0.7867,0.625,HIGH,ALIGNED,0.375,-0.7659,HIGH_KN,True
2025-11-26,GRSE.NS,DOWN,TRAIN,RANGE,0.7745,0.5,MEDIUM,ALIGNED,0.5,0.9972,HIGH_KN,False
2025-11-26,OLECTRA.NS,DOWN,TRAIN,RANGE,0.7734,0.625,HIGH,ALIGNED,0.375,-1.0129,HIGH_KN,True
2025-11-26,BIOCON.NS,DOWN,TRAIN,RANGE,0.7713,0.5,MEDIUM,ALIGNED,0.5,0.3012,HIGH_KN,False
2025-11-26,BDL.NS,DOWN,TRAIN,RANGE,0.7691,0.625,HIGH,ALIGNED,0.375,1.1361,HIGH_KN,False
2025-11-26,DEEPAKFERT.NS,DOWN,TRAIN,RANGE,0.7606,0.75,HIGH,ALIGNED,0.25,-0.9629,HIGH_KN,True
2025-11-26,MASTEK.NS,DOWN,TRAIN,RANGE,0.7576,0.625,HIGH,ALIGNED,0.375,-0.997,HIGH_KN,True
2025-11-26,CENTUM.NS,DOWN,TRAIN,RANGE,0.7558,0.75,HIGH,ALIGNED,0.25,-0.9282,HIGH_KN,True
2025-11-26,PRESTIGE.NS,DOWN,TRAIN,RANGE,0.7457,0.75,HIGH,ALIGNED,0.25,0.1019,HIGH_KN,False
2025-11-26,IDEA.NS,DOWN,TRAIN,RANGE,0.7363,0.625,HIGH,ALIGNED,0.375,0.2976,HIGH_KN,False
2025-11-26,ASIANPAINT.NS,DOWN,TRAIN,RANGE,0.7306,0.75,HIGH,ALIGNED,0.25,0.1775,HIGH_KN,False
2025-11-26,BASF.NS,DOWN,TRAIN,RANGE,0.7287,0.75,HIGH,ALIGNED,0.25,-0.6668,HIGH_KN,True
2025-11-26,HCLTECH.NS,DOWN,TRAIN,RANGE,0.7284,0.625,HIGH,ALIGNED,0.375,0.6861,HIGH_KN,False
2025-11-26,AMBER.NS,DOWN,TRAIN,RANGE,0.7278,0.5,MEDIUM,ALIGNED,0.5,-2.7253,HIGH_KN,True
2025-11-26,BSE.NS,DOWN,TRAIN,RANGE,0.7229,0.5,MEDIUM,ALIGNED,0.5,1.4688,HIGH_KN,False
2025-11-26,IGL.NS,DOWN,TRAIN,RANGE,0.7164,0.625,HIGH,ALIGNED,0.375,-0.7579,HIGH_KN,True
2025-11-27,MOIL.NS,UP,TRAIN,RANGE,0.9512,0.875,HIGH,ALIGNED,0.125,-1.398,HIGH_KN,False
2025-11-27,ASHOKLEY.NS,UP,TRAIN,RANGE,0.9476,0.75,HIGH,ALIGNED,0.25,-1.0203,HIGH_KN,False
2025-11-27,GODREJAGRO.NS,UP,TRAIN,RANGE,0.9447,0.875,HIGH,ALIGNED,0.125,-0.8588,HIGH_KN,False
2025-11-27,GLENMARK.NS,UP,TRAIN,RANGE,0.8818,0.875,HIGH,ALIGNED,0.125,0.1132,HIGH_KN,True
2025-11-27,MOTHERSON.NS,UP,TRAIN,RANGE,0.8738,0.875,HIGH,ALIGNED,0.125,0.155,HIGH_KN,True
2025-11-27,ZENSARTECH.NS,UP,TRAIN,RANGE,0.8505,0.75,HIGH,ALIGNED,0.25,0.348,HIGH_KN,True
2025-11-27,KPITTECH.NS,UP,TRAIN,RANGE,0.8393,0.875,HIGH,ALIGNED,0.125,0.2871,HIGH_KN,True
2025-11-27,EMAMILTD.NS,UP,TRAIN,RANGE,0.8296,0.875,HIGH,ALIGNED,0.125,0.5116,HIGH_KN,True
2025-11-27,COFORGE.NS,UP,TRAIN,RANGE,0.8192,1.0,HIGH,ALIGNED,0.0,-0.0785,HIGH_KN,False
2025-11-27,INDUSINDBK.NS,UP,TRAIN,RANGE,0.8192,0.875,HIGH,ALIGNED,0.125,0.1283,HIGH_KN,True
2025-11-27,COROMANDEL.NS,UP,TRAIN,RANGE,0.8027,0.625,HIGH,ALIGNED,0.375,0.6507,HIGH_KN,True
2025-11-27,NATCOPHARM.NS,UP,TRAIN,RANGE,0.7968,0.75,HIGH,ALIGNED,0.25,-0.6231,HIGH_KN,False
2025-11-27,LAURUSLABS.NS,UP,TRAIN,RANGE,0.7954,1.0,HIGH,ALIGNED,0.0,2.806,HIGH_KN,True
2025-11-27,NATIONALUM.NS,UP,TRAIN,RANGE,0.7862,0.875,HIGH,ALIGNED,0.125,-0.5166,HIGH_KN,False
2025-11-27,FINPIPE.NS,UP,TRAIN,RANGE,0.7859,0.5,MEDIUM,ALIGNED,0.5,-1.0957,HIGH_KN,False
2025-11-27,RVNL.NS,UP,TRAIN,RANGE,0.7765,0.75,HIGH,ALIGNED,0.25,-0.1387,HIGH_KN,False
2025-11-27,MPHASIS.NS,UP,TRAIN,RANGE,0.7684,0.625,HIGH,ALIGNED,0.375,0.7129,HIGH_KN,True
2025-11-27,M&MFIN.NS,UP,TRAIN,RANGE,0.7675,0.5,MEDIUM,ALIGNED,0.5,2.2549,HIGH_KN,True
2025-11-27,CRAFTSMAN.NS,UP,TRAIN,RANGE,0.7597,0.75,HIGH,ALIGNED,0.25,-0.3617,HIGH_KN,False
2025-11-27,PAGEIND.NS,UP,TRAIN,RANGE,0.758,0.75,HIGH,ALIGNED,0.25,-1.5669,HIGH_KN,False
2025-11-27,JPPOWER.NS,DOWN,TRAIN,RANGE,0.9005,0.75,HIGH,ALIGNED,0.25,0.7507,HIGH_KN,False
2025-11-27,GRSE.NS,DOWN,TRAIN,RANGE,0.8839,0.5,MEDIUM,ALIGNED,0.5,0.2836,HIGH_KN,False
2025-11-27,DATAPATTNS.NS,DOWN,TRAIN,RANGE,0.8688,0.375,MEDIUM,CONFLICT,0.625,0.1753,LOW_KN,False
2025-11-27,IDEAFORGE.NS,DOWN,TRAIN,RANGE,0.8684,0.625,HIGH,ALIGNED,0.375,-0.4832,HIGH_KN,True
2025-11-27,WHIRLPOOL.NS,DOWN,TRAIN,RANGE,0.8575,0.75,HIGH,ALIGNED,0.25,0.7802,HIGH_KN,False
2025-11-27,RADICO.NS,DOWN,TRAIN,RANGE,0.8478,0.75,HIGH,ALIGNED,0.25,1.5157,HIGH_KN,False
2025-11-27,PARAS.NS,DOWN,TRAIN,RANGE,0.828,0.375,MEDIUM,CONFLICT,0.625,-0.2225,LOW_KN,True
2025-11-27,FINEORG.NS,DOWN,TRAIN,RANGE,0.8107,0.625,HIGH,ALIGNED,0.375,-0.797,HIGH_KN,True
2025-11-27,OLECTRA.NS,DOWN,TRAIN,RANGE,0.8005,0.75,HIGH,ALIGNED,0.25,-1.5821,HIGH_KN,True
2025-11-27,BDL.NS,DOWN,TRAIN,RANGE,0.7896,0.5,MEDIUM,ALIGNED,0.5,0.6049,HIGH_KN,False
2025-11-27,DEEPAKFERT.NS,DOWN,TRAIN,RANGE,0.7888,0.625,HIGH,ALIGNED,0.375,-0.6965,HIGH_KN,True
2025-11-27,MASTEK.NS,DOWN,TRAIN,RANGE,0.7743,0.625,HIGH,ALIGNED,0.375,-0.0361,HIGH_KN,True
2025-11-27,HAL.NS,DOWN,TRAIN,RANGE,0.7738,0.625,HIGH,ALIGNED,0.375,1.3205,HIGH_KN,False
2025-11-27,ERIS.NS,DOWN,TRAIN,RANGE,0.7654,0.625,HIGH,ALIGNED,0.375,-1.0482,HIGH_KN,True
2025-11-27,RAJESHEXPO.NS,DOWN,TRAIN,RANGE,0.7587,0.625,HIGH,ALIGNED,0.375,0.1718,HIGH_KN,False
2025-11-27,SOLARINDS.NS,DOWN,TRAIN,RANGE,0.7459,0.75,HIGH,ALIGNED,0.25,-0.6066,HIGH_KN,True
2025-11-27,COCHINSHIP.NS,DOWN,TRAIN,RANGE,0.7444,0.5,MEDIUM,ALIGNED,0.5,-0.5907,HIGH_KN,True
2025-11-27,DEEPAKNTR.NS,DOWN,TRAIN,RANGE,0.7335,0.75,HIGH,ALIGNED,0.25,-0.0641,HIGH_KN,True
2025-11-27,MRPL.NS,DOWN,TRAIN,RANGE,0.724,0.75,HIGH,ALIGNED,0.25,-1.3605,HIGH_KN,True
2025-11-27,CENTUM.NS,DOWN,TRAIN,RANGE,0.7126,0.625,HIGH,ALIGNED,0.375,-1.1126,HIGH_KN,True
2025-11-28,ASHOKLEY.NS,UP,TRAIN,RANGE,0.9481,0.625,HIGH,ALIGNED,0.375,1.3787,HIGH_KN,True
2025-11-28,MOTHERSON.NS,UP,TRAIN,RANGE,0.8918,0.75,HIGH,ALIGNED,0.25,0.2063,HIGH_KN,True
2025-11-28,HINDZINC.NS,UP,TRAIN,RANGE,0.8742,1.0,HIGH,ALIGNED,0.0,3.0194,HIGH_KN,True
2025-11-28,LAURUSLABS.NS,UP,TRAIN,RANGE,0.8565,0.875,HIGH,ALIGNED,0.125,-0.1891,HIGH_KN,False
2025-11-28,COFORGE.NS,UP,TRAIN,RANGE,0.8469,0.875,HIGH,ALIGNED,0.125,-0.3196,HIGH_KN,False
2025-11-28,VEDL.NS,UP,TRAIN,RANGE,0.8374,0.875,HIGH,ALIGNED,0.125,1.3878,HIGH_KN,True
2025-11-28,VBL.NS,UP,TRAIN,RANGE,0.8333,1.0,HIGH,ALIGNED,0.0,0.5399,HIGH_KN,True
2025-11-28,M&MFIN.NS,UP,TRAIN,RANGE,0.8331,0.625,HIGH,ALIGNED,0.375,-1.0623,HIGH_KN,False
2025-11-28,GLENMARK.NS,UP,TRAIN,RANGE,0.8147,0.875,HIGH,ALIGNED,0.125,-0.2312,HIGH_KN,False
