trading_date,model,direction,symbol,v3_score,knowledge_score,knowledge_conf,t1_ret_pct,t3_ret_pct,favorable,ge2pct,split
2025-09-16,KNOW_TOP5,UP,COCHINSHIP.NS,0.9621,1.0,HIGH,3.7824,4.3478,1,1,TRAIN
2025-09-16,KNOW_TOP5,UP,MIDHANI.NS,0.9434,1.0,HIGH,0.3893,-0.9734,1,0,TRAIN
2025-09-16,KNOW_TOP5,UP,HFCL.NS,0.9141,1.0,HIGH,-1.7526,-0.0523,0,0,TRAIN
2025-09-16,KNOW_TOP5,UP,IRCON.NS,0.8862,1.0,HIGH,0.9773,-0.0108,1,0,TRAIN
2025-09-16,KNOW_TOP5,UP,PERSISTENT.NS,0.859,1.0,HIGH,0.8196,0.2823,1,0,TRAIN
2025-09-16,V3_TOP5,UP,COCHINSHIP.NS,0.9621,1.0,HIGH,3.7824,4.3478,1,1,TRAIN
2025-09-16,V3_TOP5,UP,PARAS.NS,0.9621,0.875,HIGH,1.2387,1.2657,1,0,TRAIN
2025-09-16,V3_TOP5,UP,MIDHANI.NS,0.9434,1.0,HIGH,0.3893,-0.9734,1,0,TRAIN
2025-09-16,V3_TOP5,UP,HFCL.NS,0.9141,1.0,HIGH,-1.7526,-0.0523,0,0,TRAIN
2025-09-16,V3_TOP5,UP,MOTHERSON.NS,0.9085,0.75,HIGH,-0.5005,-0.7371,0,0,TRAIN
2025-09-16,RAND_TOP5,UP,HFCL.NS,0.9141,1.0,HIGH,-1.7526,-0.0523,0,0,TRAIN
2025-09-16,RAND_TOP5,UP,COCHINSHIP.NS,0.9621,1.0,HIGH,3.7824,4.3478,1,1,TRAIN
2025-09-16,RAND_TOP5,UP,DATAPATTNS.NS,0.8735,0.875,HIGH,3.9137,3.5516,1,1,TRAIN
2025-09-16,RAND_TOP5,UP,IRCON.NS,0.8862,1.0,HIGH,0.9773,-0.0108,1,0,TRAIN
2025-09-16,RAND_TOP5,UP,JSWENERGY.NS,0.8248,1.0,HIGH,-0.9351,1.0092,0,0,TRAIN
2025-09-17,KNOW_TOP5,UP,GRSE.NS,0.9655,1.0,HIGH,0.8757,2.4889,1,0,TRAIN
2025-09-17,KNOW_TOP5,UP,IDEAFORGE.NS,0.9452,1.0,HIGH,-0.2055,-1.2514,0,0,TRAIN
2025-09-17,KNOW_TOP5,UP,IRCON.NS,0.9292,1.0,HIGH,-0.5989,-2.6575,0,0,TRAIN
2025-09-17,KNOW_TOP5,UP,RVNL.NS,0.9116,1.0,HIGH,0.4712,-0.5266,1,0,TRAIN
2025-09-17,KNOW_TOP5,UP,MIDHANI.NS,0.8932,1.0,HIGH,-1.6362,-2.7875,0,0,TRAIN
2025-09-17,V3_TOP5,UP,ONMOBILE.NS,0.992,0.75,HIGH,0.6871,4.0748,1,0,TRAIN
2025-09-17,V3_TOP5,UP,COCHINSHIP.NS,0.9833,0.875,HIGH,0.8939,1.7138,1,0,TRAIN
2025-09-17,V3_TOP5,UP,DATAPATTNS.NS,0.9773,0.875,HIGH,-1.2682,-1.9511,0,0,TRAIN
2025-09-17,V3_TOP5,UP,GRSE.NS,0.9655,1.0,HIGH,0.8757,2.4889,1,0,TRAIN
2025-09-17,V3_TOP5,UP,PARAS.NS,0.9543,0.75,HIGH,-1.0162,-1.8185,0,0,TRAIN
2025-09-17,RAND_TOP5,UP,GRSE.NS,0.9655,1.0,HIGH,0.8757,2.4889,1,0,TRAIN
2025-09-17,RAND_TOP5,UP,ONMOBILE.NS,0.992,0.75,HIGH,0.6871,4.0748,1,0,TRAIN
2025-09-17,RAND_TOP5,UP,RAILTEL.NS,0.9092,0.875,HIGH,-0.8231,-3.355,0,0,TRAIN
2025-09-17,RAND_TOP5,UP,RVNL.NS,0.9116,1.0,HIGH,0.4712,-0.5266,1,0,TRAIN
2025-09-17,RAND_TOP5,UP,MOTHERSON.NS,0.8208,0.5,MEDIUM,-0.3292,0.5579,0,0,TRAIN
2025-09-18,KNOW_TOP5,UP,GRSE.NS,0.9846,1.0,HIGH,-0.8034,2.0713,0,0,TRAIN
2025-09-18,KNOW_TOP5,UP,HFCL.NS,0.9473,1.0,HIGH,-1.5714,-2.9624,0,0,TRAIN
2025-09-18,KNOW_TOP5,UP,NATCOPHARM.NS,0.8051,1.0,HIGH,-0.0057,-3.2568,0,0,TRAIN
2025-09-18,KNOW_TOP5,UP,RATNAMANI.NS,0.75,1.0,HIGH,-2.6973,-1.2176,0,0,TRAIN
2025-09-18,KNOW_TOP5,UP,RVNL.NS,0.8473,0.875,HIGH,0.2621,-1.3517,1,0,TRAIN
2025-09-18,V3_TOP5,UP,GRSE.NS,0.9846,1.0,HIGH,-0.8034,2.0713,0,0,TRAIN
2025-09-18,V3_TOP5,UP,COCHINSHIP.NS,0.9802,0.75,HIGH,-0.346,-1.1534,0,0,TRAIN
2025-09-18,V3_TOP5,UP,ONMOBILE.NS,0.978,0.75,HIGH,-1.3966,7.0782,0,0,TRAIN
2025-09-18,V3_TOP5,UP,HFCL.NS,0.9473,1.0,HIGH,-1.5714,-2.9624,0,0,TRAIN
2025-09-18,V3_TOP5,UP,DATAPATTNS.NS,0.9234,0.75,HIGH,0.9316,-2.1349,1,0,TRAIN
2025-09-18,RAND_TOP5,UP,HFCL.NS,0.9473,1.0,HIGH,-1.5714,-2.9624,0,0,TRAIN
2025-09-18,RAND_TOP5,UP,GRSE.NS,0.9846,1.0,HIGH,-0.8034,2.0713,0,0,TRAIN
2025-09-18,RAND_TOP5,UP,RADICO.NS,0.8212,0.875,HIGH,1.3951,-1.7572,1,0,TRAIN
2025-09-18,RAND_TOP5,UP,RVNL.NS,0.8473,0.875,HIGH,0.2621,-1.3517,1,0,TRAIN
2025-09-18,RAND_TOP5,UP,RAILTEL.NS,0.7715,0.5,MEDIUM,-0.9557,-3.8104,0,0,TRAIN
2025-09-19,KNOW_TOP5,UP,SUDARSCHEM.NS,0.9265,1.0,HIGH,2.6587,3.1267,1,1,TRAIN
2025-09-19,KNOW_TOP5,UP,RADICO.NS,0.8823,1.0,HIGH,-0.8157,-2.7256,0,0,TRAIN
2025-09-19,KNOW_TOP5,UP,GODREJPROP.NS,0.8148,1.0,HIGH,-1.9346,-5.8782,0,0,TRAIN
2025-09-19,KNOW_TOP5,UP,CANBK.NS,0.8041,1.0,HIGH,0.9426,4.3733,1,0,TRAIN
2025-09-19,KNOW_TOP5,UP,CHOLAFIN.NS,0.7983,1.0,HIGH,2.4577,2.4703,1,1,TRAIN
2025-09-19,V3_TOP5,UP,SUDARSCHEM.NS,0.9265,1.0,HIGH,2.6587,3.1267,1,1,TRAIN
2025-09-19,V3_TOP5,UP,CENTUM.NS,0.9226,0.875,HIGH,-0.7698,1.6455,0,0,TRAIN
2025-09-19,V3_TOP5,UP,RADICO.NS,0.8823,1.0,HIGH,-0.8157,-2.7256,0,0,TRAIN
2025-09-19,V3_TOP5,UP,ONMOBILE.NS,0.86,0.5,MEDIUM,4.8286,6.6956,1,1,TRAIN
2025-09-19,V3_TOP5,UP,ASHOKLEY.NS,0.858,0.75,HIGH,-1.0434,0.9724,0,0,TRAIN
2025-09-19,RAND_TOP5,UP,ONMOBILE.NS,0.86,0.5,MEDIUM,4.8286,6.6956,1,1,TRAIN
2025-09-19,RAND_TOP5,UP,SUDARSCHEM.NS,0.9265,1.0,HIGH,2.6587,3.1267,1,1,TRAIN
2025-09-19,RAND_TOP5,UP,M&MFIN.NS,0.8017,0.75,HIGH,0.2418,-2.5557,1,0,TRAIN
2025-09-19,RAND_TOP5,UP,CANBK.NS,0.8041,1.0,HIGH,0.9426,4.3733,1,0,TRAIN
2025-09-19,RAND_TOP5,UP,PGHH.NS,0.7684,1.0,HIGH,-1.7709,-1.0524,0,0,TRAIN
2025-09-22,KNOW_TOP5,UP,GRSE.NS,0.9452,1.0,HIGH,0.4647,1.8176,1,0,TRAIN
2025-09-22,KNOW_TOP5,UP,NAUKRI.NS,0.851,1.0,HIGH,-1.6788,-4.1687,0,0,TRAIN
2025-09-22,KNOW_TOP5,UP,CANBK.NS,0.7959,1.0,HIGH,2.549,2.162,1,1,TRAIN
2025-09-22,KNOW_TOP5,UP,TORNTPHARM.NS,0.7385,1.0,HIGH,-0.1204,-3.4,0,0,TRAIN
2025-09-22,KNOW_TOP5,UP,SUDARSCHEM.NS,0.8921,0.875,HIGH,0.6739,-4.8163,1,0,TRAIN
2025-09-22,V3_TOP5,UP,ONMOBILE.NS,0.9668,0.75,HIGH,3.5928,4.0227,1,1,TRAIN
2025-09-22,V3_TOP5,UP,ADANIGREEN.NS,0.9582,0.75,HIGH,-1.7966,-6.3013,0,0,TRAIN
2025-09-22,V3_TOP5,UP,GRSE.NS,0.9452,1.0,HIGH,0.4647,1.8176,1,0,TRAIN
2025-09-22,V3_TOP5,UP,ADANIENSOL.NS,0.9404,0.75,HIGH,-1.3121,-4.6085,0,0,TRAIN
2025-09-22,V3_TOP5,UP,SUDARSCHEM.NS,0.8921,0.875,HIGH,0.6739,-4.8163,1,0,TRAIN
2025-09-22,RAND_TOP5,UP,ADANIENSOL.NS,0.9404,0.75,HIGH,-1.3121,-4.6085,0,0,TRAIN
2025-09-22,RAND_TOP5,UP,ONMOBILE.NS,0.9668,0.75,HIGH,3.5928,4.0227,1,1,TRAIN
2025-09-22,RAND_TOP5,UP,COCHINSHIP.NS,0.8442,0.625,HIGH,-1.9502,0.208,0,0,TRAIN
2025-09-22,RAND_TOP5,UP,CHOLAFIN.NS,0.8471,0.75,HIGH,-0.3804,-2.2822,0,0,TRAIN
2025-09-22,RAND_TOP5,UP,IDEA.NS,0.7692,0.75,HIGH,3.9333,3.4565,1,1,TRAIN
2025-09-23,KNOW_TOP5,UP,DEEPAKFERT.NS,0.91,1.0,HIGH,4.063,0.8561,1,1,TRAIN
2025-09-23,KNOW_TOP5,UP,MOIL.NS,0.8425,1.0,HIGH,0.0276,-2.2075,1,0,TRAIN
2025-09-23,KNOW_TOP5,UP,BPCL.NS,0.7689,1.0,HIGH,-0.0151,-1.8311,0,0,TRAIN
2025-09-23,KNOW_TOP5,UP,NMDC.NS,0.7456,1.0,HIGH,-1.1524,-3.9821,0,0,TRAIN
2025-09-23,KNOW_TOP5,UP,TORNTPHARM.NS,0.7437,1.0,HIGH,-1.0105,-2.4784,0,0,TRAIN
2025-09-23,V3_TOP5,UP,ONMOBILE.NS,0.9966,0.75,HIGH,-1.7489,2.7864,0,0,TRAIN
2025-09-23,V3_TOP5,UP,ADANIGREEN.NS,0.9743,0.625,HIGH,-3.1994,-7.4285,0,0,TRAIN
2025-09-23,V3_TOP5,UP,ADANIENSOL.NS,0.9466,0.625,HIGH,-3.9023,-4.9616,0,0,TRAIN
2025-09-23,V3_TOP5,UP,ASHOKLEY.NS,0.9182,0.75,HIGH,-1.2358,-1.4649,0,0,TRAIN
2025-09-23,V3_TOP5,UP,DEEPAKFERT.NS,0.91,1.0,HIGH,4.063,0.8561,1,1,TRAIN
2025-09-23,RAND_TOP5,UP,ASHOKLEY.NS,0.9182,0.75,HIGH,-1.2358,-1.4649,0,0,TRAIN
2025-09-23,RAND_TOP5,UP,ONMOBILE.NS,0.9966,0.75,HIGH,-1.7489,2.7864,0,0,TRAIN
2025-09-23,RAND_TOP5,UP,CANBK.NS,0.8391,0.75,HIGH,0.8285,-3.1337,1,0,TRAIN
2025-09-23,RAND_TOP5,UP,NAUKRI.NS,0.8393,0.875,HIGH,-0.617,-5.5743,0,0,TRAIN
2025-09-23,RAND_TOP5,UP,LAURUSLABS.NS,0.7602,0.75,HIGH,-0.033,-8.5435,0,0,TRAIN
2025-09-24,KNOW_TOP5,UP,SUDARSCHEM.NS,0.9466,1.0,HIGH,-5.2483,-10.8846,0,0,TRAIN
2025-09-24,KNOW_TOP5,UP,BANKBARODA.NS,0.7532,1.0,HIGH,-0.6093,-0.1494,0,0,TRAIN
2025-09-24,KNOW_TOP5,UP,ADANIGREEN.NS,0.9718,0.875,HIGH,-1.4335,-5.4691,0,0,TRAIN
2025-09-24,KNOW_TOP5,UP,CENTUM.NS,0.9502,0.875,HIGH,-4.5647,-7.5141,0,0,TRAIN
2025-09-24,KNOW_TOP5,UP,ADANIENSOL.NS,0.949,0.875,HIGH,0.5849,-1.9404,1,0,TRAIN
2025-09-24,V3_TOP5,UP,ADANIGREEN.NS,0.9718,0.875,HIGH,-1.4335,-5.4691,0,0,TRAIN
2025-09-24,V3_TOP5,UP,IDEA.NS,0.9556,0.5,MEDIUM,1.0477,-4.0745,1,0,TRAIN
2025-09-24,V3_TOP5,UP,CENTUM.NS,0.9502,0.875,HIGH,-4.5647,-7.5141,0,0,TRAIN
2025-09-24,V3_TOP5,UP,ADANIENSOL.NS,0.949,0.875,HIGH,0.5849,-1.9404,1,0,TRAIN
2025-09-24,V3_TOP5,UP,SUDARSCHEM.NS,0.9466,1.0,HIGH,-5.2483,-10.8846,0,0,TRAIN
2025-09-24,RAND_TOP5,UP,ADANIENSOL.NS,0.949,0.875,HIGH,0.5849,-1.9404,1,0,TRAIN
2025-09-24,RAND_TOP5,UP,ADANIGREEN.NS,0.9718,0.875,HIGH,-1.4335,-5.4691,0,0,TRAIN
2025-09-24,RAND_TOP5,UP,RATEGAIN.NS,0.8527,0.5,MEDIUM,0.5539,-4.7951,1,0,TRAIN
2025-09-24,RAND_TOP5,UP,GRSE.NS,0.8726,0.875,HIGH,0.0774,-8.1479,1,0,TRAIN
2025-09-24,RAND_TOP5,UP,SAIL.NS,0.7796,0.75,HIGH,0.132,-3.3959,1,0,TRAIN
2025-09-25,KNOW_TOP5,UP,HINDZINC.NS,0.8396,1.0,HIGH,-3.7815,3.3637,0,0,TRAIN
2025-09-25,KNOW_TOP5,UP,OIL.NS,0.8284,1.0,HIGH,-1.0969,-0.2411,0,0,TRAIN
2025-09-25,KNOW_TOP5,UP,IDEA.NS,0.9476,0.875,HIGH,-7.6037,-6.3364,0,0,TRAIN
2025-09-25,KNOW_TOP5,UP,GRSE.NS,0.8367,0.875,HIGH,-3.8794,-6.9123,0,0,TRAIN
2025-09-25,KNOW_TOP5,UP,CANBK.NS,0.8226,0.875,HIGH,-2.7668,1.8692,0,0,TRAIN
2025-09-25,V3_TOP5,UP,IDEA.NS,0.9476,0.875,HIGH,-7.6037,-6.3364,0,0,TRAIN
2025-09-25,V3_TOP5,UP,ADANIGREEN.NS,0.9184,0.625,HIGH,-2.9781,-4.8817,0,0,TRAIN
2025-09-25,V3_TOP5,UP,INTELLECT.NS,0.9109,0.75,HIGH,-6.9099,-8.0002,0,0,TRAIN
2025-09-25,V3_TOP5,UP,ADANIENSOL.NS,0.8857,0.75,HIGH,-1.6775,-2.4547,0,0,TRAIN
2025-09-25,V3_TOP5,UP,PNBHOUSING.NS,0.8633,0.625,HIGH,-4.8086,-4.8637,0,0,TRAIN
2025-09-25,RAND_TOP5,UP,ADANIENSOL.NS,0.8857,0.75,HIGH,-1.6775,-2.4547,0,0,TRAIN
2025-09-25,RAND_TOP5,UP,IDEA.NS,0.9476,0.875,HIGH,-7.6037,-6.3364,0,0,TRAIN
2025-09-25,RAND_TOP5,UP,DEEPAKFERT.NS,0.8279,0.75,HIGH,-0.9763,-2.8965,0,0,TRAIN
2025-09-25,RAND_TOP5,UP,OIL.NS,0.8284,1.0,HIGH,-1.0969,-0.2411,0,0,TRAIN
2025-09-25,RAND_TOP5,UP,RBLBANK.NS,0.7585,0.875,HIGH,-1.1254,0.6535,0,0,TRAIN
2025-09-26,KNOW_TOP5,UP,DEEPAKFERT.NS,0.8486,0.875,HIGH,-2.011,1.012,0,0,TRAIN
2025-09-26,KNOW_TOP5,UP,ICICIGI.NS,0.7831,0.875,HIGH,0.5016,0.5069,1,0,TRAIN
2025-09-26,KNOW_TOP5,UP,LT.NS,0.7329,0.875,HIGH,-1.102,-1.5873,0,0,TRAIN
2025-09-26,KNOW_TOP5,UP,DEEPAKNTR.NS,0.7684,0.75,HIGH,-0.8007,-0.3733,0,0,TRAIN
2025-09-26,KNOW_TOP5,UP,JSWSTEEL.NS,0.7382,0.75,HIGH,-0.7605,1.353,0,0,TRAIN
2025-09-26,V3_TOP5,UP,ONMOBILE.NS,0.9097,0.625,HIGH,-2.2206,-1.6438,0,0,TRAIN
2025-09-26,V3_TOP5,UP,DEEPAKFERT.NS,0.8486,0.875,HIGH,-2.011,1.012,0,0,TRAIN
2025-09-26,V3_TOP5,UP,HINDZINC.NS,0.8457,0.625,HIGH,3.7965,7.181,1,1,TRAIN
2025-09-26,V3_TOP5,UP,RATNAMANI.NS,0.8019,0.375,MEDIUM,-0.1077,0.0249,0,0,TRAIN
2025-09-26,V3_TOP5,UP,GRSE.NS,0.794,0.5,MEDIUM,-4.5146,1.2522,0,0,TRAIN
2025-09-26,RAND_TOP5,UP,RATNAMANI.NS,0.8019,0.375,MEDIUM,-0.1077,0.0249,0,0,TRAIN
2025-09-26,RAND_TOP5,UP,ONMOBILE.NS,0.9097,0.625,HIGH,-2.2206,-1.6438,0,0,TRAIN
2025-09-26,RAND_TOP5,UP,MOIL.NS,0.7732,0.5,MEDIUM,1.6225,3.9503,1,0,TRAIN
2025-09-26,RAND_TOP5,UP,ICICIGI.NS,0.7831,0.875,HIGH,0.5016,0.5069,1,0,TRAIN
2025-09-26,RAND_TOP5,UP,CERA.NS,0.7314,0.375,MEDIUM,-0.3398,-1.1894,0,0,TRAIN
2025-09-29,KNOW_TOP5,UP,MRPL.NS,0.9087,1.0,HIGH,-0.9843,6.9271,0,0,TRAIN
2025-09-29,KNOW_TOP5,UP,HINDZINC.NS,0.8937,1.0,HIGH,3.4967,5.4382,1,1,TRAIN
2025-09-29,KNOW_TOP5,UP,VINATIORGA.NS,0.8738,1.0,HIGH,-2.8594,-5.5453,0,0,TRAIN
2025-09-29,KNOW_TOP5,UP,PGHH.NS,0.8548,1.0,HIGH,-0.4854,0.8653,0,0,TRAIN
2025-09-29,KNOW_TOP5,UP,BPCL.NS,0.8284,1.0,HIGH,0.4584,1.0204,1,0,TRAIN
2025-09-29,V3_TOP5,UP,MRPL.NS,0.9087,1.0,HIGH,-0.9843,6.9271,0,0,TRAIN
2025-09-29,V3_TOP5,UP,HINDZINC.NS,0.8937,1.0,HIGH,3.4967,5.4382,1,1,TRAIN
2025-09-29,V3_TOP5,UP,VINATIORGA.NS,0.8738,1.0,HIGH,-2.8594,-5.5453,0,0,TRAIN
2025-09-29,V3_TOP5,UP,PGHH.NS,0.8548,1.0,HIGH,-0.4854,0.8653,0,0,TRAIN
2025-09-29,V3_TOP5,UP,BPCL.NS,0.8284,1.0,HIGH,0.4584,1.0204,1,0,TRAIN
2025-09-29,RAND_TOP5,UP,PGHH.NS,0.8548,1.0,HIGH,-0.4854,0.8653,0,0,TRAIN
2025-09-29,RAND_TOP5,UP,MRPL.NS,0.9087,1.0,HIGH,-0.9843,6.9271,0,0,TRAIN
2025-09-29,RAND_TOP5,UP,OIL.NS,0.7774,0.875,HIGH,-0.8268,-0.6111,0,0,TRAIN
2025-09-29,RAND_TOP5,UP,DEEPAKFERT.NS,0.788,0.625,HIGH,0.0733,4.7708,1,0,TRAIN
2025-09-29,RAND_TOP5,UP,IDEA.NS,0.72,0.625,HIGH,-1.335,7.0388,0,0,TRAIN
2025-09-30,KNOW_TOP5,UP,HINDZINC.NS,0.9225,1.0,HIGH,-0.228,1.8758,0,0,TRAIN
2025-09-30,KNOW_TOP5,UP,NATIONALUM.NS,0.9074,1.0,HIGH,0.2946,1.5336,1,0,TRAIN
2025-09-30,KNOW_TOP5,UP,VEDL.NS,0.8555,1.0,HIGH,-0.204,1.0734,0,0,TRAIN
2025-09-30,KNOW_TOP5,UP,MOIL.NS,0.8246,1.0,HIGH,-0.5131,6.3732,0,0,TRAIN
2025-09-30,KNOW_TOP5,UP,RBLBANK.NS,0.8603,0.875,HIGH,-0.7394,-0.5951,0,0,TRAIN
2025-09-30,V3_TOP5,UP,HINDZINC.NS,0.9225,1.0,HIGH,-0.228,1.8758,0,0,TRAIN
2025-09-30,V3_TOP5,UP,NATIONALUM.NS,0.9074,1.0,HIGH,0.2946,1.5336,1,0,TRAIN
2025-09-30,V3_TOP5,UP,RBLBANK.NS,0.8603,0.875,HIGH,-0.7394,-0.5951,0,0,TRAIN
2025-09-30,V3_TOP5,UP,VEDL.NS,0.8555,1.0,HIGH,-0.204,1.0734,0,0,TRAIN
2025-09-30,V3_TOP5,UP,MOIL.NS,0.8246,1.0,HIGH,-0.5131,6.3732,0,0,TRAIN
2025-09-30,RAND_TOP5,UP,VEDL.NS,0.8555,1.0,HIGH,-0.204,1.0734,0,0,TRAIN
2025-09-30,RAND_TOP5,UP,HINDZINC.NS,0.9225,1.0,HIGH,-0.228,1.8758,0,0,TRAIN
2025-09-30,RAND_TOP5,UP,METROBRAND.NS,0.7911,0.875,HIGH,-3.1388,-2.8133,0,0,TRAIN
2025-09-30,RAND_TOP5,UP,VINATIORGA.NS,0.8043,0.75,HIGH,-0.3168,-2.6267,0,0,TRAIN
2025-09-30,RAND_TOP5,UP,JINDALSTEL.NS,0.7163,0.875,HIGH,0.1175,-0.738,1,0,TRAIN
2025-10-01,KNOW_TOP5,UP,GRANULES.NS,0.888,1.0,HIGH,2.6997,2.4417,1,1,TRAIN
2025-10-01,KNOW_TOP5,UP,BEML.NS,0.8237,1.0,HIGH,1.6556,0.3913,1,0,TRAIN
2025-10-01,KNOW_TOP5,UP,SHRIRAMFIN.NS,0.8053,1.0,HIGH,-0.447,2.7902,0,0,TRAIN
2025-10-01,KNOW_TOP5,UP,HINDZINC.NS,0.9033,0.875,HIGH,2.1087,1.7763,1,1,TRAIN
2025-10-01,KNOW_TOP5,UP,PFIZER.NS,0.8789,0.875,HIGH,1.3881,1.3978,1,0,TRAIN
2025-10-01,V3_TOP5,UP,RATEGAIN.NS,0.9431,0.75,HIGH,2.0426,3.6232,1,1,TRAIN
2025-10-01,V3_TOP5,UP,HINDZINC.NS,0.9033,0.875,HIGH,2.1087,1.7763,1,1,TRAIN
2025-10-01,V3_TOP5,UP,GRANULES.NS,0.888,1.0,HIGH,2.6997,2.4417,1,1,TRAIN
2025-10-01,V3_TOP5,UP,PFIZER.NS,0.8789,0.875,HIGH,1.3881,1.3978,1,0,TRAIN
2025-10-01,V3_TOP5,UP,MRPL.NS,0.8275,0.75,HIGH,7.5688,11.9796,1,1,TRAIN
2025-10-01,RAND_TOP5,UP,PFIZER.NS,0.8789,0.875,HIGH,1.3881,1.3978,1,0,TRAIN
2025-10-01,RAND_TOP5,UP,RATEGAIN.NS,0.9431,0.75,HIGH,2.0426,3.6232,1,1,TRAIN
2025-10-01,RAND_TOP5,UP,SHRIRAMFIN.NS,0.8053,1.0,HIGH,-0.447,2.7902,0,0,TRAIN
2025-10-01,RAND_TOP5,UP,RBLBANK.NS,0.8179,0.75,HIGH,0.2544,-0.5996,1,0,TRAIN
2025-10-01,RAND_TOP5,UP,BPCL.NS,0.7495,0.875,HIGH,0.5446,0.6476,1,0,TRAIN
2025-10-03,KNOW_TOP5,UP,DATAPATTNS.NS,0.9261,1.0,HIGH,0.2257,-1.9081,1,0,TRAIN
2025-10-03,KNOW_TOP5,UP,NATIONALUM.NS,0.9133,1.0,HIGH,-1.8132,1.1123,0,0,TRAIN
2025-10-03,KNOW_TOP5,UP,SHYAMMETL.NS,0.8616,1.0,HIGH,-1.1794,-4.0534,0,0,TRAIN
2025-10-03,KNOW_TOP5,UP,PARAS.NS,0.8592,1.0,HIGH,-0.3582,-2.0736,0,0,TRAIN
2025-10-03,KNOW_TOP5,UP,HINDZINC.NS,0.8266,1.0,HIGH,0.0,-0.2035,0,0,TRAIN
2025-10-03,V3_TOP5,UP,KALYANKJIL.NS,0.9616,0.875,HIGH,-1.3817,-2.0725,0,0,TRAIN
2025-10-03,V3_TOP5,UP,MRPL.NS,0.9585,0.75,HIGH,2.9358,2.3291,1,1,TRAIN
2025-10-03,V3_TOP5,UP,MOIL.NS,0.944,0.75,HIGH,0.5617,-5.1698,1,0,TRAIN
2025-10-03,V3_TOP5,UP,DATAPATTNS.NS,0.9261,1.0,HIGH,0.2257,-1.9081,1,0,TRAIN
2025-10-03,V3_TOP5,UP,NATIONALUM.NS,0.9133,1.0,HIGH,-1.8132,1.1123,0,0,TRAIN
2025-10-03,RAND_TOP5,UP,DATAPATTNS.NS,0.9261,1.0,HIGH,0.2257,-1.9081,1,0,TRAIN
2025-10-03,RAND_TOP5,UP,KALYANKJIL.NS,0.9616,0.875,HIGH,-1.3817,-2.0725,0,0,TRAIN
2025-10-03,RAND_TOP5,UP,SHYAMMETL.NS,0.8616,1.0,HIGH,-1.1794,-4.0534,0,0,TRAIN
2025-10-03,RAND_TOP5,UP,RATEGAIN.NS,0.8908,0.75,HIGH,0.3961,-2.5675,1,0,TRAIN
2025-10-03,RAND_TOP5,UP,HINDALCO.NS,0.763,0.75,HIGH,-0.4677,-1.557,0,0,TRAIN
2025-10-06,KNOW_TOP5,UP,BSE.NS,0.9202,0.875,HIGH,0.5997,5.0634,1,0,TRAIN
2025-10-06,KNOW_TOP5,UP,DATAPATTNS.NS,0.8749,0.875,HIGH,-0.6932,-0.5912,0,0,TRAIN
2025-10-06,KNOW_TOP5,UP,SHRIRAMFIN.NS,0.8466,0.875,HIGH,-0.6925,-0.3574,0,0,TRAIN
2025-10-06,KNOW_TOP5,UP,MANAPPURAM.NS,0.7949,0.875,HIGH,0.0688,1.2038,1,0,TRAIN
2025-10-06,KNOW_TOP5,UP,SHYAMMETL.NS,0.7866,0.875,HIGH,-3.3356,-1.4228,0,0,TRAIN
2025-10-06,V3_TOP5,UP,MRPL.NS,0.9668,0.75,HIGH,1.1314,-1.5378,1,0,TRAIN
2025-10-06,V3_TOP5,UP,MOIL.NS,0.9439,0.75,HIGH,-4.2904,-1.0409,0,0,TRAIN
2025-10-06,V3_TOP5,UP,BSE.NS,0.9202,0.875,HIGH,0.5997,5.0634,1,0,TRAIN
2025-10-06,V3_TOP5,UP,KALYANKJIL.NS,0.8873,0.625,HIGH,0.4842,-0.4945,1,0,TRAIN
2025-10-06,V3_TOP5,UP,DATAPATTNS.NS,0.8749,0.875,HIGH,-0.6932,-0.5912,0,0,TRAIN
2025-10-06,RAND_TOP5,UP,KALYANKJIL.NS,0.8873,0.625,HIGH,0.4842,-0.4945,1,0,TRAIN
2025-10-06,RAND_TOP5,UP,MRPL.NS,0.9668,0.75,HIGH,1.1314,-1.5378,1,0,TRAIN
2025-10-06,RAND_TOP5,UP,PARAS.NS,0.82,0.75,HIGH,-1.7146,-0.3526,0,0,TRAIN
2025-10-06,RAND_TOP5,UP,NATIONALUM.NS,0.8363,0.75,HIGH,-0.0368,5.7103,0,0,TRAIN
2025-10-06,RAND_TOP5,UP,PNB.NS,0.7846,0.75,HIGH,-0.323,-0.2095,0,0,TRAIN
2025-10-07,KNOW_TOP5,UP,ENDURANCE.NS,0.9207,1.0,HIGH,-1.0132,-2.1078,0,0,TRAIN
2025-10-07,KNOW_TOP5,UP,IRCON.NS,0.8945,1.0,HIGH,-1.9222,-3.264,0,0,TRAIN
2025-10-07,KNOW_TOP5,UP,NOCIL.NS,0.8793,1.0,HIGH,-1.4114,-1.936,0,0,TRAIN
2025-10-07,KNOW_TOP5,UP,BSE.NS,0.8502,1.0,HIGH,0.5826,6.8932,1,0,TRAIN
2025-10-07,KNOW_TOP5,UP,DIVISLAB.NS,0.8255,1.0,HIGH,0.2621,6.0611,1,0,TRAIN
2025-10-07,V3_TOP5,UP,RATEGAIN.NS,0.9635,0.75,HIGH,-4.0538,-4.8548,0,0,TRAIN
2025-10-07,V3_TOP5,UP,MRPL.NS,0.9315,0.75,HIGH,-1.7015,-3.6375,0,0,TRAIN
