split,trading_date,symbol,direction,regime,reject_reason,C2_score,gap_pct,t1_ret_pct,dir_adj_ret,mfe_pct,mae_pct,outcome,rejection_class
VAL,2026-04-02,NATCOPHARM.NS,UP,BEAR,D2_BEAR_EQUITY_BUY,0.2335652766288776,0.2335652766288776,0.0973,0.0973,0.72015960293903,1.513308354824583,NEUTRAL,NEUTRAL_REJECTION
VAL,2026-04-02,GALAXYSURF.NS,UP,BEAR,D2_BEAR_EQUITY_BUY,1.1297045852715517,1.1297045852715517,1.5647,1.5647,1.9694315229867865,0.21144203467649,NEUTRAL,NEUTRAL_REJECTION
VAL,2026-04-06,ADANIGREEN.NS,UP,BEAR,D2_BEAR_EQUITY_BUY,0.0,0.0,0.4614,0.4614,1.4982086635544345,1.199652589295419,NEUTRAL,NEUTRAL_REJECTION
VAL,2026-04-06,RAJESHEXPO.NS,UP,BEAR,D2_BEAR_EQUITY_BUY,0.1855490067670828,0.1855490067670828,4.9771,4.9771,4.998908535254309,2.794149748963115,STRONG,FALSE_REJECTION
VAL,2026-04-06,KALYANKJIL.NS,UP,BEAR,D2_BEAR_EQUITY_BUY,3.4851909123349456,3.4851909123349456,-1.4274,-1.4274,4.05614368978231,2.010229570595945,BAD,CORRECT_REJECTION
VAL,2026-04-06,NATIONALUM.NS,UP,BEAR,D2_BEAR_EQUITY_BUY,0.0367782272894468,0.0367782272894468,0.9562,0.9562,2.329287728331497,0.0858158636753758,NEUTRAL,NEUTRAL_REJECTION
VAL,2026-04-06,MIDHANI.NS,UP,BEAR,D2_BEAR_EQUITY_BUY,0.8814887365327984,0.8814887365327984,1.3712,1.3712,3.0852105778648387,0.424420502775058,NEUTRAL,NEUTRAL_REJECTION
VAL,2026-04-07,RAJESHEXPO.NS,UP,BEAR,D2_BEAR_EQUITY_BUY,4.990642545227697,4.990642545227697,4.9802,4.9802,4.990642545227697,-3.971719692243703,STRONG,FALSE_REJECTION
VAL,2026-04-07,GRSE.NS,UP,BEAR,D2_BEAR_EQUITY_BUY,6.27684032446969,6.27684032446969,7.4654,7.4654,8.706025246171855,-3.765240966468575,STRONG,FALSE_REJECTION
VAL,2026-04-07,COCHINSHIP.NS,UP,BEAR,D2_BEAR_EQUITY_BUY,5.341246290801194,5.341246290801194,2.3591,2.3591,5.712166172106814,-1.9436201780415496,STRONG,FALSE_REJECTION
VAL,2026-04-07,PRESTIGE.NS,UP,BEAR,D2_BEAR_EQUITY_BUY,6.374273791015472,6.374273791015472,8.0763,8.0763,10.220112920382965,-5.416905326896337,STRONG,FALSE_REJECTION
VAL,2026-04-07,BDL.NS,UP,BEAR,D2_BEAR_EQUITY_BUY,4.773849016910758,4.773849016910758,4.4907,4.4907,4.773849016910758,-1.4645197831539614,STRONG,FALSE_REJECTION
