run_id,trade_date,t1_date,selection_timestamp,architecture_version,symbol,direction,universe_membership,v3_score,v3_rank,v3_model_version,pool_size,pool_rank,pool_direction,previous_close,opening_price,gap_pct,gap_rank,c2_score,c2_rank,selected_final_5,strategy_status,strategy_name,strategy_reason,strategy_regime,strategy_rejected,knowledge_strategy_disagreement,model_b_included,hypothetical_entry,t1_ret_pct,t3_ret_pct,t5_ret_pct,mfe_pct,mae_pct,direction_correct,ge1,ge2,ge3
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,SHRIRAMFIN.NS,DOWN,True,0.731,13,V3_FINAL,20,13,DOWN,935.1,921.0,-1.50786,2,1.50786,2,True,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,AGREE_PASS,True,921.0,1.835,0.6895,-0.6786,1.2088,-2.6324,False,False,False,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,SBIN.NS,DOWN,True,0.7224,16,V3_FINAL,20,16,DOWN,979.9,971.2,-0.887846,3,0.887846,3,True,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,AGREE_PASS,True,971.2,-0.8237,-2.3064,-2.0902,3.994,-0.1337,True,False,False,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,INTELLECT.NS,DOWN,True,0.829,3,V3_FINAL,20,3,DOWN,693.6,690.6,-0.432526,13,0.432526,4,True,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,AGREE_PASS,True,690.6,-0.5792,0.9412,0.8398,3.5382,-4.5209,True,False,False,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,COCHINSHIP.NS,DOWN,True,0.7401,12,V3_FINAL,20,12,DOWN,1645.2,1645.1,-0.006078,15,0.006078,5,True,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,AGREE_PASS,True,1645.1,-3.0758,-9.4523,-6.9357,12.4393,-0.2365,True,True,True,True
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,JYOTHYLAB.NS,DOWN,True,0.8044,4,V3_FINAL,20,4,DOWN,221.35,221.35,0.0,17,-0.0,6,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,221.35,-0.9261,-3.5464,-6.6862,7.4515,-0.7844,True,False,False,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,ROUTE.NS,DOWN,True,0.8007,5,V3_FINAL,20,5,DOWN,506.35,506.35,0.0,18,-0.0,7,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,506.35,-0.553,2.6365,2.044,2.8122,-4.1367,True,False,False,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,KALYANKJIL.NS,DOWN,True,0.7761,8,V3_FINAL,20,8,DOWN,361.0,361.0,0.0,19,-0.0,8,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,361.0,-2.2022,-4.6676,-2.2161,7.1217,-0.2073,True,True,True,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,MGL.NS,DOWN,True,0.7215,18,V3_FINAL,20,18,DOWN,1067.4,1067.4,0.0,20,-0.0,9,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,1067.4,1.8924,-0.7495,-1.2741,3.621,-2.7426,False,False,False,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,AMBER.NS,DOWN,True,0.7874,7,V3_FINAL,20,7,DOWN,8288.5,8289.0,0.006032,16,-0.006032,10,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,8289.0,2.262,-14.0005,-9.0723,19.4725,-2.9505,False,False,False,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,TEJASNET.NS,DOWN,True,0.8975,1,V3_FINAL,20,1,DOWN,458.05,458.5,0.098243,14,-0.098243,11,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,458.5,-2.7808,0.916,1.5703,7.6417,-4.2398,True,True,True,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,LUPIN.NS,DOWN,True,0.7229,15,V3_FINAL,20,15,DOWN,2258.2,2268.0,0.433974,12,-0.433974,12,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,2268.0,0.3616,0.8554,0.7275,2.4344,-1.8012,False,False,False,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,JSWENERGY.NS,DOWN,True,0.7285,14,V3_FINAL,20,14,DOWN,512.8,515.05,0.438768,11,-0.438768,13,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,515.05,0.0,3.5142,6.4848,1.9396,-6.9131,False,False,False,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,PARAS.NS,DOWN,True,0.7219,17,V3_FINAL,20,17,DOWN,783.15,787.05,0.497989,10,-0.497989,14,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,787.05,-4.2755,-3.043,0.4638,9.1609,-4.4842,True,True,True,True
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,GRSE.NS,DOWN,True,0.8575,2,V3_FINAL,20,2,DOWN,2705.3999,2719.0,0.502702,9,-0.502702,15,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,2719.0,-1.2174,-2.2251,-1.0445,6.6275,-0.9075,True,True,False,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,BEML.NS,DOWN,True,0.7744,9,V3_FINAL,20,9,DOWN,1833.4,1843.0,0.523617,8,-0.523617,16,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,1843.0,-2.9788,-0.9007,-0.0814,8.1509,-2.1762,True,True,True,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,TORNTPOWER.NS,DOWN,True,0.7651,10,V3_FINAL,20,10,DOWN,1457.7,1466.3,0.589971,7,-0.589971,17,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,1466.3,-0.0205,0.9548,1.7118,2.2453,-5.0262,True,False,False,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,ONMOBILE.NS,DOWN,True,0.7103,20,V3_FINAL,20,20,DOWN,53.45,53.8,0.654818,6,-0.654818,18,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,53.8,2.7881,-5.7063,-6.5242,9.4386,-4.7619,False,False,False,False
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,HFCL.NS,DOWN,True,0.7139,19,V3_FINAL,20,19,DOWN,151.59,152.64,0.692658,5,-0.692658,19,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,152.64,-3.1119,-9.4798,-7.1344,13.1253,-0.398,True,True,True,True
5d62962fb3dd8e71,2026-05-14,2026-05-15,2026-08-21T11:40:49.713897+00:00,FINAL_TRADING_ARCHITECTURE_SHADOW_001_v1,NOCIL.NS,DOWN,True,0.7427,11,V3_FINAL,20,11,DOWN,167.46,168.8,0.800191,4,-0.800191,20,False,NEUTRAL,NONE,DOWN_RANGE_NEUTRAL,RANGE,False,NEUTRAL,True,168.8,-2.5592,1.6706,-1.5462,6.532,-4.5249,True,True,True,False
