trading_date,symbol,direction,v3_score,knowledge_score,knowledge_confidence,conflict_type,t1_ret_pct,v3_favorable,knowledge_favorable,split
2025-09-16,COCHINSHIP.NS,UP,0.9621,1.0,HIGH,ALIGNED,3.7824,True,True,TRAIN
2025-09-16,PARAS.NS,UP,0.9621,0.875,HIGH,ALIGNED,1.2387,True,True,TRAIN
2025-09-16,MIDHANI.NS,UP,0.9434,1.0,HIGH,ALIGNED,0.3893,True,True,TRAIN
2025-09-16,HFCL.NS,UP,0.9141,1.0,HIGH,ALIGNED,-1.7526,False,False,TRAIN
2025-09-16,MOTHERSON.NS,UP,0.9085,0.75,HIGH,ALIGNED,-0.5005,False,False,TRAIN
2025-09-16,BDL.NS,UP,0.8932,0.75,HIGH,ALIGNED,1.2212,True,True,TRAIN
2025-09-16,RADICO.NS,UP,0.8917,0.875,HIGH,ALIGNED,0.551,True,True,TRAIN
2025-09-16,IRCON.NS,UP,0.8862,1.0,HIGH,ALIGNED,0.9773,True,True,TRAIN
2025-09-16,DATAPATTNS.NS,UP,0.8735,0.875,HIGH,ALIGNED,3.9137,True,True,TRAIN
2025-09-16,PERSISTENT.NS,UP,0.859,1.0,HIGH,ALIGNED,0.8196,True,True,TRAIN
2025-09-16,RVNL.NS,UP,0.858,1.0,HIGH,ALIGNED,1.6624,True,True,TRAIN
2025-09-16,RAILTEL.NS,UP,0.8529,0.75,HIGH,ALIGNED,0.9951,True,True,TRAIN
2025-09-16,SOBHA.NS,UP,0.85,0.75,HIGH,ALIGNED,1.1451,True,True,TRAIN
2025-09-16,TIINDIA.NS,UP,0.8444,0.75,HIGH,ALIGNED,-0.5111,False,False,TRAIN
2025-09-16,MGL.NS,UP,0.8434,1.0,HIGH,ALIGNED,-0.1174,False,False,TRAIN
2025-09-16,GRSE.NS,UP,0.8342,0.75,HIGH,ALIGNED,6.6918,True,True,TRAIN
2025-09-16,JSWENERGY.NS,UP,0.8248,1.0,HIGH,ALIGNED,-0.9351,False,False,TRAIN
2025-09-16,NHPC.NS,UP,0.8248,1.0,HIGH,ALIGNED,-1.58,False,False,TRAIN
2025-09-16,IDEA.NS,UP,0.8233,0.75,HIGH,ALIGNED,-2.1411,False,False,TRAIN
2025-09-16,NCC.NS,UP,0.8192,1.0,HIGH,ALIGNED,-0.1758,False,False,TRAIN
2025-09-17,ONMOBILE.NS,UP,0.992,0.75,HIGH,ALIGNED,0.6871,True,True,TRAIN
2025-09-17,COCHINSHIP.NS,UP,0.9833,0.875,HIGH,ALIGNED,0.8939,True,True,TRAIN
2025-09-17,DATAPATTNS.NS,UP,0.9773,0.875,HIGH,ALIGNED,-1.2682,False,False,TRAIN
2025-09-17,GRSE.NS,UP,0.9655,1.0,HIGH,ALIGNED,0.8757,True,True,TRAIN
2025-09-17,PARAS.NS,UP,0.9543,0.75,HIGH,ALIGNED,-1.0162,False,False,TRAIN
2025-09-17,IDEAFORGE.NS,UP,0.9452,1.0,HIGH,ALIGNED,-0.2055,False,False,TRAIN
2025-09-17,IRCON.NS,UP,0.9292,1.0,HIGH,ALIGNED,-0.5989,False,False,TRAIN
2025-09-17,RVNL.NS,UP,0.9116,1.0,HIGH,ALIGNED,0.4712,True,True,TRAIN
2025-09-17,RAILTEL.NS,UP,0.9092,0.875,HIGH,ALIGNED,-0.8231,False,False,TRAIN
2025-09-17,BEML.NS,UP,0.9063,0.875,HIGH,ALIGNED,-1.1014,False,False,TRAIN
2025-09-17,MIDHANI.NS,UP,0.8932,1.0,HIGH,ALIGNED,-1.6362,False,False,TRAIN
2025-09-17,BDL.NS,UP,0.8659,1.0,HIGH,ALIGNED,-0.8864,False,False,TRAIN
2025-09-17,HFCL.NS,UP,0.8638,0.875,HIGH,ALIGNED,3.3546,True,True,TRAIN
2025-09-17,MAZDOCK.NS,UP,0.8384,1.0,HIGH,ALIGNED,-0.4137,False,False,TRAIN
2025-09-17,VEDL.NS,UP,0.8343,0.875,HIGH,ALIGNED,-0.1096,False,False,TRAIN
2025-09-17,PRESTIGE.NS,UP,0.8292,1.0,HIGH,ALIGNED,-1.5293,False,False,TRAIN
2025-09-17,MOTHERSON.NS,UP,0.8208,0.5,MEDIUM,ALIGNED,-0.3292,False,False,TRAIN
2025-09-17,COROMANDEL.NS,UP,0.807,0.75,HIGH,ALIGNED,-0.9753,False,False,TRAIN
2025-09-17,TATACHEM.NS,UP,0.7993,1.0,HIGH,ALIGNED,-1.5819,False,False,TRAIN
2025-09-17,AMBER.NS,UP,0.7971,0.875,HIGH,ALIGNED,-0.3198,False,False,TRAIN
2025-09-18,GRSE.NS,UP,0.9846,1.0,HIGH,ALIGNED,-0.8034,False,False,TRAIN
2025-09-18,COCHINSHIP.NS,UP,0.9802,0.75,HIGH,ALIGNED,-0.346,False,False,TRAIN
2025-09-18,ONMOBILE.NS,UP,0.978,0.75,HIGH,ALIGNED,-1.3966,False,False,TRAIN
2025-09-18,HFCL.NS,UP,0.9473,1.0,HIGH,ALIGNED,-1.5714,False,False,TRAIN
2025-09-18,DATAPATTNS.NS,UP,0.9234,0.75,HIGH,ALIGNED,0.9316,True,True,TRAIN
2025-09-18,PARAS.NS,UP,0.9,0.5,MEDIUM,ALIGNED,1.0537,True,True,TRAIN
2025-09-18,IRCON.NS,UP,0.8517,0.75,HIGH,ALIGNED,-0.3819,False,False,TRAIN
2025-09-18,RVNL.NS,UP,0.8473,0.875,HIGH,ALIGNED,0.2621,True,True,TRAIN
2025-09-18,RADICO.NS,UP,0.8212,0.875,HIGH,ALIGNED,1.3951,True,True,TRAIN
2025-09-18,PRESTIGE.NS,UP,0.8168,0.875,HIGH,ALIGNED,-0.6323,False,False,TRAIN
2025-09-18,NATCOPHARM.NS,UP,0.8051,1.0,HIGH,ALIGNED,-0.0057,False,False,TRAIN
2025-09-18,IDEAFORGE.NS,UP,0.7993,0.75,HIGH,ALIGNED,0.1965,True,True,TRAIN
2025-09-18,BDL.NS,UP,0.7934,0.75,HIGH,ALIGNED,1.329,True,True,TRAIN
2025-09-18,AMBER.NS,UP,0.7834,0.75,HIGH,ALIGNED,0.3087,True,True,TRAIN
2025-09-18,M&MFIN.NS,UP,0.7817,0.75,HIGH,ALIGNED,1.259,True,True,TRAIN
2025-09-18,BEML.NS,UP,0.781,0.625,HIGH,ALIGNED,0.0299,True,True,TRAIN
2025-09-18,RAILTEL.NS,UP,0.7715,0.5,MEDIUM,ALIGNED,-0.9557,False,False,TRAIN
2025-09-18,MAZDOCK.NS,UP,0.7522,0.5,MEDIUM,ALIGNED,0.0134,True,True,TRAIN
2025-09-18,RATNAMANI.NS,UP,0.75,1.0,HIGH,ALIGNED,-2.6973,False,False,TRAIN
2025-09-18,SOBHA.NS,UP,0.7483,0.875,HIGH,ALIGNED,-2.0929,False,False,TRAIN
2025-09-19,SUDARSCHEM.NS,UP,0.9265,1.0,HIGH,ALIGNED,2.6587,True,True,TRAIN
2025-09-19,CENTUM.NS,UP,0.9226,0.875,HIGH,ALIGNED,-0.7698,False,False,TRAIN
2025-09-19,RADICO.NS,UP,0.8823,1.0,HIGH,ALIGNED,-0.8157,False,False,TRAIN
2025-09-19,ONMOBILE.NS,UP,0.86,0.5,MEDIUM,ALIGNED,4.8286,True,True,TRAIN
2025-09-19,ASHOKLEY.NS,UP,0.858,0.75,HIGH,ALIGNED,-1.0434,False,False,TRAIN
2025-09-19,COCHINSHIP.NS,UP,0.8556,0.5,MEDIUM,ALIGNED,1.1627,True,True,TRAIN
2025-09-19,GODREJPROP.NS,UP,0.8148,1.0,HIGH,ALIGNED,-1.9346,False,False,TRAIN
2025-09-19,CANBK.NS,UP,0.8041,1.0,HIGH,ALIGNED,0.9426,True,True,TRAIN
2025-09-19,M&MFIN.NS,UP,0.8017,0.75,HIGH,ALIGNED,0.2418,True,True,TRAIN
2025-09-19,CHOLAFIN.NS,UP,0.7983,1.0,HIGH,ALIGNED,2.4577,True,True,TRAIN
2025-09-19,RVNL.NS,UP,0.7971,0.875,HIGH,ALIGNED,-1.2519,False,False,TRAIN
2025-09-19,PARAS.NS,UP,0.7964,0.75,HIGH,ALIGNED,-1.8448,False,False,TRAIN
2025-09-19,ADANIGREEN.NS,UP,0.7874,0.625,HIGH,ALIGNED,11.7833,True,True,TRAIN
2025-09-19,PRESTIGE.NS,UP,0.7801,0.75,HIGH,ALIGNED,-0.0803,False,False,TRAIN
2025-09-19,IRCON.NS,UP,0.7782,0.625,HIGH,ALIGNED,-1.6956,False,False,TRAIN
2025-09-19,LAURUSLABS.NS,UP,0.7689,0.75,HIGH,ALIGNED,-3.0362,False,False,TRAIN
2025-09-19,PGHH.NS,UP,0.7684,1.0,HIGH,ALIGNED,-1.7709,False,False,TRAIN
2025-09-19,ADANIENSOL.NS,UP,0.7672,0.625,HIGH,ALIGNED,6.8688,True,True,TRAIN
2025-09-19,BANKBARODA.NS,UP,0.766,1.0,HIGH,ALIGNED,-0.3729,False,False,TRAIN
2025-09-19,CESC.NS,UP,0.7604,1.0,HIGH,ALIGNED,-0.7494,False,False,TRAIN
2025-09-22,ONMOBILE.NS,UP,0.9668,0.75,HIGH,ALIGNED,3.5928,True,True,TRAIN
2025-09-22,ADANIGREEN.NS,UP,0.9582,0.75,HIGH,ALIGNED,-1.7966,False,False,TRAIN
2025-09-22,GRSE.NS,UP,0.9452,1.0,HIGH,ALIGNED,0.4647,True,True,TRAIN
2025-09-22,ADANIENSOL.NS,UP,0.9404,0.75,HIGH,ALIGNED,-1.3121,False,False,TRAIN
2025-09-22,SUDARSCHEM.NS,UP,0.8921,0.875,HIGH,ALIGNED,0.6739,True,True,TRAIN
2025-09-22,RATEGAIN.NS,UP,0.8892,0.75,HIGH,ALIGNED,1.1476,True,True,TRAIN
2025-09-22,NAUKRI.NS,UP,0.851,1.0,HIGH,ALIGNED,-1.6788,False,False,TRAIN
2025-09-22,CHOLAFIN.NS,UP,0.8471,0.75,HIGH,ALIGNED,-0.3804,False,False,TRAIN
2025-09-22,COCHINSHIP.NS,UP,0.8442,0.625,HIGH,ALIGNED,-1.9502,False,False,TRAIN
2025-09-22,CENTUM.NS,UP,0.8416,0.625,HIGH,ALIGNED,-0.5516,False,False,TRAIN
2025-09-22,BLUESTARCO.NS,UP,0.8385,0.75,HIGH,ALIGNED,-1.6426,False,False,TRAIN
2025-09-22,MUTHOOTFIN.NS,UP,0.8075,0.75,HIGH,ALIGNED,0.4331,True,True,TRAIN
2025-09-22,M&MFIN.NS,UP,0.8038,0.625,HIGH,ALIGNED,-2.5668,False,False,TRAIN
2025-09-22,ASHOKLEY.NS,UP,0.8017,0.625,HIGH,ALIGNED,3.3137,True,True,TRAIN
2025-09-22,CANBK.NS,UP,0.7959,1.0,HIGH,ALIGNED,2.549,True,True,TRAIN
2025-09-22,INTELLECT.NS,UP,0.7952,0.875,HIGH,ALIGNED,-0.8907,False,False,TRAIN
2025-09-22,IDEA.NS,UP,0.7692,0.75,HIGH,ALIGNED,3.9333,True,True,TRAIN
2025-09-22,POLYCAB.NS,UP,0.7687,0.75,HIGH,ALIGNED,-0.4832,False,False,TRAIN
2025-09-22,MRPL.NS,UP,0.7389,0.75,HIGH,ALIGNED,-0.5929,False,False,TRAIN
2025-09-22,TORNTPHARM.NS,UP,0.7385,1.0,HIGH,ALIGNED,-0.1204,False,False,TRAIN
2025-09-23,ONMOBILE.NS,UP,0.9966,0.75,HIGH,ALIGNED,-1.7489,False,False,TRAIN
2025-09-23,ADANIGREEN.NS,UP,0.9743,0.625,HIGH,ALIGNED,-3.1994,False,False,TRAIN
2025-09-23,ADANIENSOL.NS,UP,0.9466,0.625,HIGH,ALIGNED,-3.9023,False,False,TRAIN
2025-09-23,ASHOKLEY.NS,UP,0.9182,0.75,HIGH,ALIGNED,-1.2358,False,False,TRAIN
2025-09-23,DEEPAKFERT.NS,UP,0.91,1.0,HIGH,ALIGNED,4.063,True,True,TRAIN
2025-09-23,GRSE.NS,UP,0.8857,0.875,HIGH,ALIGNED,1.2683,True,True,TRAIN
2025-09-23,MOIL.NS,UP,0.8425,1.0,HIGH,ALIGNED,0.0276,True,True,TRAIN
2025-09-23,NAUKRI.NS,UP,0.8393,0.875,HIGH,ALIGNED,-0.617,False,False,TRAIN
2025-09-23,CANBK.NS,UP,0.8391,0.75,HIGH,ALIGNED,0.8285,True,True,TRAIN
2025-09-23,PNBHOUSING.NS,UP,0.8364,0.75,HIGH,ALIGNED,-0.2075,False,False,TRAIN
2025-09-23,SUDARSCHEM.NS,UP,0.832,0.875,HIGH,ALIGNED,-0.2166,False,False,TRAIN
2025-09-23,IDEAFORGE.NS,UP,0.8083,0.75,HIGH,ALIGNED,0.0657,True,True,TRAIN
2025-09-23,OLECTRA.NS,UP,0.7932,0.75,HIGH,ALIGNED,-1.5619,False,False,TRAIN
2025-09-23,CENTUM.NS,UP,0.7745,0.625,HIGH,ALIGNED,3.0021,True,True,TRAIN
2025-09-23,BPCL.NS,UP,0.7689,1.0,HIGH,ALIGNED,-0.0151,False,False,TRAIN
2025-09-23,IDEA.NS,UP,0.7684,0.625,HIGH,ALIGNED,-1.4908,False,False,TRAIN
2025-09-23,LAURUSLABS.NS,UP,0.7602,0.75,HIGH,ALIGNED,-0.033,False,False,TRAIN
2025-09-23,MARUTI.NS,UP,0.7473,0.75,HIGH,ALIGNED,0.9443,True,True,TRAIN
2025-09-23,NMDC.NS,UP,0.7456,1.0,HIGH,ALIGNED,-1.1524,False,False,TRAIN
2025-09-23,TORNTPHARM.NS,UP,0.7437,1.0,HIGH,ALIGNED,-1.0105,False,False,TRAIN
2025-09-24,ADANIGREEN.NS,UP,0.9718,0.875,HIGH,ALIGNED,-1.4335,False,False,TRAIN
2025-09-24,IDEA.NS,UP,0.9556,0.5,MEDIUM,ALIGNED,1.0477,True,True,TRAIN
2025-09-24,CENTUM.NS,UP,0.9502,0.875,HIGH,ALIGNED,-4.5647,False,False,TRAIN
2025-09-24,ADANIENSOL.NS,UP,0.949,0.875,HIGH,ALIGNED,0.5849,True,True,TRAIN
2025-09-24,SUDARSCHEM.NS,UP,0.9466,1.0,HIGH,ALIGNED,-5.2483,False,False,TRAIN
2025-09-24,DEEPAKFERT.NS,UP,0.94,0.875,HIGH,ALIGNED,-2.1262,False,False,TRAIN
2025-09-24,ASHOKLEY.NS,UP,0.8937,0.875,HIGH,ALIGNED,-1.2723,False,False,TRAIN
2025-09-24,GRSE.NS,UP,0.8726,0.875,HIGH,ALIGNED,0.0774,True,True,TRAIN
2025-09-24,RATEGAIN.NS,UP,0.8527,0.5,MEDIUM,ALIGNED,0.5539,True,True,TRAIN
2025-09-24,CANBK.NS,UP,0.8257,0.75,HIGH,ALIGNED,-1.196,False,False,TRAIN
2025-09-24,MOIL.NS,UP,0.816,0.75,HIGH,ALIGNED,-0.6069,False,False,TRAIN
2025-09-24,SHYAMMETL.NS,UP,0.8114,0.75,HIGH,ALIGNED,0.1687,True,True,TRAIN
2025-09-24,PNBHOUSING.NS,UP,0.808,0.625,HIGH,ALIGNED,2.0058,True,True,TRAIN
2025-09-24,LAURUSLABS.NS,UP,0.8012,0.875,HIGH,ALIGNED,-1.4729,False,False,TRAIN
2025-09-24,CHOLAFIN.NS,UP,0.7845,0.75,HIGH,ALIGNED,-2.2942,False,False,TRAIN
2025-09-24,APOLLOTYRE.NS,UP,0.7801,0.625,HIGH,ALIGNED,-0.2931,False,False,TRAIN
2025-09-24,SAIL.NS,UP,0.7796,0.75,HIGH,ALIGNED,0.132,True,True,TRAIN
2025-09-24,MUTHOOTFIN.NS,UP,0.7782,0.75,HIGH,ALIGNED,-1.1884,False,False,TRAIN
2025-09-24,BANKBARODA.NS,UP,0.7532,1.0,HIGH,ALIGNED,-0.6093,False,False,TRAIN
2025-09-24,JSWSTEEL.NS,UP,0.751,0.75,HIGH,ALIGNED,-0.0522,False,False,TRAIN
2025-09-25,IDEA.NS,UP,0.9476,0.875,HIGH,ALIGNED,-7.6037,False,False,TRAIN
2025-09-25,ADANIGREEN.NS,UP,0.9184,0.625,HIGH,ALIGNED,-2.9781,False,False,TRAIN
2025-09-25,INTELLECT.NS,UP,0.9109,0.75,HIGH,ALIGNED,-6.9099,False,False,TRAIN
2025-09-25,ADANIENSOL.NS,UP,0.8857,0.75,HIGH,ALIGNED,-1.6775,False,False,TRAIN
2025-09-25,PNBHOUSING.NS,UP,0.8633,0.625,HIGH,ALIGNED,-4.8086,False,False,TRAIN
2025-09-25,HINDZINC.NS,UP,0.8396,1.0,HIGH,ALIGNED,-3.7815,False,False,TRAIN
2025-09-25,GRSE.NS,UP,0.8367,0.875,HIGH,ALIGNED,-3.8794,False,False,TRAIN
2025-09-25,OIL.NS,UP,0.8284,1.0,HIGH,ALIGNED,-1.0969,False,False,TRAIN
2025-09-25,DEEPAKFERT.NS,UP,0.8279,0.75,HIGH,ALIGNED,-0.9763,False,False,TRAIN
2025-09-25,CANBK.NS,UP,0.8226,0.875,HIGH,ALIGNED,-2.7668,False,False,TRAIN
2025-09-25,RATEGAIN.NS,UP,0.8163,0.625,HIGH,ALIGNED,-1.9543,False,False,TRAIN
2025-09-25,CENTUM.NS,UP,0.8104,0.5,MEDIUM,ALIGNED,-4.7066,False,False,TRAIN
2025-09-25,VGUARD.NS,UP,0.8027,0.625,HIGH,ALIGNED,0.2163,True,True,TRAIN
2025-09-25,AMBER.NS,UP,0.801,0.625,HIGH,ALIGNED,-3.2707,False,False,TRAIN
2025-09-25,SUDARSCHEM.NS,UP,0.7961,0.5,MEDIUM,ALIGNED,-2.8528,False,False,TRAIN
2025-09-25,COCHINSHIP.NS,UP,0.767,0.875,HIGH,ALIGNED,-2.735,False,False,TRAIN
2025-09-25,RBLBANK.NS,UP,0.7585,0.875,HIGH,ALIGNED,-1.1254,False,False,TRAIN
2025-09-25,KEI.NS,UP,0.7532,0.875,HIGH,ALIGNED,-2.6119,False,False,TRAIN
2025-09-25,VEDL.NS,UP,0.7524,0.875,HIGH,ALIGNED,-2.9676,False,False,TRAIN
2025-09-25,VINATIORGA.NS,UP,0.7498,0.875,HIGH,ALIGNED,-0.3476,False,False,TRAIN
2025-09-26,ONMOBILE.NS,UP,0.9097,0.625,HIGH,ALIGNED,-2.2206,False,False,TRAIN
2025-09-26,DEEPAKFERT.NS,UP,0.8486,0.875,HIGH,ALIGNED,-2.011,False,False,TRAIN
2025-09-26,HINDZINC.NS,UP,0.8457,0.625,HIGH,ALIGNED,3.7965,True,True,TRAIN
2025-09-26,RATNAMANI.NS,UP,0.8019,0.375,MEDIUM,CONFLICT,-0.1077,False,False,TRAIN
2025-09-26,GRSE.NS,UP,0.794,0.5,MEDIUM,ALIGNED,-4.5146,False,False,TRAIN
2025-09-26,ADANIGREEN.NS,UP,0.792,0.375,MEDIUM,CONFLICT,-1.1505,False,False,TRAIN
2025-09-26,RATEGAIN.NS,UP,0.7862,0.25,LOW,CONFLICT,-3.4324,False,False,TRAIN
2025-09-26,ICICIGI.NS,UP,0.7831,0.875,HIGH,ALIGNED,0.5016,True,True,TRAIN
2025-09-26,MOIL.NS,UP,0.7732,0.5,MEDIUM,ALIGNED,1.6225,True,True,TRAIN
2025-09-26,DEEPAKNTR.NS,UP,0.7684,0.75,HIGH,ALIGNED,-0.8007,False,False,TRAIN
2025-09-26,SHYAMMETL.NS,UP,0.7529,0.5,MEDIUM,ALIGNED,0.1819,True,True,TRAIN
2025-09-26,JSWSTEEL.NS,UP,0.7382,0.75,HIGH,ALIGNED,-0.7605,False,False,TRAIN
2025-09-26,ASHOKLEY.NS,UP,0.7357,0.625,HIGH,ALIGNED,0.3452,True,True,TRAIN
2025-09-26,GODREJAGRO.NS,UP,0.7333,0.375,MEDIUM,CONFLICT,-0.3912,False,False,TRAIN
2025-09-26,BAJFINANCE.NS,UP,0.7331,0.5,MEDIUM,ALIGNED,0.5938,True,True,TRAIN
2025-09-26,LT.NS,UP,0.7329,0.875,HIGH,ALIGNED,-1.102,False,False,TRAIN
2025-09-26,CERA.NS,UP,0.7314,0.375,MEDIUM,CONFLICT,-0.3398,False,False,TRAIN
2025-09-26,CRAFTSMAN.NS,UP,0.728,0.5,MEDIUM,ALIGNED,-0.8924,False,False,TRAIN
2025-09-26,MUTHOOTFIN.NS,UP,0.7217,0.75,HIGH,ALIGNED,1.4701,True,True,TRAIN
2025-09-26,CANBK.NS,UP,0.721,0.625,HIGH,ALIGNED,2.0325,True,True,TRAIN
2025-09-29,MRPL.NS,UP,0.9087,1.0,HIGH,ALIGNED,-0.9843,False,False,TRAIN
2025-09-29,HINDZINC.NS,UP,0.8937,1.0,HIGH,ALIGNED,3.4967,True,True,TRAIN
2025-09-29,VINATIORGA.NS,UP,0.8738,1.0,HIGH,ALIGNED,-2.8594,False,False,TRAIN
2025-09-29,PGHH.NS,UP,0.8548,1.0,HIGH,ALIGNED,-0.4854,False,False,TRAIN
2025-09-29,BPCL.NS,UP,0.8284,1.0,HIGH,ALIGNED,0.4584,True,True,TRAIN
2025-09-29,HFCL.NS,UP,0.813,0.5,MEDIUM,ALIGNED,-1.6066,False,False,TRAIN
2025-09-29,TEJASNET.NS,UP,0.8125,0.625,HIGH,ALIGNED,-1.4229,False,False,TRAIN
2025-09-29,DEEPAKFERT.NS,UP,0.788,0.625,HIGH,ALIGNED,0.0733,True,True,TRAIN
2025-09-29,OIL.NS,UP,0.7774,0.875,HIGH,ALIGNED,-0.8268,False,False,TRAIN
2025-09-29,COROMANDEL.NS,UP,0.7589,0.5,MEDIUM,ALIGNED,0.4423,True,True,TRAIN
2025-09-29,RBLBANK.NS,UP,0.7548,0.875,HIGH,ALIGNED,-0.198,False,False,TRAIN
2025-09-29,MOIL.NS,UP,0.75,0.75,HIGH,ALIGNED,2.8183,True,True,TRAIN
2025-09-29,INDUSINDBK.NS,UP,0.7425,0.375,MEDIUM,CONFLICT,1.6796,True,True,TRAIN
2025-09-29,PETRONET.NS,UP,0.7346,1.0,HIGH,ALIGNED,0.0898,True,True,TRAIN
2025-09-29,VOLTAS.NS,UP,0.7312,0.75,HIGH,ALIGNED,-1.5278,False,False,TRAIN
2025-09-29,PNBHOUSING.NS,UP,0.7209,0.625,HIGH,ALIGNED,-0.7413,False,False,TRAIN
2025-09-29,IDEA.NS,UP,0.72,0.625,HIGH,ALIGNED,-1.335,False,False,TRAIN
2025-09-29,SHYAMMETL.NS,UP,0.719,0.25,LOW,CONFLICT,0.4841,True,True,TRAIN
2025-09-29,CANBK.NS,UP,0.7087,0.75,HIGH,ALIGNED,2.6809,True,True,TRAIN
2025-09-29,TATACOMM.NS,UP,0.7079,0.25,LOW,CONFLICT,0.0186,True,True,TRAIN
2025-09-30,HINDZINC.NS,UP,0.9225,1.0,HIGH,ALIGNED,-0.228,False,False,TRAIN
2025-09-30,NATIONALUM.NS,UP,0.9074,1.0,HIGH,ALIGNED,0.2946,True,True,TRAIN
2025-09-30,RBLBANK.NS,UP,0.8603,0.875,HIGH,ALIGNED,-0.7394,False,False,TRAIN
2025-09-30,VEDL.NS,UP,0.8555,1.0,HIGH,ALIGNED,-0.204,False,False,TRAIN
2025-09-30,MOIL.NS,UP,0.8246,1.0,HIGH,ALIGNED,-0.5131,False,False,TRAIN
2025-09-30,COROMANDEL.NS,UP,0.816,0.625,HIGH,ALIGNED,0.1156,True,True,TRAIN
2025-09-30,MRPL.NS,UP,0.8136,0.75,HIGH,ALIGNED,0.3916,True,True,TRAIN
2025-09-30,VINATIORGA.NS,UP,0.8043,0.75,HIGH,ALIGNED,-0.3168,False,False,TRAIN
2025-09-30,METROBRAND.NS,UP,0.7911,0.875,HIGH,ALIGNED,-3.1388,False,False,TRAIN
2025-09-30,VGUARD.NS,UP,0.7505,0.875,HIGH,ALIGNED,-1.4381,False,False,TRAIN
2025-09-30,MGL.NS,UP,0.7419,0.75,HIGH,ALIGNED,-1.3976,False,False,TRAIN
2025-09-30,OIL.NS,UP,0.7402,0.625,HIGH,ALIGNED,-0.6042,False,False,TRAIN
2025-09-30,HINDALCO.NS,UP,0.7361,0.875,HIGH,ALIGNED,0.525,True,True,TRAIN
2025-09-30,CANBK.NS,UP,0.727,0.875,HIGH,ALIGNED,0.0404,True,True,TRAIN
2025-09-30,PETRONET.NS,UP,0.7251,0.875,HIGH,ALIGNED,-1.5423,False,False,TRAIN
2025-09-30,BPCL.NS,UP,0.7206,0.75,HIGH,ALIGNED,0.0147,True,True,TRAIN
2025-09-30,JINDALSTEL.NS,UP,0.7163,0.875,HIGH,ALIGNED,0.1175,True,True,TRAIN
2025-09-30,PFIZER.NS,UP,0.7144,0.625,HIGH,ALIGNED,2.2836,True,True,TRAIN
2025-09-30,INDIAMART.NS,UP,0.7127,0.5,MEDIUM,ALIGNED,1.8036,True,True,TRAIN
2025-09-30,HEROMOTOCO.NS,UP,0.7112,0.875,HIGH,ALIGNED,-0.7309,False,False,TRAIN
2025-10-01,RATEGAIN.NS,UP,0.9431,0.75,HIGH,ALIGNED,2.0426,True,True,TRAIN
2025-10-01,HINDZINC.NS,UP,0.9033,0.875,HIGH,ALIGNED,2.1087,True,True,TRAIN
2025-10-01,GRANULES.NS,UP,0.888,1.0,HIGH,ALIGNED,2.6997,True,True,TRAIN
2025-10-01,PFIZER.NS,UP,0.8789,0.875,HIGH,ALIGNED,1.3881,True,True,TRAIN
2025-10-01,MRPL.NS,UP,0.8275,0.75,HIGH,ALIGNED,7.5688,True,True,TRAIN
2025-10-01,BEML.NS,UP,0.8237,1.0,HIGH,ALIGNED,1.6556,True,True,TRAIN
2025-10-01,NATIONALUM.NS,UP,0.823,0.75,HIGH,ALIGNED,3.1049,True,True,TRAIN
2025-10-01,RBLBANK.NS,UP,0.8179,0.75,HIGH,ALIGNED,0.2544,True,True,TRAIN
2025-10-01,SHRIRAMFIN.NS,UP,0.8053,1.0,HIGH,ALIGNED,-0.447,False,False,TRAIN
2025-10-01,COROMANDEL.NS,UP,0.7866,0.5,MEDIUM,ALIGNED,2.2434,True,True,TRAIN
2025-10-01,VEDL.NS,UP,0.7811,0.75,HIGH,ALIGNED,1.3123,True,True,TRAIN
2025-10-01,RAILTEL.NS,UP,0.7718,0.875,HIGH,ALIGNED,0.9902,True,True,TRAIN
2025-10-01,ENDURANCE.NS,UP,0.7715,0.75,HIGH,ALIGNED,2.8728,True,True,TRAIN
2025-10-01,VGUARD.NS,UP,0.766,0.5,MEDIUM,ALIGNED,-0.7566,False,False,TRAIN
2025-10-01,INDIAMART.NS,UP,0.7624,0.625,HIGH,ALIGNED,-1.1464,False,False,TRAIN
2025-10-01,MOIL.NS,UP,0.7605,0.625,HIGH,ALIGNED,6.3246,True,True,TRAIN
2025-10-01,BPCL.NS,UP,0.7495,0.875,HIGH,ALIGNED,0.5446,True,True,TRAIN
2025-10-01,GODREJPROP.NS,UP,0.749,0.75,HIGH,ALIGNED,0.1281,True,True,TRAIN
2025-10-01,BEL.NS,UP,0.7464,0.75,HIGH,ALIGNED,1.5129,True,True,TRAIN
2025-10-01,PNB.NS,UP,0.7457,0.875,HIGH,ALIGNED,1.6171,True,True,TRAIN
2025-10-03,KALYANKJIL.NS,UP,0.9616,0.875,HIGH,ALIGNED,-1.3817,False,False,TRAIN
2025-10-03,MRPL.NS,UP,0.9585,0.75,HIGH,ALIGNED,2.9358,True,True,TRAIN
2025-10-03,MOIL.NS,UP,0.944,0.75,HIGH,ALIGNED,0.5617,True,True,TRAIN
2025-10-03,DATAPATTNS.NS,UP,0.9261,1.0,HIGH,ALIGNED,0.2257,True,True,TRAIN
2025-10-03,NATIONALUM.NS,UP,0.9133,1.0,HIGH,ALIGNED,-1.8132,False,False,TRAIN
2025-10-03,ENDURANCE.NS,UP,0.9046,0.875,HIGH,ALIGNED,-0.7085,False,False,TRAIN
