trading_date,model,direction,n_selected,dir_acc,ge2_rate,ge3_rate,avg_fav,avg_mfe,avg_mae,fp_rate,regime
2026-06-09,A_V3_Top5,DOWN,5,0.8,0.6,0.4,3.3801,3.0201,-0.8343,0.0,RANGE
2026-06-09,A_V3_Top6,DOWN,6,0.6667,0.5,0.3333,3.3801,2.8165,0.1819,0.1667,RANGE
2026-06-09,C1_Top5,DOWN,5,1.0,1.0,0.8,3.9001,4.1068,-1.4001,0.0,RANGE
2026-06-09,C1_Top6,DOWN,6,1.0,0.8333,0.6667,3.5015,3.7131,-1.1099,0.0,RANGE
2026-06-09,C2_Top5,DOWN,5,1.0,1.0,0.8,3.9001,4.1068,-1.4001,0.0,RANGE
2026-06-09,C2_Top6,DOWN,6,1.0,1.0,0.6667,3.5866,3.9346,-1.1667,0.0,RANGE
2026-06-09,C3_Top5,DOWN,5,0.8,0.6,0.4,3.3801,3.0201,-0.8343,0.0,RANGE
2026-06-09,C4_Top5,DOWN,5,1.0,1.0,0.8,3.9001,4.1068,-1.4001,0.0,RANGE
2026-06-09,C5_Top5,DOWN,5,1.0,1.0,0.8,3.9001,4.1068,-1.4001,0.0,RANGE
2026-06-09,Random_5,DOWN,5,1.0,0.6,0.4,2.4059,2.9641,0.3155,0.0,RANGE
2026-06-10,V3_20,UP,20,0.25,0.15,0.05,2.1283,1.3291,2.7041,0.6,RANGE
2026-06-10,A_V3_Top5,UP,5,0.4,0.2,0.2,2.4621,2.1269,3.35,0.4,RANGE
2026-06-10,A_V3_Top6,UP,6,0.3333,0.1667,0.1667,2.4621,1.7042,3.6585,0.5,RANGE
2026-06-10,C1_Top5,UP,5,0.4,0.2,0.0,1.3379,1.6892,2.0178,0.2,RANGE
2026-06-10,C1_Top6,UP,6,0.3333,0.1667,0.0,1.3379,1.5392,2.0479,0.3333,RANGE
2026-06-10,C2_Top5,UP,5,0.6,0.4,0.0,1.8544,2.7102,1.3785,0.2,RANGE
2026-06-10,C2_Top6,UP,6,0.5,0.3333,0.0,1.8544,2.39,1.5151,0.3333,RANGE
2026-06-10,C3_Top5,UP,5,0.4,0.2,0.2,2.4621,2.1269,3.35,0.4,RANGE
2026-06-10,C4_Top5,UP,5,0.4,0.2,0.0,1.3379,1.6892,2.0178,0.2,RANGE
2026-06-10,C5_Top5,UP,5,0.6,0.4,0.0,1.8544,2.7102,1.3785,0.2,RANGE
2026-06-10,Random_5,UP,5,0.4,0.2,0.0,1.3379,1.8131,2.961,0.6,RANGE
2026-06-10,V3_20,DOWN,20,0.75,0.3,0.15,1.8033,2.4435,0.6842,0.1,RANGE
2026-06-10,A_V3_Top5,DOWN,5,1.0,0.6,0.4,2.59,3.7726,0.0059,0.0,RANGE
2026-06-10,A_V3_Top6,DOWN,6,0.8333,0.5,0.3333,2.59,3.1906,0.4202,0.0,RANGE
2026-06-10,C1_Top5,DOWN,5,1.0,0.6,0.4,2.59,3.7726,0.0059,0.0,RANGE
2026-06-10,C1_Top6,DOWN,6,0.8333,0.5,0.3333,2.59,3.4373,1.0307,0.1667,RANGE
2026-06-10,C2_Top5,DOWN,5,1.0,0.6,0.4,2.5088,3.9046,0.3377,0.0,RANGE
2026-06-10,C2_Top6,DOWN,6,1.0,0.6667,0.3333,2.5374,3.782,0.1126,0.0,RANGE
2026-06-10,C3_Top5,DOWN,5,1.0,0.6,0.4,2.5088,3.9046,0.3377,0.0,RANGE
2026-06-10,C4_Top5,DOWN,5,1.0,0.6,0.4,2.59,3.7726,0.0059,0.0,RANGE
2026-06-10,C5_Top5,DOWN,5,1.0,0.6,0.4,2.5088,3.9046,0.3377,0.0,RANGE
2026-06-10,Random_5,DOWN,5,0.8,0.4,0.0,1.9117,2.659,0.969,0.0,RANGE
2026-06-11,V3_20,UP,20,0.8,0.55,0.2,3.227,3.5311,0.0695,0.05,RANGE
2026-06-11,A_V3_Top5,UP,5,0.6,0.4,0.2,4.7752,4.53,-0.0077,0.0,RANGE
2026-06-11,A_V3_Top6,UP,6,0.6667,0.5,0.3333,4.4638,4.6896,-0.1119,0.0,RANGE
2026-06-11,C1_Top5,UP,5,0.6,0.4,0.2,4.7752,4.53,-0.0077,0.0,RANGE
2026-06-11,C1_Top6,UP,6,0.6667,0.5,0.3333,4.4638,4.6896,-0.1119,0.0,RANGE
2026-06-11,C2_Top5,UP,5,1.0,0.8,0.4,4.9146,6.1545,-0.5231,0.0,RANGE
2026-06-11,C2_Top6,UP,6,1.0,0.8333,0.5,4.6837,6.0433,-0.5414,0.0,RANGE
2026-06-11,C3_Top5,UP,5,0.8,0.6,0.4,5.6069,5.851,-0.301,0.0,RANGE
2026-06-11,C4_Top5,UP,5,0.6,0.4,0.2,4.7752,4.53,-0.0077,0.0,RANGE
2026-06-11,C5_Top5,UP,5,1.0,0.8,0.4,4.9146,6.1545,-0.5231,0.0,RANGE
2026-06-11,Random_5,UP,5,0.8,0.8,0.2,3.9658,4.0268,0.0355,0.0,RANGE
2026-06-11,V3_20,DOWN,20,0.25,0.1,0.05,1.7527,0.155,2.5501,0.65,RANGE
2026-06-11,A_V3_Top5,DOWN,5,0.2,0.2,0.2,4.9981,0.0413,2.3718,0.8,RANGE
2026-06-11,A_V3_Top6,DOWN,6,0.1667,0.1667,0.1667,4.9981,-0.1725,2.6106,0.8333,RANGE
2026-06-11,C1_Top5,DOWN,5,0.4,0.4,0.2,3.8441,0.7853,1.2347,0.6,RANGE
2026-06-11,C1_Top6,DOWN,6,0.3333,0.3333,0.1667,3.8441,0.6108,1.8833,0.6667,RANGE
2026-06-11,C2_Top5,DOWN,5,0.4,0.4,0.2,3.8441,1.5515,0.3326,0.4,RANGE
2026-06-11,C2_Top6,DOWN,6,0.3333,0.3333,0.1667,3.8441,1.3631,0.5353,0.3333,RANGE
2026-06-11,C3_Top5,DOWN,5,0.2,0.2,0.2,4.9981,0.0413,2.3718,0.8,RANGE
2026-06-11,C4_Top5,DOWN,5,0.4,0.4,0.2,3.8441,0.7853,1.2347,0.6,RANGE
2026-06-11,C5_Top5,DOWN,5,0.4,0.4,0.2,3.8441,1.5515,0.3326,0.4,RANGE
2026-06-11,Random_5,DOWN,5,0.0,0.0,0.0,,-0.6896,3.3204,0.8,RANGE
2026-06-12,V3_20,UP,20,0.7,0.3,0.2,2.1576,3.1242,0.5427,0.25,RANGE
2026-06-12,A_V3_Top5,UP,5,0.4,0.4,0.4,4.4482,3.7513,1.1616,0.6,RANGE
2026-06-12,A_V3_Top6,UP,6,0.5,0.3333,0.3333,3.5893,3.495,0.9382,0.5,RANGE
2026-06-12,C1_Top5,UP,5,0.4,0.4,0.4,4.4482,3.7513,1.1616,0.6,RANGE
2026-06-12,C1_Top6,UP,6,0.5,0.3333,0.3333,3.5893,3.495,0.9382,0.5,RANGE
2026-06-12,C2_Top5,UP,5,1.0,0.8,0.6,3.3571,4.8629,-0.8142,0.0,RANGE
2026-06-12,C2_Top6,UP,6,1.0,0.6667,0.5,3.0174,4.5144,-0.872,0.0,RANGE
2026-06-12,C3_Top5,UP,5,0.8,0.6,0.4,3.0,4.3335,0.5788,0.2,RANGE
2026-06-12,C4_Top5,UP,5,0.4,0.4,0.4,4.4482,3.7513,1.1616,0.6,RANGE
2026-06-12,C5_Top5,UP,5,1.0,0.8,0.6,3.3571,4.8629,-0.8142,0.0,RANGE
2026-06-12,Random_5,UP,5,0.4,0.0,0.0,0.9244,2.7232,1.8189,0.6,RANGE
2026-06-12,V3_20,DOWN,20,0.3,0.05,0.0,0.9245,0.6396,3.0833,0.45,RANGE
2026-06-12,A_V3_Top5,DOWN,5,0.2,0.0,0.0,0.489,1.6957,5.3876,0.6,RANGE
2026-06-12,A_V3_Top6,DOWN,6,0.3333,0.0,0.0,0.3163,1.7043,4.5694,0.5,RANGE
2026-06-12,C1_Top5,DOWN,5,0.4,0.0,0.0,0.3163,2.1307,5.1658,0.6,RANGE
2026-06-12,C1_Top6,DOWN,6,0.3333,0.0,0.0,0.3163,1.7043,4.5694,0.5,RANGE
2026-06-12,C2_Top5,DOWN,5,0.4,0.0,0.0,0.5897,1.632,1.924,0.2,RANGE
2026-06-12,C2_Top6,DOWN,6,0.3333,0.0,0.0,0.5897,1.1762,2.2753,0.3333,RANGE
2026-06-12,C3_Top5,DOWN,5,0.2,0.0,0.0,0.489,1.6957,5.3876,0.6,RANGE
2026-06-12,C4_Top5,DOWN,5,0.4,0.0,0.0,0.3163,2.1307,5.1658,0.6,RANGE
2026-06-12,C5_Top5,DOWN,5,0.4,0.0,0.0,0.5897,1.632,1.924,0.2,RANGE
2026-06-12,Random_5,DOWN,5,0.0,0.0,0.0,,0.153,5.3311,0.8,RANGE
2026-06-15,V3_20,UP,20,0.65,0.2,0.1,1.4838,1.7531,1.2084,0.2,RANGE
2026-06-15,A_V3_Top5,UP,5,0.6,0.2,0.2,1.8095,2.0429,1.6879,0.4,RANGE
2026-06-15,A_V3_Top6,UP,6,0.5,0.1667,0.1667,1.8095,1.8155,1.7764,0.5,RANGE
2026-06-15,C1_Top5,UP,5,0.4,0.2,0.2,1.9039,1.7904,2.0858,0.6,RANGE
2026-06-15,C1_Top6,UP,6,0.5,0.1667,0.1667,1.2803,1.81,1.8604,0.5,RANGE
2026-06-15,C2_Top5,UP,5,0.6,0.0,0.0,0.3411,1.5027,1.7046,0.4,RANGE
2026-06-15,C2_Top6,UP,6,0.6667,0.0,0.0,0.6564,1.5486,1.4478,0.3333,RANGE
2026-06-15,C3_Top5,UP,5,0.6,0.2,0.2,1.8095,2.0429,1.6879,0.4,RANGE
2026-06-15,C4_Top5,UP,5,0.4,0.2,0.2,1.9039,1.7904,2.0858,0.6,RANGE
2026-06-15,C5_Top5,UP,5,0.6,0.0,0.0,0.3411,1.5027,1.7046,0.4,RANGE
2026-06-15,Random_5,UP,5,0.4,0.0,0.0,0.4963,1.0051,1.9711,0.4,RANGE
2026-06-15,V3_20,DOWN,20,0.2,0.1,0.0,1.3445,0.5288,2.641,0.65,RANGE
2026-06-15,A_V3_Top5,DOWN,5,0.0,0.0,0.0,,0.2661,3.18,0.6,RANGE
2026-06-15,A_V3_Top6,DOWN,6,0.0,0.0,0.0,,0.2533,3.0019,0.6667,RANGE
2026-06-15,C1_Top5,DOWN,5,0.2,0.2,0.0,2.7071,1.6387,1.4478,0.4,RANGE
2026-06-15,C1_Top6,DOWN,6,0.3333,0.1667,0.0,1.5683,1.6256,1.2781,0.3333,RANGE
2026-06-15,C2_Top5,DOWN,5,0.4,0.2,0.0,1.5683,1.8444,1.3046,0.4,RANGE
2026-06-15,C2_Top6,DOWN,6,0.3333,0.1667,0.0,1.5683,1.7088,1.3647,0.3333,RANGE
2026-06-15,C3_Top5,DOWN,5,0.0,0.0,0.0,,0.2661,3.18,0.6,RANGE
2026-06-15,C4_Top5,DOWN,5,0.2,0.2,0.0,2.7071,1.6387,1.4478,0.4,RANGE
2026-06-15,C5_Top5,DOWN,5,0.4,0.2,0.0,1.5683,1.8444,1.3046,0.4,RANGE
2026-06-15,Random_5,DOWN,5,0.2,0.0,0.0,0.0536,0.208,3.312,0.8,RANGE
2026-06-16,V3_20,UP,20,0.7,0.2,0.15,1.6637,2.1419,0.9963,0.1,RANGE
2026-06-16,A_V3_Top5,UP,5,0.6,0.0,0.0,0.8889,1.2183,1.0831,0.2,RANGE
2026-06-16,A_V3_Top6,UP,6,0.5,0.0,0.0,0.8889,1.2318,1.7352,0.3333,RANGE
2026-06-16,C1_Top5,UP,5,0.8,0.2,0.2,1.7574,2.5636,0.4545,0.0,RANGE
2026-06-16,C1_Top6,UP,6,0.8333,0.3333,0.1667,1.8721,2.591,0.5571,0.0,RANGE
2026-06-16,C2_Top5,UP,5,0.8,0.2,0.0,0.8642,1.8931,0.6305,0.0,RANGE
2026-06-16,C2_Top6,UP,6,0.6667,0.1667,0.0,0.8642,1.6954,0.8194,0.0,RANGE
2026-06-16,C3_Top5,UP,5,0.6,0.0,0.0,0.2543,0.9199,1.2975,0.2,RANGE
2026-06-16,C4_Top5,UP,5,0.8,0.2,0.2,1.7574,2.5636,0.4545,0.0,RANGE
2026-06-16,C5_Top5,UP,5,0.8,0.2,0.0,0.8642,1.8931,0.6305,0.0,RANGE
2026-06-16,Random_5,UP,5,0.6,0.2,0.2,1.6765,1.8624,1.0693,0.0,RANGE
2026-06-16,V3_20,DOWN,20,0.35,0.0,0.0,0.6218,0.7687,2.3531,0.55,RANGE
2026-06-16,A_V3_Top5,DOWN,5,0.2,0.0,0.0,0.6196,0.6999,4.2453,0.8,RANGE
2026-06-16,A_V3_Top6,DOWN,6,0.1667,0.0,0.0,0.6196,0.5273,3.9031,0.8333,RANGE
2026-06-16,C1_Top5,DOWN,5,0.4,0.0,0.0,0.9581,1.1785,3.0459,0.6,RANGE
2026-06-16,C1_Top6,DOWN,6,0.5,0.0,0.0,0.7986,1.2158,2.6908,0.5,RANGE
2026-06-16,C2_Top5,DOWN,5,0.6,0.0,0.0,0.7986,1.4637,1.7003,0.4,RANGE
2026-06-16,C2_Top6,DOWN,6,0.6667,0.0,0.0,0.6245,1.3389,1.5418,0.3333,RANGE
2026-06-16,C3_Top5,DOWN,5,0.2,0.0,0.0,0.6196,0.6999,4.2453,0.8,RANGE
2026-06-16,C4_Top5,DOWN,5,0.4,0.0,0.0,0.9581,1.1785,3.0459,0.6,RANGE
2026-06-16,C5_Top5,DOWN,5,0.6,0.0,0.0,0.7986,1.4637,1.7003,0.4,RANGE
2026-06-16,Random_5,DOWN,5,0.6,0.0,0.0,0.4004,1.2411,1.9068,0.4,RANGE
2026-06-17,V3_20,UP,20,0.7,0.2,0.2,2.0772,2.509,0.7035,0.1,RANGE
2026-06-17,A_V3_Top5,UP,5,0.8,0.0,0.0,1.0993,2.3769,0.837,0.2,RANGE
2026-06-17,A_V3_Top6,UP,6,0.8333,0.1667,0.1667,2.2331,3.1998,0.8439,0.1667,RANGE
2026-06-17,C1_Top5,UP,5,1.0,0.2,0.2,2.1821,3.7641,0.5325,0.0,RANGE
2026-06-17,C1_Top6,UP,6,1.0,0.3333,0.3333,2.6513,3.9696,-0.2252,0.0,RANGE
2026-06-17,C2_Top5,UP,5,0.8,0.4,0.4,2.6864,3.1022,-0.3222,0.2,RANGE
2026-06-17,C2_Top6,UP,6,0.8333,0.3333,0.3333,2.4438,3.0299,-0.2619,0.1667,RANGE
2026-06-17,C3_Top5,UP,5,1.0,0.4,0.4,2.5835,3.7847,-0.767,0.0,RANGE
2026-06-17,C4_Top5,UP,5,1.0,0.2,0.2,2.1821,3.7641,0.5325,0.0,RANGE
2026-06-17,C5_Top5,UP,5,0.8,0.4,0.4,2.6864,3.1022,-0.3222,0.2,RANGE
2026-06-17,Random_5,UP,5,0.6,0.0,0.0,0.6766,1.3233,1.472,0.2,RANGE
2026-06-17,V3_20,DOWN,20,0.5,0.0,0.0,0.5018,0.8707,1.3639,0.2,RANGE
2026-06-17,A_V3_Top5,DOWN,5,0.8,0.0,0.0,0.8604,1.5075,0.7058,0.0,RANGE
2026-06-17,A_V3_Top6,DOWN,6,0.6667,0.0,0.0,0.8604,1.3401,1.1359,0.1667,RANGE
2026-06-17,C1_Top5,DOWN,5,0.8,0.0,0.0,0.8604,1.5921,0.8853,0.2,RANGE
2026-06-17,C1_Top6,DOWN,6,0.8333,0.0,0.0,0.7029,1.5348,0.8619,0.1667,RANGE
2026-06-17,C2_Top5,DOWN,5,1.0,0.0,0.0,0.7191,1.9444,0.3973,0.0,RANGE
2026-06-17,C2_Top6,DOWN,6,0.8333,0.0,0.0,0.7191,1.7675,0.4881,0.0,RANGE
2026-06-17,C3_Top5,DOWN,5,0.8,0.0,0.0,0.8604,1.5075,0.7058,0.0,RANGE
2026-06-17,C4_Top5,DOWN,5,0.8,0.0,0.0,0.8604,1.5921,0.8853,0.2,RANGE
2026-06-17,C5_Top5,DOWN,5,1.0,0.0,0.0,0.7191,1.9444,0.3973,0.0,RANGE
2026-06-17,Random_5,DOWN,5,0.4,0.0,0.0,0.6573,0.6622,2.003,0.4,RANGE
2026-06-18,V3_20,UP,20,0.4,0.2,0.2,3.3346,2.0881,1.5269,0.3,RANGE
2026-06-18,A_V3_Top5,UP,5,0.8,0.6,0.6,4.5033,4.7846,0.857,0.2,RANGE
2026-06-18,A_V3_Top6,UP,6,0.6667,0.5,0.5,4.5033,3.7373,1.3109,0.3333,RANGE
2026-06-18,C1_Top5,UP,5,0.8,0.4,0.4,3.1905,4.2266,-0.315,0.0,RANGE
2026-06-18,C1_Top6,UP,6,0.8333,0.5,0.5,3.5713,4.5372,-0.1311,0.0,RANGE
2026-06-18,C2_Top5,UP,5,0.8,0.4,0.4,3.1905,4.2266,-0.315,0.0,RANGE
2026-06-18,C2_Top6,UP,6,0.6667,0.3333,0.3333,3.1905,3.5432,0.0382,0.0,RANGE
2026-06-18,C3_Top5,UP,5,0.8,0.6,0.6,4.6515,5.6104,-0.5459,0.0,RANGE
2026-06-18,C4_Top5,UP,5,0.8,0.4,0.4,3.1905,4.2266,-0.315,0.0,RANGE
2026-06-18,C5_Top5,UP,5,0.8,0.4,0.4,3.1905,4.2266,-0.315,0.0,RANGE
2026-06-18,Random_5,UP,5,0.4,0.2,0.2,4.5838,2.6702,2.2844,0.2,RANGE
2026-06-18,V3_20,DOWN,20,0.5,0.25,0.1,1.9398,2.2936,0.9505,0.45,RANGE
2026-06-18,A_V3_Top5,DOWN,5,0.6,0.4,0.2,2.0952,2.8157,1.2237,0.4,RANGE
2026-06-18,A_V3_Top6,DOWN,6,0.6667,0.3333,0.1667,1.6398,2.4744,1.1364,0.3333,RANGE
2026-06-18,C1_Top5,DOWN,5,0.6,0.6,0.0,2.6153,4.7078,-0.2558,0.4,RANGE
2026-06-18,C1_Top6,DOWN,6,0.6667,0.6667,0.1667,3.6488,5.3644,-1.1223,0.3333,RANGE
2026-06-18,C2_Top5,DOWN,5,0.8,0.8,0.2,3.6488,6.3459,-1.6267,0.2,RANGE
2026-06-18,C2_Top6,DOWN,6,0.6667,0.6667,0.1667,3.6488,5.423,-0.9155,0.3333,RANGE
2026-06-18,C3_Top5,DOWN,5,0.8,0.8,0.2,3.6488,6.3552,-1.6927,0.2,RANGE
2026-06-18,C4_Top5,DOWN,5,0.6,0.6,0.0,2.6153,4.7078,-0.2558,0.4,RANGE
2026-06-18,C5_Top5,DOWN,5,0.8,0.8,0.2,3.6488,6.3459,-1.6267,0.2,RANGE
2026-06-18,Random_5,DOWN,5,0.4,0.2,0.2,1.596,1.226,2.1942,0.6,RANGE
2026-06-19,V3_20,UP,20,0.6,0.25,0.05,1.5366,2.3803,1.2596,0.3,RANGE
2026-06-19,A_V3_Top5,UP,5,0.4,0.0,0.0,0.7993,1.0408,2.2916,0.6,RANGE
2026-06-19,A_V3_Top6,UP,6,0.5,0.0,0.0,0.7248,1.1209,2.0433,0.5,RANGE
2026-06-19,C1_Top5,UP,5,0.8,0.0,0.0,0.599,2.2066,1.2938,0.2,RANGE
2026-06-19,C1_Top6,UP,6,0.8333,0.1667,0.0,0.9641,2.3316,1.1,0.1667,RANGE
2026-06-19,C2_Top5,UP,5,0.6,0.4,0.2,2.5469,3.5557,-0.2197,0.0,RANGE
2026-06-19,C2_Top6,UP,6,0.6667,0.3333,0.1667,2.073,3.2493,-0.1831,0.0,RANGE
2026-06-19,C3_Top5,UP,5,0.6,0.2,0.2,1.8023,3.1335,0.3964,0.2,RANGE
2026-06-19,C4_Top5,UP,5,0.8,0.0,0.0,0.599,2.2066,1.2938,0.2,RANGE
2026-06-19,C5_Top5,UP,5,0.6,0.4,0.2,2.5469,3.5557,-0.2197,0.0,RANGE
2026-06-19,Random_5,UP,5,0.4,0.2,0.2,3.2011,2.4504,0.922,0.6,RANGE
2026-06-19,V3_20,DOWN,20,0.2,0.1,0.0,1.6804,0.5067,2.9592,0.45,RANGE
2026-06-19,A_V3_Top5,DOWN,5,0.4,0.2,0.0,1.5944,0.9974,1.6133,0.2,RANGE
2026-06-19,A_V3_Top6,DOWN,6,0.5,0.1667,0.0,1.2779,1.0533,1.8195,0.1667,RANGE
2026-06-19,C1_Top5,DOWN,5,0.4,0.2,0.0,1.7665,1.3528,2.848,0.6,RANGE
2026-06-19,C1_Top6,DOWN,6,0.3333,0.1667,0.0,1.7665,1.1073,2.7181,0.6667,RANGE
2026-06-19,C2_Top5,DOWN,5,0.4,0.2,0.0,1.7665,1.3528,2.848,0.6,RANGE
2026-06-19,C2_Top6,DOWN,6,0.3333,0.1667,0.0,1.7665,1.1073,2.7181,0.6667,RANGE
2026-06-19,C3_Top5,DOWN,5,0.4,0.2,0.0,1.5944,0.9974,1.6133,0.2,RANGE
2026-06-19,C4_Top5,DOWN,5,0.4,0.2,0.0,1.7665,1.3528,2.848,0.6,RANGE
2026-06-19,C5_Top5,DOWN,5,0.4,0.2,0.0,1.7665,1.3528,2.848,0.6,RANGE
2026-06-19,Random_5,DOWN,5,0.0,0.0,0.0,,0.4529,2.6178,0.4,RANGE
2026-06-22,V3_20,UP,20,0.15,0.05,0.05,2.0695,1.5297,2.1664,0.7,RANGE
2026-06-22,A_V3_Top5,UP,5,0.0,0.0,0.0,,2.1208,3.0918,0.8,RANGE
2026-06-22,A_V3_Top6,UP,6,0.0,0.0,0.0,,2.049,3.4096,0.8333,RANGE
2026-06-22,C1_Top5,UP,5,0.2,0.2,0.2,4.9912,3.3663,1.0682,0.6,RANGE
2026-06-22,C1_Top6,UP,6,0.1667,0.1667,0.1667,4.9912,2.8938,1.2481,0.6667,RANGE
2026-06-22,C2_Top5,UP,5,0.2,0.2,0.2,4.9912,3.3663,1.0682,0.6,RANGE
2026-06-22,C2_Top6,UP,6,0.1667,0.1667,0.1667,4.9912,2.8938,1.2481,0.6667,RANGE
2026-06-22,C3_Top5,UP,5,0.2,0.2,0.2,4.9912,2.9803,1.2825,0.6,RANGE
2026-06-22,C4_Top5,UP,5,0.2,0.2,0.2,4.9912,3.3663,1.0682,0.6,RANGE
2026-06-22,C5_Top5,UP,5,0.2,0.2,0.2,4.9912,3.3663,1.0682,0.6,RANGE
2026-06-22,Random_5,UP,5,0.2,0.2,0.2,4.9912,2.894,1.0615,0.6,RANGE
2026-06-22,V3_20,DOWN,20,0.9,0.35,0.25,1.9355,2.359,0.6099,0.0,RANGE
2026-06-22,A_V3_Top5,DOWN,5,0.8,0.6,0.4,2.7429,2.7482,0.9198,0.0,RANGE
2026-06-22,A_V3_Top6,DOWN,6,0.8333,0.6667,0.5,2.872,2.9065,0.6085,0.0,RANGE
2026-06-22,C1_Top5,DOWN,5,0.8,0.6,0.4,3.0503,3.056,0.3445,0.0,RANGE
2026-06-22,C1_Top6,DOWN,6,0.8333,0.6667,0.5,3.3468,3.378,0.3406,0.0,RANGE
2026-06-22,C2_Top5,DOWN,5,0.8,0.6,0.6,3.2369,3.291,0.0906,0.0,RANGE
2026-06-22,C2_Top6,DOWN,6,0.8333,0.5,0.5,2.9267,3.0674,0.2071,0.0,RANGE
2026-06-22,C3_Top5,DOWN,5,0.8,0.6,0.4,2.7429,2.7482,0.9198,0.0,RANGE
2026-06-22,C4_Top5,DOWN,5,0.8,0.6,0.4,3.0503,3.056,0.3445,0.0,RANGE
2026-06-22,C5_Top5,DOWN,5,0.8,0.6,0.6,3.2369,3.291,0.0906,0.0,RANGE
2026-06-22,Random_5,DOWN,5,0.8,0.2,0.2,1.9611,2.0645,0.7834,0.0,RANGE
2026-06-23,V3_20,UP,20,0.3,0.0,0.0,0.4203,1.1975,2.3903,0.45,RANGE
2026-06-23,A_V3_Top5,UP,5,0.2,0.0,0.0,0.3497,1.5403,2.4756,0.4,RANGE
2026-06-23,A_V3_Top6,UP,6,0.3333,0.0,0.0,0.3059,1.6691,2.1627,0.3333,RANGE
2026-06-23,C1_Top5,UP,5,0.4,0.0,0.0,0.3597,1.3755,1.8558,0.2,RANGE
2026-06-23,C1_Top6,UP,6,0.3333,0.0,0.0,0.3597,1.2768,1.9955,0.3333,RANGE
2026-06-23,C2_Top5,UP,5,0.4,0.0,0.0,0.3597,1.2218,1.6778,0.4,RANGE
2026-06-23,C2_Top6,UP,6,0.3333,0.0,0.0,0.3597,1.1487,1.8472,0.5,RANGE
2026-06-23,C3_Top5,UP,5,0.2,0.0,0.0,0.3497,1.5403,2.4756,0.4,RANGE
2026-06-23,C4_Top5,UP,5,0.4,0.0,0.0,0.3597,1.3755,1.8558,0.2,RANGE
2026-06-23,C5_Top5,UP,5,0.4,0.0,0.0,0.3597,1.2218,1.6778,0.4,RANGE
2026-06-23,Random_5,UP,5,0.2,0.0,0.0,0.3696,1.6707,2.8779,0.6,RANGE
2026-06-23,V3_20,DOWN,20,0.35,0.05,0.05,1.285,1.3103,1.5879,0.4,RANGE
2026-06-23,A_V3_Top5,DOWN,5,0.4,0.2,0.2,1.9088,1.1767,1.8865,0.6,RANGE
2026-06-23,A_V3_Top6,DOWN,6,0.3333,0.1667,0.1667,1.9088,1.3569,2.0785,0.6667,RANGE
2026-06-23,C1_Top5,DOWN,5,0.4,0.2,0.2,1.9088,2.4005,1.0055,0.4,RANGE
2026-06-23,C1_Top6,DOWN,6,0.3333,0.1667,0.1667,1.9088,2.2453,1.0182,0.3333,RANGE
2026-06-23,C2_Top5,DOWN,5,0.6,0.2,0.2,1.5682,2.469,0.1871,0.0,RANGE
2026-06-23,C2_Top6,DOWN,6,0.5,0.1667,0.1667,1.5682,2.2195,0.5118,0.1667,RANGE
2026-06-23,C3_Top5,DOWN,5,0.4,0.2,0.2,1.9088,1.1767,1.8865,0.6,RANGE
2026-06-23,C4_Top5,DOWN,5,0.4,0.2,0.2,1.9088,2.4005,1.0055,0.4,RANGE
2026-06-23,C5_Top5,DOWN,5,0.6,0.2,0.2,1.5682,2.469,0.1871,0.0,RANGE
2026-06-23,Random_5,DOWN,5,0.4,0.2,0.2,2.1418,1.5454,1.1071,0.2,RANGE
2026-06-24,V3_20,UP,20,0.4,0.15,0.15,2.0437,1.7718,1.7733,0.4,RANGE
2026-06-24,A_V3_Top5,UP,5,0.6,0.2,0.2,2.3898,2.6189,1.5897,0.2,RANGE
2026-06-24,A_V3_Top6,UP,6,0.5,0.1667,0.1667,2.3898,1.35,2.1571,0.3333,RANGE
2026-06-24,C1_Top5,UP,5,0.6,0.2,0.2,2.2891,2.5179,1.991,0.2,RANGE
2026-06-24,C1_Top6,UP,6,0.5,0.1667,0.1667,2.2891,2.3345,2.3791,0.3333,RANGE
2026-06-24,C2_Top5,UP,5,0.4,0.2,0.2,1.6924,2.202,1.5104,0.2,RANGE
2026-06-24,C2_Top6,UP,6,0.5,0.1667,0.1667,1.7772,2.2844,1.4016,0.1667,RANGE
2026-06-24,C3_Top5,UP,5,0.6,0.2,0.2,2.3898,2.6189,1.5897,0.2,RANGE
2026-06-24,C4_Top5,UP,5,0.6,0.2,0.2,2.2891,2.5179,1.991,0.2,RANGE
2026-06-24,C5_Top5,UP,5,0.4,0.2,0.2,1.6924,2.202,1.5104,0.2,RANGE
2026-06-24,Random_5,UP,5,0.6,0.0,0.0,0.7951,1.5121,1.5622,0.2,RANGE
2026-06-24,V3_20,DOWN,20,0.65,0.35,0.25,2.4305,1.9469,1.0799,0.15,RANGE
2026-06-24,A_V3_Top5,DOWN,5,0.6,0.4,0.0,2.0507,1.6638,1.8415,0.2,RANGE
2026-06-24,A_V3_Top6,DOWN,6,0.6667,0.3333,0.0,1.7353,1.655,1.4896,0.1667,RANGE
2026-06-24,C1_Top5,DOWN,5,0.8,0.6,0.6,2.9381,3.538,-0.4789,0.0,RANGE
2026-06-24,C1_Top6,DOWN,6,0.8333,0.6667,0.6667,3.2915,3.7684,-0.7028,0.0,RANGE
