trading_date,symbol,direction,split,regime,v3_score,gap_pct,gap_direction,gap_band,nifty_gap_pct,nifty_gap_dir,rel_gap,C1_score,C2_score,C3_score,C4_score,C5_score,t_close,t1_open,mfe_pct,mae_pct,eod_cont_pct,eod_cont_dir,t1_ret_pct,information_horizon,eod_cont_note
2025-09-16,COCHINSHIP.NS,UP,TRAIN,RANGE,0.9621,0.0,NEUTRAL,NO_GAP,0.14857899288927,NEUTRAL,-0.14857899288927,0.5,0.0,0.0,0.5,-0.14857899288927,1821.6,1821.6,5.610452349582795,0.08234519104084459,3.782400000000008,UP,3.7824,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,PARAS.NS,UP,TRAIN,RANGE,0.9621,0.04061188574522312,NEUTRAL,NO_GAP,0.14857899288927,NEUTRAL,-0.10796710714404689,0.5,0.04061188574522312,0.0,0.5,-0.10796710714404689,738.7,739.0,3.560308650331656,0.7716258291593392,1.1976017456021726,UP,1.2387,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,MIDHANI.NS,UP,TRAIN,RANGE,0.9434,0.25550553595328207,NEUTRAL,NO_GAP,0.14857899288927,NEUTRAL,0.10692654306401206,0.5,0.25550553595328207,0.0,0.5,0.10692654306401206,410.95,412.0,1.4721985643022295,0.6448473050249315,0.1334534830097045,UP,0.3893,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,HFCL.NS,UP,TRAIN,RANGE,0.9141,0.6277792309704378,GAP_UP,SMALL,0.14857899288927,NEUTRAL,0.47920023808116774,1.0,0.6277792309704378,0.0,1.0,0.47920023808116774,76.46,76.94,0.9809050483913229,2.1710698404394435,-2.3655289316350414,DOWN,-1.7526,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,MOTHERSON.NS,UP,TRAIN,RANGE,0.9085,0.5551005551005517,GAP_UP,SMALL,0.14857899288927,NEUTRAL,0.40652156221128166,1.0,0.5551005551005517,0.0,1.0,0.40652156221128166,109.89,110.5,1.8291018291018313,0.9282009282009285,-1.0497732579185515,DOWN,-0.5005,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,BDL.NS,UP,TRAIN,RANGE,0.8932,0.13084112149532867,NEUTRAL,NO_GAP,0.14857899288927,NEUTRAL,-0.01773787139394134,0.5,0.13084112149532867,0.0,0.5,-0.01773787139394134,1605.0,1607.1,1.9688473520249161,-0.13084112149532867,1.0889341049094448,UP,1.2212,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,RADICO.NS,UP,TRAIN,RANGE,0.8917,0.2170718747352307,NEUTRAL,NO_GAP,0.14857899288927,NEUTRAL,0.0684928818459607,0.5,0.2170718747352307,0.0,0.5,0.0684928818459607,2994.3999,3000.8999,0.7514026433142806,0.46085360876481074,0.3332048312907787,UP,0.551,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,IRCON.NS,UP,TRAIN,RANGE,0.8862,0.4157442902650965,GAP_UP,SMALL,0.14857899288927,NEUTRAL,0.2671652973758265,1.0,0.4157442902650965,0.0,1.0,0.2671652973758265,185.21,185.98,2.3162896171913028,1.3282220182495585,0.5592307398645024,UP,0.9773,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,DATAPATTNS.NS,UP,TRAIN,RANGE,0.8735,0.286010633720335,NEUTRAL,NO_GAP,0.14857899288927,NEUTRAL,0.13743164083106496,0.5,0.286010633720335,0.0,0.5,0.13743164083106496,2762.1001,2770.0,5.8976827088924155,-0.13395242265115126,3.6173433795559484,UP,3.9137,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,PERSISTENT.NS,UP,TRAIN,RANGE,0.859,0.8013842090884182,GAP_UP,SMALL,0.14857899288927,NEUTRAL,0.6528052161991482,1.0,0.8013842090884182,0.0,1.0,0.6528052161991482,5490.5,5534.5,3.6335488571168417,-0.45533193698206187,0.01807097298764937,UP,0.8196,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,RVNL.NS,UP,TRAIN,RANGE,0.858,0.3099464637926319,GAP_UP,SMALL,0.14857899288927,NEUTRAL,0.1613674709033619,1.0,0.3099464637926319,0.0,1.0,0.1613674709033619,354.9,356.0,4.21245421245422,-0.19723865877714353,1.3482746067415619,UP,1.6624,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,RAILTEL.NS,UP,TRAIN,RANGE,0.8529,1.750850233026835,GAP_UP,MEDIUM,0.14857899288927,NEUTRAL,1.602271240137565,1.0,1.750850233026835,0.0,1.0,1.602271240137565,396.95,403.9,4.018138304572361,0.5038417936767847,-0.7427458653131991,DOWN,0.9951,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,SOBHA.NS,UP,TRAIN,RANGE,0.85,0.0,NEUTRAL,NO_GAP,0.14857899288927,NEUTRAL,-0.14857899288927,0.5,0.0,0.0,0.5,-0.14857899288927,1589.4,1589.4,1.849754624386546,0.2642506606266526,1.14510000000001,UP,1.1451,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,TIINDIA.NS,UP,TRAIN,RANGE,0.8444,-0.12924157352959265,NEUTRAL,NO_GAP,0.14857899288927,NEUTRAL,-0.27782056641886266,0.5,-0.12924157352959265,0.0,0.5,-0.27782056641886266,3404.3999,3400.0,0.2908030869111622,1.21607041522942,-0.382352584967649,DOWN,-0.5111,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,MGL.NS,UP,TRAIN,RANGE,0.8434,0.6455399061032763,GAP_UP,SMALL,0.14857899288927,NEUTRAL,0.49696091321400626,1.0,0.6455399061032763,0.0,1.0,0.49696091321400626,1363.2,1372.0,1.085680751173701,0.9683098591549366,-0.7580464139941623,DOWN,-0.1174,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,GRSE.NS,UP,TRAIN,RANGE,0.8342,0.4958365774699658,GAP_UP,SMALL,0.14857899288927,NEUTRAL,0.3472575845806958,1.0,0.4958365774699658,0.0,1.0,0.3472575845806958,2440.3,2452.3999,7.568741548170288,-0.39749211162560805,6.16539314815665,UP,6.6918,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,JSWENERGY.NS,UP,TRAIN,RANGE,0.8248,0.3425608739931585,GAP_UP,SMALL,0.14857899288927,NEUTRAL,0.19398188110388848,1.0,0.3425608739931585,0.0,1.0,0.19398188110388848,540.05,541.9,0.9721322099805585,1.1202666419775853,-1.2732990496401642,DOWN,-0.9351,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,NHPC.NS,UP,TRAIN,RANGE,0.8248,-0.34984764699244053,GAP_DOWN,SMALL,0.14857899288927,NEUTRAL,-0.49842663988171054,0.0,-0.34984764699244053,0.0,0.0,-0.49842663988171054,88.61,88.3,-0.2031373434149608,2.0878004739871336,-1.2344711211778048,DOWN,-1.58,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
2025-09-16,IDEA.NS,UP,TRAIN,RANGE,0.8233,0.37783375314861534,GAP_UP,SMALL,0.14857899288927,NEUTRAL,0.22925476025934532,1.0,0.37783375314861534,0.0,1.0,0.22925476025934532,7.94,7.97,0.7556675062972307,2.896725440806047,-2.5094521957339966,DOWN,-2.1411,MODEL_O_OPEN,POST_EOD_NOT_A_DECISION_FEATURE
