trading_date,symbol,direction,split,regime,v3_score,gap_pct,gap_score,gap_direction,t_close,t1_open,mfe_pct,mae_pct,t1_ret_pct,information_horizon
2025-09-16,COCHINSHIP.NS,UP,TRAIN,RANGE,0.9621,0.0,0.5,NO_GAP,1821.6,1821.6,5.610452349582795,0.08234519104084459,3.7824,POST_OPEN
2025-09-16,PARAS.NS,UP,TRAIN,RANGE,0.9621,0.04061188574522312,0.5,NO_GAP,738.7,739.0,3.560308650331656,0.7716258291593392,1.2387,POST_OPEN
2025-09-16,MIDHANI.NS,UP,TRAIN,RANGE,0.9434,0.25550553595328207,0.5,NO_GAP,410.95,412.0,1.4721985643022295,0.6448473050249315,0.3893,POST_OPEN
2025-09-16,HFCL.NS,UP,TRAIN,RANGE,0.9141,0.6277792309704378,1.0,GAP_UP,76.46,76.94,0.9809050483913229,2.1710698404394435,-1.7526,POST_OPEN
2025-09-16,MOTHERSON.NS,UP,TRAIN,RANGE,0.9085,0.5551005551005517,1.0,GAP_UP,109.89,110.5,1.8291018291018313,0.9282009282009285,-0.5005,POST_OPEN
2025-09-16,BDL.NS,UP,TRAIN,RANGE,0.8932,0.13084112149532867,0.5,NO_GAP,1605.0,1607.1,1.9688473520249161,-0.13084112149532867,1.2212,POST_OPEN
2025-09-16,RADICO.NS,UP,TRAIN,RANGE,0.8917,0.2170718747352307,0.5,NO_GAP,2994.3999,3000.8999,0.7514026433142806,0.46085360876481074,0.551,POST_OPEN
2025-09-16,IRCON.NS,UP,TRAIN,RANGE,0.8862,0.4157442902650965,1.0,GAP_UP,185.21,185.98,2.3162896171913028,1.3282220182495585,0.9773,POST_OPEN
2025-09-16,DATAPATTNS.NS,UP,TRAIN,RANGE,0.8735,0.286010633720335,0.5,NO_GAP,2762.1001,2770.0,5.8976827088924155,-0.13395242265115126,3.9137,POST_OPEN
2025-09-16,PERSISTENT.NS,UP,TRAIN,RANGE,0.859,0.8013842090884182,1.0,GAP_UP,5490.5,5534.5,3.6335488571168417,-0.45533193698206187,0.8196,POST_OPEN
2025-09-16,RVNL.NS,UP,TRAIN,RANGE,0.858,0.3099464637926319,1.0,GAP_UP,354.9,356.0,4.21245421245422,-0.19723865877714353,1.6624,POST_OPEN
2025-09-16,RAILTEL.NS,UP,TRAIN,RANGE,0.8529,1.750850233026835,1.0,GAP_UP,396.95,403.9,4.018138304572361,0.5038417936767847,0.9951,POST_OPEN
2025-09-16,SOBHA.NS,UP,TRAIN,RANGE,0.85,0.0,0.5,NO_GAP,1589.4,1589.4,1.849754624386546,0.2642506606266526,1.1451,POST_OPEN
2025-09-16,TIINDIA.NS,UP,TRAIN,RANGE,0.8444,-0.12924157352959265,0.0,NO_GAP,3404.3999,3400.0,0.2908030869111622,1.21607041522942,-0.5111,POST_OPEN
2025-09-16,MGL.NS,UP,TRAIN,RANGE,0.8434,0.6455399061032763,1.0,GAP_UP,1363.2,1372.0,1.085680751173701,0.9683098591549366,-0.1174,POST_OPEN
2025-09-16,GRSE.NS,UP,TRAIN,RANGE,0.8342,0.4958365774699658,1.0,GAP_UP,2440.3,2452.3999,7.568741548170288,-0.39749211162560805,6.6918,POST_OPEN
2025-09-16,JSWENERGY.NS,UP,TRAIN,RANGE,0.8248,0.3425608739931585,1.0,GAP_UP,540.05,541.9,0.9721322099805585,1.1202666419775853,-0.9351,POST_OPEN
2025-09-16,NHPC.NS,UP,TRAIN,RANGE,0.8248,-0.34984764699244053,0.0,GAP_DOWN,88.61,88.3,-0.2031373434149608,2.0878004739871336,-1.58,POST_OPEN
2025-09-16,IDEA.NS,UP,TRAIN,RANGE,0.8233,0.37783375314861534,1.0,GAP_UP,7.94,7.97,0.7556675062972307,2.896725440806047,-2.1411,POST_OPEN
2025-09-16,NCC.NS,UP,TRAIN,RANGE,0.8192,0.6292218006847428,1.0,GAP_UP,216.14,217.5,0.7680207273063955,0.5737022300360772,-0.1758,POST_OPEN
2025-09-16,M&M.NS,DOWN,TRAIN,RANGE,0.8993,0.0,0.5,NO_GAP,3608.0,3608.0,0.4129684035476644,1.0227245011086517,0.6984,POST_OPEN
2025-09-16,TVSMOTOR.NS,DOWN,TRAIN,RANGE,0.8613,0.14286122868827356,0.0,NO_GAP,3499.8999,3504.8999,0.2514300480422227,0.7057401841692679,0.0057,POST_OPEN
2025-09-16,EICHERMOT.NS,DOWN,TRAIN,RANGE,0.8311,-0.09382894261998898,0.5,NO_GAP,6927.5,6921.0,0.6928906531937895,0.15156983038613348,-0.5341,POST_OPEN
2025-09-16,JPPOWER.NS,DOWN,TRAIN,RANGE,0.8235,0.6289308176100628,0.0,GAP_UP,19.08,19.2,0.41928721174003813,0.8909853249476019,-0.1572,POST_OPEN
2025-09-16,ENDURANCE.NS,DOWN,TRAIN,RANGE,0.8112,0.3695845595784064,0.0,GAP_UP,2922.2,2933.0,1.8718773526794852,0.8828964478817314,-1.427,POST_OPEN
2025-09-16,BAJAJ-AUTO.NS,DOWN,TRAIN,RANGE,0.7981,0.04408928079360219,0.0,NO_GAP,9072.5,9076.5,0.027555800496004146,0.6999173325985097,0.1268,POST_OPEN
2025-09-16,WHIRLPOOL.NS,DOWN,TRAIN,RANGE,0.7872,0.6021884409194378,0.0,GAP_UP,1361.7,1369.9,1.9681280752001151,0.9546889917015466,-1.4761,POST_OPEN
2025-09-16,RBLBANK.NS,DOWN,TRAIN,RANGE,0.787,0.03741114852224836,0.0,NO_GAP,267.3,267.4,1.3468013468013518,0.5424616535727678,-1.0849,POST_OPEN
2025-09-16,ASHOKLEY.NS,DOWN,TRAIN,RANGE,0.7846,0.3419057529359337,0.0,GAP_UP,134.54,135.0,-0.3419057529359337,2.4007730043110076,1.6575,POST_OPEN
2025-09-16,CENTUM.NS,DOWN,TRAIN,RANGE,0.7838,0.15225593792032033,0.0,NO_GAP,2692.8999,2697.0,0.47903377321971696,1.4408296424237577,0.1225,POST_OPEN
2025-09-16,GLENMARK.NS,DOWN,TRAIN,RANGE,0.78,0.38035146846413515,0.0,GAP_UP,2077.0,2084.8999,2.0269619643716874,0.38035146846413515,-1.6659,POST_OPEN
2025-09-16,BSE.NS,DOWN,TRAIN,RANGE,0.7711,0.4546901286773153,0.0,GAP_UP,2199.3,2209.3,-0.07729732187513605,1.3958986950393326,0.4774,POST_OPEN
2025-09-16,MANAPPURAM.NS,DOWN,TRAIN,RANGE,0.7635,0.016886187098941186,0.0,NO_GAP,296.1,296.15,1.6886187098953065,0.6416751097602091,-1.0976,POST_OPEN
2025-09-16,MOIL.NS,DOWN,TRAIN,RANGE,0.7616,0.21102982554868088,0.0,NO_GAP,355.4,356.15,0.731570061902076,1.0410804727068124,-0.408,POST_OPEN
2025-09-16,MUTHOOTFIN.NS,DOWN,TRAIN,RANGE,0.7577,-0.4450475319584868,1.0,GAP_DOWN,2988.3999,2975.1001,1.8872942674104554,0.08365680911714968,-1.5493,POST_OPEN
2025-09-16,BOSCHLTD.NS,DOWN,TRAIN,RANGE,0.756,0.18787575150300828,0.0,NO_GAP,39920.0,39995.0,0.48847695390781265,0.6763527054108209,-0.3632,POST_OPEN
2025-09-16,HEROMOTOCO.NS,DOWN,TRAIN,RANGE,0.7454,0.5267118133935211,0.0,GAP_UP,5316.0,5344.0,0.10346124905944443,1.3544018058690765,0.6396,POST_OPEN
2025-09-16,EXIDEIND.NS,DOWN,TRAIN,RANGE,0.7133,0.2032520325203402,0.0,NO_GAP,418.2,419.05,0.26303204208512065,0.6695361071257899,0.1435,POST_OPEN
2025-09-16,RATEGAIN.NS,DOWN,TRAIN,RANGE,0.7104,0.8011200124445894,0.0,GAP_UP,642.85,648.0,1.096678851987254,0.8011200124445894,-0.21,POST_OPEN
2025-09-16,ZYDUSWELL.NS,DOWN,TRAIN,RANGE,0.7085,0.04577881203982059,0.0,NO_GAP,524.26,524.5,2.140159462861946,0.14115133712280237,-1.6442,POST_OPEN
2025-09-17,ONMOBILE.NS,UP,TRAIN,RANGE,0.992,1.4701182486417386,1.0,GAP_UP,62.58,63.5,3.2917865132630286,0.910834132310645,0.6871,POST_OPEN
2025-09-17,COCHINSHIP.NS,UP,TRAIN,RANGE,0.9833,1.4546416291986164,1.0,GAP_UP,1890.5,1918.0,2.6183549325575317,-0.2062946310499969,0.8939,POST_OPEN
2025-09-17,DATAPATTNS.NS,UP,TRAIN,RANGE,0.9773,0.7769493415093143,1.0,GAP_UP,2870.2,2892.5,0.7769493415093143,1.7420388823078503,-1.2682,POST_OPEN
2025-09-17,GRSE.NS,UP,TRAIN,RANGE,0.9655,0.5914848443891119,1.0,GAP_UP,2603.6001,2619.0,4.739587312198967,1.2905246085986866,0.8757,POST_OPEN
2025-09-17,PARAS.NS,UP,TRAIN,RANGE,0.9543,0.4813799558735177,1.0,GAP_UP,747.85,751.45,0.7488132646921164,1.5043123621046983,-1.0162,POST_OPEN
2025-09-17,IDEAFORGE.NS,UP,TRAIN,RANGE,0.9452,0.2988419872992143,0.5,NO_GAP,535.4,537.0,1.0926410160627675,1.578259245423974,-0.2055,POST_OPEN
2025-09-17,IRCON.NS,UP,TRAIN,RANGE,0.9292,0.2566570420275749,0.5,NO_GAP,187.02,187.5,0.6576836701956967,1.0800983851994461,-0.5989,POST_OPEN
2025-09-17,RVNL.NS,UP,TRAIN,RANGE,0.9116,0.5681818181818121,1.0,GAP_UP,360.8,362.85,1.080931263858087,1.2333702882483366,0.4712,POST_OPEN
2025-09-17,RAILTEL.NS,UP,TRAIN,RANGE,0.9092,0.3117984534796614,1.0,GAP_UP,400.9,402.15,0.3991020204539897,1.3095535046146134,-0.8231,POST_OPEN
2025-09-17,BEML.NS,UP,TRAIN,RANGE,0.9063,0.4451105963573676,1.0,GAP_UP,2201.7,2211.5,0.4632738338556708,1.2921833128945681,-1.1014,POST_OPEN
2025-09-17,MIDHANI.NS,UP,TRAIN,RANGE,0.8932,0.35147254878196144,1.0,GAP_UP,412.55,414.0,0.42419100715065383,1.8300812022785107,-1.6362,POST_OPEN
2025-09-17,BDL.NS,UP,TRAIN,RANGE,0.8659,0.14772867167303083,0.5,NO_GAP,1624.6,1627.0,0.7263326357257238,1.483442078049979,-0.8864,POST_OPEN
2025-09-17,HFCL.NS,UP,TRAIN,RANGE,0.8638,0.6389776357827337,1.0,GAP_UP,75.12,75.6,4.779020234291775,-0.22630457933972004,3.3546,POST_OPEN
2025-09-17,MAZDOCK.NS,UP,TRAIN,RANGE,0.8384,0.38371705038371395,1.0,GAP_UP,2997.0,3008.5,1.1011011011011096,0.8508508508508483,-0.4137,POST_OPEN
2025-09-17,VEDL.NS,UP,TRAIN,RANGE,0.8343,0.0,0.5,NO_GAP,456.15,456.15,0.6138331689137466,0.7782527677299034,-0.1096,POST_OPEN
2025-09-17,PRESTIGE.NS,UP,TRAIN,RANGE,0.8292,0.042313969654839134,0.5,NO_GAP,1654.3,1655.0,0.9490418908299603,1.771141872695392,-1.5293,POST_OPEN
2025-09-17,MOTHERSON.NS,UP,TRAIN,RANGE,0.8208,0.4847265410645729,1.0,GAP_UP,109.34,109.87,0.676788000731654,1.1706603255899006,-0.3292,POST_OPEN
2025-09-17,COROMANDEL.NS,UP,TRAIN,RANGE,0.807,-0.5327790896613838,0.0,GAP_DOWN,2327.3999,2315.0,-0.034364528416441775,2.182684634471277,-0.9753,POST_OPEN
2025-09-17,TATACHEM.NS,UP,TRAIN,RANGE,0.7993,0.20394965925485398,0.5,NO_GAP,1005.15,1007.2,0.29846291598270014,1.8405213152265842,-1.5819,POST_OPEN
2025-09-17,AMBER.NS,UP,TRAIN,RANGE,0.7971,0.09049773755656076,0.5,NO_GAP,8287.5,8295.0,0.3076923076922977,1.387631975867265,-0.3198,POST_OPEN
2025-09-17,OFSS.NS,DOWN,TRAIN,RANGE,0.8835,0.26301369863013235,0.0,NO_GAP,9125.0,9149.0,0.7671232876712342,0.8219178082191858,0.5479,POST_OPEN
2025-09-17,SAPPHIRE.NS,DOWN,TRAIN,RANGE,0.858,1.1202738447175786,0.0,GAP_UP,321.35,324.95,0.5601369223588004,1.1202738447175786,0.5446,POST_OPEN
2025-09-17,RATEGAIN.NS,DOWN,TRAIN,RANGE,0.8543,0.0779423226812126,0.0,NO_GAP,641.5,642.0,1.3406079501169121,0.33515198752922526,-0.5456,POST_OPEN
2025-09-17,GLENMARK.NS,DOWN,TRAIN,RANGE,0.8391,0.36721014492753223,0.0,GAP_UP,2042.4,2049.8999,-0.36721014492753223,3.603603603603589,3.2315,POST_OPEN
2025-09-17,JPPOWER.NS,DOWN,TRAIN,RANGE,0.8167,0.052493438320189156,0.0,NO_GAP,19.05,19.06,1.3123359580052507,0.4199475065616687,-1.1549,POST_OPEN
2025-09-17,M&M.NS,DOWN,TRAIN,RANGE,0.8146,0.07982219530993095,0.0,NO_GAP,3633.2,3636.1001,0.8229659804029454,0.46240228999230304,0.2477,POST_OPEN
2025-09-17,ENDURANCE.NS,DOWN,TRAIN,RANGE,0.8125,0.3298038534976566,0.0,GAP_UP,2880.5,2890.0,0.8852629751779251,1.451136955389698,1.0866,POST_OPEN
2025-09-17,WHIRLPOOL.NS,DOWN,TRAIN,RANGE,0.7987,2.116875372689342,0.0,GAP_UP,1341.6,1370.0,1.1702444841979576,2.8622540250447193,-0.4621,POST_OPEN
2025-09-17,BAJAJ-AUTO.NS,DOWN,TRAIN,RANGE,0.7795,0.17062967855570044,0.0,NO_GAP,9084.0,9099.5,0.6494936151475117,0.3412593571114009,-0.0991,POST_OPEN
2025-09-17,EICHERMOT.NS,DOWN,TRAIN,RANGE,0.7788,0.07256367462449287,0.0,NO_GAP,6890.5,6895.5,0.3192801683477242,0.6458167041579088,0.4934,POST_OPEN
2025-09-17,GALAXYSURF.NS,DOWN,TRAIN,RANGE,0.7495,-0.02113539332967429,0.5,NO_GAP,2365.7,2365.2,0.8792365895929244,0.39311831593187296,0.1691,POST_OPEN
2025-09-17,INFY.NS,DOWN,TRAIN,RANGE,0.746,1.8129269574356233,0.0,GAP_UP,1522.4,1550.0,-1.0575407251707691,2.141355754072505,1.1955,POST_OPEN
2025-09-17,BSE.NS,DOWN,TRAIN,RANGE,0.7442,0.5837632364919632,0.0,GAP_UP,2209.8,2222.7,1.058923884514451,1.3621096931848875,-0.5204,POST_OPEN
2025-09-17,ZYDUSWELL.NS,DOWN,TRAIN,RANGE,0.7437,1.2140252889612846,0.0,GAP_UP,515.64,521.9,0.027150725312230506,2.726708556357149,1.0201,POST_OPEN
2025-09-17,BRITANNIA.NS,DOWN,TRAIN,RANGE,0.7418,0.12300123001229846,0.0,NO_GAP,6097.5,6105.0,0.5822058220582238,0.5166051660516535,0.0492,POST_OPEN
2025-09-17,COLPAL.NS,DOWN,TRAIN,RANGE,0.7361,0.09370474486751768,0.0,NO_GAP,2347.8,2350.0,0.20871028196610686,0.9200059630292134,0.7582,POST_OPEN
2025-09-17,WELCORP.NS,DOWN,TRAIN,RANGE,0.732,0.7748020885969487,0.0,GAP_UP,890.55,897.45,0.280725394419179,2.111054966032233,0.5502,POST_OPEN
2025-09-17,BATAINDIA.NS,DOWN,TRAIN,RANGE,0.7276,0.07942180922881903,0.0,NO_GAP,1259.1,1260.1,1.1992693193550896,0.786275911365264,-1.0563,POST_OPEN
2025-09-17,POLICYBZR.NS,DOWN,TRAIN,RANGE,0.7275,0.055710306406675514,0.0,NO_GAP,1795.0,1796.0,1.6155988857938675,0.139275766016711,-0.3008,POST_OPEN
2025-09-17,NOCIL.NS,DOWN,TRAIN,RANGE,0.7255,0.4171469345189083,0.0,GAP_UP,182.19,182.95,1.037378560843072,1.152642845381191,-0.5105,POST_OPEN
2025-09-18,GRSE.NS,UP,TRAIN,RANGE,0.9846,0.31602575068632177,1.0,GAP_UP,2626.3999,2634.7,1.3935463521758562,1.1574741531173438,-0.8034,POST_OPEN
2025-09-18,COCHINSHIP.NS,UP,TRAIN,RANGE,0.9802,-0.07864108210129395,0.0,NO_GAP,1907.4,1905.9,0.24116598511061405,1.756317500262139,-0.346,POST_OPEN
2025-09-18,ONMOBILE.NS,UP,TRAIN,RANGE,0.978,0.015870496746561713,0.5,NO_GAP,63.01,63.02,3.1423583558165324,2.0949055705443587,-1.3966,POST_OPEN
2025-09-18,HFCL.NS,UP,TRAIN,RANGE,0.9473,-0.12879958784131063,0.0,NO_GAP,77.64,77.54,-0.11591962905719289,1.983513652756319,-1.5714,POST_OPEN
2025-09-18,DATAPATTNS.NS,UP,TRAIN,RANGE,0.9234,-0.17291622556285802,0.0,NO_GAP,2833.8,2828.8999,1.450345825393451,1.0692356553038351,0.9316,POST_OPEN
2025-09-18,PARAS.NS,UP,TRAIN,RANGE,0.9,-0.3039513677811523,0.0,GAP_DOWN,740.25,738.0,1.6886187098952954,1.0469436001350862,1.0537,POST_OPEN
2025-09-18,IRCON.NS,UP,TRAIN,RANGE,0.8517,-0.3227541689080127,0.0,GAP_DOWN,185.9,185.3,0.2313071543840861,0.9682625067240491,-0.3819,POST_OPEN
2025-09-18,RVNL.NS,UP,TRAIN,RANGE,0.8473,-0.16551724137932045,0.0,NO_GAP,362.5,361.9,1.434482758620681,0.37241379310345435,0.2621,POST_OPEN
2025-09-18,RADICO.NS,UP,TRAIN,RANGE,0.8212,0.2125859491778792,0.5,NO_GAP,3010.5,3016.8999,1.8767646570337249,0.24912805181863673,1.3951,POST_OPEN
2025-09-18,PRESTIGE.NS,UP,TRAIN,RANGE,0.8168,-0.12277470841006721,0.0,NO_GAP,1629.0,1627.0,0.30693677102517913,2.240638428483732,-0.6323,POST_OPEN
2025-09-18,NATCOPHARM.NS,UP,TRAIN,RANGE,0.8051,0.4919145086509147,1.0,GAP_UP,884.3,888.65,0.5597647857062071,1.040370914847899,-0.0057,POST_OPEN
2025-09-18,IDEAFORGE.NS,UP,TRAIN,RANGE,0.7993,0.224592925322864,0.5,NO_GAP,534.3,535.5,1.2165450121654597,0.795433277185098,0.1965,POST_OPEN
2025-09-18,BDL.NS,UP,TRAIN,RANGE,0.7934,-0.07452490373867082,0.0,NO_GAP,1610.2,1609.0,2.105328530617312,0.2546267544404457,1.329,POST_OPEN
2025-09-18,AMBER.NS,UP,TRAIN,RANGE,0.7834,-0.13315579227696217,0.0,NO_GAP,8261.0,8250.0,0.8836702578380429,0.2118387604406191,0.3087,POST_OPEN
2025-09-18,M&MFIN.NS,UP,TRAIN,RANGE,0.7817,0.3671970624234966,1.0,GAP_UP,285.95,287.0,1.9758699073264774,0.47211050883020356,1.259,POST_OPEN
2025-09-18,BEML.NS,UP,TRAIN,RANGE,0.781,0.2066637580656172,0.5,NO_GAP,2177.45,2181.95,1.1481319892534758,0.42939677145282795,0.0299,POST_OPEN
2025-09-18,RAILTEL.NS,UP,TRAIN,RANGE,0.7715,-0.653923541247492,0.0,GAP_DOWN,397.6,395.0,0.025150905432580473,1.2072434607645954,-0.9557,POST_OPEN
2025-09-18,MAZDOCK.NS,UP,TRAIN,RANGE,0.7522,-0.2177846204588718,0.0,NO_GAP,2984.6001,2978.1001,1.0185585666903973,0.5193325564788354,0.0134,POST_OPEN
2025-09-18,RATNAMANI.NS,UP,TRAIN,RANGE,0.75,0.592670241503046,1.0,GAP_UP,2480.3,2495.0,0.592670241503046,3.5923073821715223,-2.6973,POST_OPEN
2025-09-18,SOBHA.NS,UP,TRAIN,RANGE,0.7483,0.03682563063893696,0.5,NO_GAP,1629.3,1629.9,0.6444485361811747,2.4673172528079546,-2.0929,POST_OPEN
2025-09-18,RATEGAIN.NS,DOWN,TRAIN,RANGE,0.8779,0.31347962382444194,0.0,GAP_UP,638.0,640.0,0.5407523510971846,1.3244514106583116,0.1881,POST_OPEN
2025-09-18,OFSS.NS,DOWN,TRAIN,RANGE,0.8569,0.21798365122616126,0.0,NO_GAP,9175.0,9195.0,1.8910081743869211,0.4359673024523225,-1.7112,POST_OPEN
2025-09-18,NATIONALUM.NS,DOWN,TRAIN,RANGE,0.8549,-1.3096351730589428,1.0,GAP_DOWN,213.8,211.0,1.665107577174929,-0.49579045837231384,-1.029,POST_OPEN
2025-09-18,GLENMARK.NS,DOWN,TRAIN,RANGE,0.8464,0.36046767029347393,0.0,GAP_UP,2108.3999,2116.0,1.4323610999981584,0.5027556679356726,-1.1004,POST_OPEN
2025-09-18,SAPPHIRE.NS,DOWN,TRAIN,RANGE,0.8454,0.38687712782419226,0.0,GAP_UP,323.1,324.35,2.506963788300842,0.38687712782419226,-1.4856,POST_OPEN
2025-09-18,NOCIL.NS,DOWN,TRAIN,RANGE,0.8038,0.7392695575416441,0.0,GAP_UP,181.26,182.6,1.688182720953324,1.5778439810217426,-0.0331,POST_OPEN
2025-09-18,ZYDUSWELL.NS,DOWN,TRAIN,RANGE,0.8005,-0.9598771357266278,1.0,GAP_DOWN,520.9,515.9,4.434632367057012,1.9197542714532556,-0.9599,POST_OPEN
2025-09-18,RAJESHEXPO.NS,DOWN,TRAIN,RANGE,0.7755,0.16100702576111736,0.0,NO_GAP,204.96,205.29,2.8054254488680708,2.4590163934426146,-1.1856,POST_OPEN
2025-09-18,EXIDEIND.NS,DOWN,TRAIN,RANGE,0.7603,-0.4116194284370267,1.0,GAP_DOWN,425.15,423.4,2.7637304480771507,-0.011760555098194736,-2.505,POST_OPEN
2025-09-18,BRITANNIA.NS,DOWN,TRAIN,RANGE,0.757,0.0819604950413888,0.0,NO_GAP,6100.5,6105.5,0.8605851979345935,0.15572494057864983,-0.5082,POST_OPEN
2025-09-18,GLAXO.NS,DOWN,TRAIN,RANGE,0.7505,0.4391413384315035,0.0,GAP_UP,2755.3999,2767.5,0.9218226363439941,0.4391413384315035,-0.519,POST_OPEN
2025-09-18,M&M.NS,DOWN,TRAIN,RANGE,0.7505,-1.1311844489594103,1.0,GAP_DOWN,3642.2,3601.0,1.5842073472077223,-0.15100763274943363,-1.3755,POST_OPEN
2025-09-18,SAIL.NS,DOWN,TRAIN,RANGE,0.7486,0.0,0.5,NO_GAP,133.18,133.18,0.1351554287430612,2.590479050908545,2.2676,POST_OPEN
2025-09-18,JPPOWER.NS,DOWN,TRAIN,RANGE,0.741,0.0,0.5,NO_GAP,18.83,18.83,1.7525225703664327,1.115241635687747,-0.7966,POST_OPEN
2025-09-18,GALAXYSURF.NS,DOWN,TRAIN,RANGE,0.73,0.012659830358274782,0.0,NO_GAP,2369.7,2370.0,0.5992319702915916,2.249229860319879,1.515,POST_OPEN
2025-09-18,SRF.NS,DOWN,TRAIN,RANGE,0.7175,0.0,0.5,NO_GAP,2937.5,2937.5,0.319996595744676,0.7285072340425414,-0.0102,POST_OPEN
2025-09-18,MASTEK.NS,DOWN,TRAIN,RANGE,0.7134,0.3895512250264188,0.0,GAP_UP,2464.3999,2474.0,2.1262742300874105,0.4544798106833392,-1.7773,POST_OPEN
2025-09-18,BAJAJ-AUTO.NS,DOWN,TRAIN,RANGE,0.7113,-0.27548209366391463,0.5,NO_GAP,9075.0,9050.0,1.3719008264462818,-0.12672176308540228,-1.1405,POST_OPEN
2025-09-18,GODREJCP.NS,DOWN,TRAIN,RANGE,0.7098,-0.03229974160207094,0.5,NO_GAP,1238.4,1238.0,0.8397932816537557,0.2826227390180902,0.0404,POST_OPEN
2025-09-18,AUROPHARMA.NS,DOWN,TRAIN,RANGE,0.7074,0.09743998582689706,0.0,NO_GAP,1128.9,1130.0,1.062981663566298,0.8060944282044291,-0.8592,POST_OPEN
2025-09-19,SUDARSCHEM.NS,UP,TRAIN,RANGE,0.9265,-0.6375474769397815,0.0,GAP_DOWN,1474.4,1465.0,3.092783505154628,1.5124796527401063,2.6587,POST_OPEN
2025-09-19,CENTUM.NS,UP,TRAIN,RANGE,0.9226,0.0,0.5,NO_GAP,2832.0,2832.0,2.4011299435028333,1.6490112994350214,-0.7698,POST_OPEN
2025-09-19,RADICO.NS,UP,TRAIN,RANGE,0.8823,0.26863226863225176,0.5,NO_GAP,3052.5,3060.7,0.311220311220306,1.3923013923013872,-0.8157,POST_OPEN
2025-09-19,ONMOBILE.NS,UP,TRAIN,RANGE,0.86,-0.03219056816353705,0.0,NO_GAP,62.13,62.11,6.711733462095593,0.7081924995976263,4.8286,POST_OPEN
2025-09-19,ASHOKLEY.NS,UP,TRAIN,RANGE,0.858,0.07097735822274576,0.5,NO_GAP,140.89,140.99,0.6104052807154536,1.3343743345872627,-1.0434,POST_OPEN
2025-09-19,COCHINSHIP.NS,UP,TRAIN,RANGE,0.8556,2.5883838383838453,1.0,GAP_UP,1900.8,1950.0,4.161405723905731,-0.5366161616161547,1.1627,POST_OPEN
2025-09-19,GODREJPROP.NS,UP,TRAIN,RANGE,0.8148,0.03729256013427218,0.5,NO_GAP,2145.2,2146.0,0.42885977997388913,2.442662688793573,-1.9346,POST_OPEN
2025-09-19,CANBK.NS,UP,TRAIN,RANGE,0.8041,-0.10190217391304879,0.0,NO_GAP,117.76,117.64,1.6644021739130377,0.3906250000000111,0.9426,POST_OPEN
2025-09-19,M&MFIN.NS,UP,TRAIN,RANGE,0.8017,0.48350889310999623,1.0,GAP_UP,289.55,290.95,0.846140562942499,1.3987221550682105,0.2418,POST_OPEN
2025-09-19,CHOLAFIN.NS,UP,TRAIN,RANGE,0.7983,-0.27657300898862314,0.0,NO_GAP,1590.9,1586.5,3.3503048588849005,0.27657300898862314,2.4577,POST_OPEN
2025-09-19,RVNL.NS,UP,TRAIN,RANGE,0.7971,-0.27514100976751,0.0,NO_GAP,363.45,362.45,1.251891594442145,1.7196313110469097,-1.2519,POST_OPEN
2025-09-19,PARAS.NS,UP,TRAIN,RANGE,0.7964,-0.26736180736581794,0.0,NO_GAP,748.05,746.05,1.5908027538266367,2.412940311476497,-1.8448,POST_OPEN
2025-09-19,ADANIGREEN.NS,UP,TRAIN,RANGE,0.7874,0.9022994081691937,1.0,GAP_UP,1030.7,1040.0,14.247598719316956,-0.49966042495390717,11.7833,POST_OPEN
2025-09-19,PRESTIGE.NS,UP,TRAIN,RANGE,0.7801,-0.29035645888676465,0.0,NO_GAP,1618.7,1614.0,1.9027614752579192,0.9081361586458336,-0.0803,POST_OPEN
2025-09-19,IRCON.NS,UP,TRAIN,RANGE,0.7782,-0.3779901722555157,0.0,GAP_DOWN,185.19,184.49,0.22139424374965078,2.3975376640207324,-1.6956,POST_OPEN
2025-09-19,LAURUSLABS.NS,UP,TRAIN,RANGE,0.7689,0.557880055788007,1.0,GAP_UP,932.1,937.3,0.557880055788007,3.647677287844653,-3.0362,POST_OPEN
2025-09-19,PGHH.NS,UP,TRAIN,RANGE,0.7684,0.0,0.5,NO_GAP,13778.0,13778.0,0.0,2.01045144433154,-1.7709,POST_OPEN
2025-09-19,ADANIENSOL.NS,UP,TRAIN,RANGE,0.7672,0.4902240209770259,1.0,GAP_UP,877.15,881.45,9.205951091603492,0.42182066921278016,6.8688,POST_OPEN
2025-09-19,BANKBARODA.NS,UP,TRAIN,RANGE,0.766,-0.03173595683910735,0.0,NO_GAP,252.08,252.0,1.0353855918755928,0.821167883211682,-0.3729,POST_OPEN
2025-09-19,CESC.NS,UP,TRAIN,RANGE,0.7604,1.2628348872890216,1.0,GAP_UP,169.46,171.6,1.9414611117667846,1.1566151304142624,-0.7494,POST_OPEN
2025-09-19,NATIONALUM.NS,DOWN,TRAIN,RANGE,0.8881,0.08979206049148925,0.0,NO_GAP,211.6,211.79,1.0113421550094426,1.3705103969754218,-0.3119,POST_OPEN
2025-09-19,BEML.NS,DOWN,TRAIN,RANGE,0.8832,0.1951241818500371,0.0,NO_GAP,2178.1001,2182.3501,1.8043293786176307,3.507639524923567,-0.6474,POST_OPEN
2025-09-19,SAPPHIRE.NS,DOWN,TRAIN,RANGE,0.8566,-1.3195098963242224,1.0,GAP_DOWN,318.3,314.1,1.9792648444863392,0.1727929626138991,-1.7593,POST_OPEN
